,clean_text,label
80,you would think that by high school people would have acquired the skill of knowing how to flush a toilet disgusting,1
82,hoodrats r us  disgusting,1
83,just a heads up guys dont ever pop a pimple thats on someones scalp unless you have a shield that shit got on my glasses disgustingtmi,1
89,it literally blows my mind on how guys judge how attractive a girl is by how willing you think she is to sleep with you disgusting,1
91,those couples need to get a room disgusting,1
95,when a girl calls her boyfriend daddy ltltltltlt disgusting barf daddyissues,1
96,krish and pranav are talking about the brain and the stomach stomach has green acid in it disgusting geniushour,1
97,cant get over what i have just read this world is horrible and not safe nowords disgusting evilworld,1
99,lunch was trippy i cant belive i herd that disgusting,1
100,especially apartment garbage disposalsno one knows how to take care of them disgusting,1
102,user   childhoodindoctrination at work why not let children decide for themselves afraid of the results  disgusting,1
103,you smell like straight cigarettes disgusting,1
104,people should not be allowed to have him if they chew like a cow disgusting,1
105,saw some foragers scoodlypooping in the forest nearby disgusting,1
107,you know what really grindsmygears  mayonnaise  disgusting,1
109,absolute tramp was sat next to me at the bus stop spitting on the floor every number seconds can you not disgusting,1
112,pizza hut makes me want to puke and die greasyaf disgusting,1
114,i will never look at arizona the same again disgusting,1
115,so jamie farted on me and it made me throw up literally disgusting toofunny,1
116,this foreign family is letting their kid roll around on the floor in the ferry  disgusting,1
118,only number more hrs until this is all over at least my bags were found thnx number nothing user kma arewedoneyet dislike neveragain,1
119,physically exhausted like never before hmm dislike,1
122,jesus who can live amongst dead rats  disgusting retch,1
125,hearing the mississippi senate passed a similar bill to that disgraceful az one disgusting,1
126,these antigay laws are making me not even want to go to arizona for march break tbh disgusting,1
127,why do people cut  file their nails on the bus and why us it always an older chinese woman notracist observation sfmuni disgusting,1
129,unattractive couples please keep your overthetoppda to a minimum  or just stop all together gross disgusting notwhileimeating,1
130,who the fuck goes as far as talking about someones family pathetic disgusting waste arrogantasshole,1
131,who steals there friends phone hahaha disgusting,1
132,dasani water is pool water in a bottle disgusting,1
135,numberth child birth in the show good lord canyounot disgusting,1
136,you are the shittiest type of person if you make fun of people with special needs disgusting nowords,1
141,you deserve someone like that disgusting,1
142,ladies when you wear a dress keep your legs shut even if you arent a lady act like one disgusting sonotclassy comeonnow ew,1
143,almond soy milk is from satan disgusting,1
144,waiting for my bus and this girl legit spat right next to me even warmed up before she spat it wannavom disgusting,1
146,user actually just gave the kid in front of her a wet willy disgusting,1
148,my fictional piece of coursework is quite soppy disgusting ew,1
149,thanks meal hall for treating us like peasants and feeding us good out of the garbage disgusting givemerealfood,1
152,if youre gonna take an upclose selfie pls pls pls make sure your lips arent fuckin chapped disgusting,1
153,it should be illegal to quote a selfie on instagram with talk dirty to me disgusting,1
154,eww what is your obsession with guys who could be your father you think old men are sexy disgusting sicko gross perv eww whore,1
157,that hoe put mayonnaise on her fries disgusting,1
158,vertonghen you fucking scumbag disgusting,1
162,one thing spurs embarrassing english football clubs with their poo pance side but going down like user in the box disgusting,1
163,where has the respect for your opponent gone disgusting,1
165,blows my mind that people spend their last dollar on cigarets   disgusting,1
167,i feel like i have to many morals compared to all these girls  disgusting,1
171,i have serena hair today disgusting,1
173,just seen the nastiest closure piece ever  i thought the lady scalp was peeling  ugh disgusting,1
175,spurs have robbed this team disgusting europaleague,1
176,some people have no respect for others disgusting,1
179,i hate gays who posts gay shit photos disgusting,1
180,south london is literally a dump this evening burstwatermain sewage dirt disgusting,1
188,user did you really just show and advert of an actual woman giving birth you sick fucks i was eating food disgusting,1
189,ross kemp extreme world disgusting,1
190,its pretty bad when someone smells so much like cigarettes it gives you a headache disgusting,1
191,user you have no right to offend a religion or its values in the name of freedom of expression and art darkhorse disgusting,1
192,my five wives really  why would you make a show out of that notright disgusting,1
193,i just saw a dude kiss one of the poles on the metro train you officially have the dirtiest mouth in all of dc champ disgusting smh,1
194,gross user is following me on twitter disgusting shesgunnabeatmeupbecauseimsupposedtobeworkingonapaper,1
196,why do some people when they eat crisps have to put all of their fingers in their mouth disgusting,1
197,why do some guys think long and thick beards look good on them disgusting whatthefuckisonyourface sorrynotsorry,1
198,i hate cockroaches disgusting,1
200,youre pathetic honestly have nothing better to do with your life than make fun of other people lol  lowlife growup disgusting,1
201,having chicken and mushroom soup to try and make myself better just a shame i had cardboard for bread with it disgusting,1
204,to be pregnant and bisexual as a teenager must be a trend disgusting,1
206,noisy eaters should be dumped into a very deep hole disgusting,1
213,went into the guys locker room today wont be making that mistake again  disgusting,1
214,my instagram followers are all ghost  dislike,1
216,nobody ever gave buster a hard time for being a retard on arthur but they all go on about arthurs weight issues disgusting,1
217,dinner conversation at my parents tonight is my sisters experiences in nursing school clinicals disgusting pleasestoptalking,1
219,it is beyond irritating that people dont get the concept of flushing disgusting,1
222,need a sledgehammer to get some girls make up off disgusting,1
223,between the tropicana rat story and last weeks safeway oj mystery meat i dont think ill ever drink orange juice again disgusting,1
224,have you noticed us has no problem using neonazis and jihadis to accomplish its foreign policy goals disgusting,1
225,dunno how lasses can sleep around get pregnant and not know who the dad is disgusting,1
226,can you not pop your back and shoulder pimples at swim practice disgusting,1
227,chew with your mouth closed disgusting,1
231,never ever buy a pepperoni chicken and cheese sandwich from user disgusting,1
232,n there was no water wat type of shit is this o well ill use the water in the mens room disgusting,1
233,i hate sitting right next to someone who only takes a shower one or two times a week disgusting,1
234,who wants to open a store in arizona that will refuse sales to any bigot  racist or homophobe  see how they feel  nohnumber disgusting,1
235,uganda president yoweri museveni passed an antigay bill that threaten gays with life in prison it undemines basic human rights disgusting,1
236,dude no stop disgusting ugly stop,1
237,indianapolis you look boring dislike,1
238,user god damn dibble dabble just busted a deuce and left bathroom without flush or hand wash disgusting,1
240,first aaron hernandez now darren sharpernfl doublelife disgusting,1
241,yeah i dont think ranch is suppose to be chunky disgusting,1
245,just heard my neighbor burp from across the street and two houses down disgusting,1
246,is there not a hot fudge sundae delivery service dislike,1
247,number pet peeve bad table manners disgusting,1
249,and im sure comedians actually make jokes about it in real life too disgusting,1
250,its called a tissue use one i dont feel like listening to you suck up your snot for hours disgusting awfulsounds,1
251,on long island only number cents to every dollar went to x charity the donation was made for disgusting  scamartists,1
253,murder an autistic man with a single punch gets number years in jail out in number what a joke scum disgusting rip andrewyoung nojustice,1
255,sky news im fucking sick of watching this numberyr old girl give birth and asking to give number just stop them having kids full stop  disgusting,1
257,these norcos are burning my tummy dislike,1
259,racism doesnt come naturally its a learnt behaviourso what were the parents of those tramps on the gold coast teaching them disgusting,1
260,all the rehabilitation you have done means nothing when you abuse your own animals user animalabuse seaworld disgusting,1
262,this stupid polar vortex has contributed to my dogs addiction of poopcicles  puglife disgusting gag,1
264,i cant wait till those teenage girls get what they deserve for the attack on an elderly indigenous man disgusting,1
265,ive been to the library more times this semester than i have my whole college career dislike,1
267,user user was tricked with an offer for atiffany gift then asked to download a hockey app only to free shipping dislike,1
268,alright juan pablo just tongue with every girl you take out disgusting thebachelor,1
271,i hate ranch disgusting,1
272,why did a commercial just say the world needs more airheads so they want more stupid people weve got enough of those ugh disgust,1
274,there is actually nothing i hate more in this world than broccoli disgusting,1
275,i just took a snap vid of me brushing my teeth and then i realized i was using my sisters toothbrush ugh disgusting,1
276,no i will not eat asparagus mom you cant make me disgusting,1
278,how many men have fucking ponytails in this city good god get a fucking haircut cousinfuckers disgusting,1
279,my little cousin just ate number hotdogs hes not even dead yet disgusting how,1
280,whoever came up with the idea to put bread crumbs on top of mac cheese needs to be shanked seriously disgusting,1
281,my roommates food smells like vomit disgusting,1
283,stefan spent days with fake elena he didnt even noticed it wasnt her all he noticed was her vagina se is nothing but sex disgusting,1
286,i like you you do whatever i say aaaaaaaand theres the essence of ghost i fucking hate him couplestherapy disgusting,1
289,i am so frustrated right now its incredible i have never seen a team that deserved to lose as badly as ohio state tonight disgusting,1
290,being desperate is definitely one of the most unattractive traits disgusting giveitup,1
291,thats what i get for buying budget whey myfault disgusting,1
292,ffs mapleleafs  fucking giveaways disgusting,1
293,i ate user bell today for the numberst time in several yearsit made me sick itll be another decade bnumber i do that again disgusting,1
294,if you do drugs i literally think so low of you disgusting,1
295,why would you even retweet that disgusting,1
297,i despise the halooranges commercial why would there be a commercial with a child talking to their parents like that disgusting,1
298,funna post the funniest video of lauren on ig justwaitonit  hiddenclip rare disgusting,1
300,we are all tough shit until we gotta clean up a dead cockroach disgusting,1
301,user are disgusting,1
302,that one girl that thinks its cute to fuck everyones boyfriend norespect disgusting homewrecker,1
303,i might be obsessing about the eos smooth spheres im missing why dislike,1
304,user makes me want to throwup disrespectful disgusting pathetic,1
305,i hope qld police do something right this week like arrest those two feral drunk girlss who beat an elderly indigenous man disgusting,1
306,glad you got up and personal with your coach disgusting thoughtyouwereles,1
307,usually i say excuse me before squeezing behind a customer but you just farted so you should be the one saying it disgusting yack,1
308,user just played roulette mouldy cheese and skunk spray disgusting,1
310,user  heartless customer service number a friend who parent passed away number week bnumber her vaca wouldnt reimburse her at all disgusting,1
312,user i hate it when i get low and the only thing i have in my bag is glucose tablets disgusting,1
313,people keep hitting skunks in front of my house the whole place currently smells like skunk  disgusting,1
315,still trying to stomach the documentary on abu ghraib i watched in class not your shining moment america disgusting,1
316,you are such a fake group of people and i cant even deal with it you like each other just for show unbelievable disgusting,1
318,saw this freshman today she had the biggest hickey on her neck she wasnt even trying to hide it her hair was in a pony tail disgusting,1
322,justin biebers reaching katy perrys follower count  disgusting,1
324,cats lost which means user wont be barkoving in his next video dislike,1
329,dont get vanilla protein disgusting,1
330,i honestly hate arnold palmer disgusting,1
331,so these two pathetically low ppl stole the car of that family of number who died in the house fire disgusting,1
333,sweet cthulhu this beer has a ginormous cayenne after burn ugh notbalanced dislike,1
334,you cant expect a girl to show respect to someone when she doesnt even have respect for herself disgusting,1
337,what in the world possessed me to google image search cat scratch fever disgusting,1
338,fuck the kid who hit my best friend your scuuuuuum on the bottom of my shoe disgusting,1
341,when facebook tells on you smile yeah i like that too disgusting,1
342,wow liamneeson just revealed that he never got condolence card or anything from user in canada where his wife died disgusting,1
343,coming home from uni tired and hungry and thought i would get user what did i get hard old refried food disgusting neveragain,1
344,i shoved a straw up chanices nose and then she shoved it in my mouth disgusting,1
346,thatawkwardmoment when you come out of a restaurant and your car window has been spit on mucus and all disgusting,1
351,sherlockpoop are they trying to investigate who actually left poop in the toilet and everyone is looking at it eww disgusting,1
355,i just ate an entire quart of ice cream why must i do this to myself disgusting fat failure,1
359,im only on episode number of number but  whoever did wardrobe should of been fired disgusting,1
360,seeing that honestly made me sick disgusting overyou,1
362,ugh that puts me in the worst fucking mood disgusting,1
363,user its been number weeks since ive mailed my complaint and no reply  action yet is this what you call customer care  disgusting,1
365,a girl just sat next to me on the train she smells like an ash tray  disgusting,1
366,you know a guy is really desperate when he randomly snapchats you a picture of his penis can you not disgusting juststop,1
367,my cartilage is so infected that my ear is starting to grow another ear disgusting,1
372,number hours since my last shower disgusting gross sick nasty,1
373,user the worst rental experience numberam in fl there are people w   children in line waiting number hrs for a car they reserved disgusting,1
376,how someone can write a absolutely vile tweet knowing their own son follows them is beyond me disgusting,1
377,now that i have legit quit smoking any time im around it i cant understand how i did it for so long eww disgusting,1
378,user i have never been spoken to so rudely as i was yesterday in the oxford st branch by the man by the changing rooms disgusting,1
382,stale muesli for breakfast disgusting,1
383,ill give everyone an idea dont phone in for any competitions on user if it says phone now mean it word of advise disgusting,1
384,how can you sit next to someone on public transport and cough and sneeze in there directioni dont want your cold disgusting germs rude,1
385,must of been so good you had to tell our manager before me disgusting,1
387,this weather though disgusting,1
389,just read the hat ficexcuse me whilst i go cry  be sick phan crying sick disgusting endmylife,1
390,ya i think that disgust,1
391,i know trains are bumpy but how the fuck did the lass before me wee on the seat horrible horrible girl disgusting,1
393,erm user everytime i open a story on your app a titty fuck porn gallery opens up on the internet disgusting,1
397,user just been told by ur homecare team that no one has ever needed a sat apt bnumber im still without heating and hot water disgusting,1
400,when people smell like beer in the friday early morning disgusting,1
403,gosport is apparently the numberth fattest area in england with number of our population overweight or obese disgusting getoutside obesity,1
405,ashwin is the nonumber all rounderare u kidding me disgusting,1
411,labour fucking what its okay to have sex with number year olds wtf disgusting,1
415,i dont understand how people can go days without showering disgusting showersrule,1
416,i literally cannot even comprehend how someone could live comfortably in filth scum disgusting cleanupafteryourself,1
426,still shuddering at the thought of that old woman having sex with someone only a few years older than her own grandchild disgusting,1
427,already spotted two people this week leaving the toilet without washing hands disgusting,1
428,oscars fans are all like poor him he doesnt deserve this what about reeva they seem to forget she is the actual victim disgusting,1
429,you shouldnt be allowed to have children if youre below a certain income poor people dont need cant support children disgusting,1
430,just saw a kid sneeze look at it then lick itthis is why i dont ride the bus disgusting neverridethebus,1
431,its terrible like its the original candy rain beat mixed with the im different beat  disgusting,1
432,i feel so sick now that i had to drink that and i still have more that i have to drink  ctscan disgusting,1
433,some people are so rude did your elders not ever teach you any manners disgusting,1
434,facebook is meant for two thingscute pic nd thanxdisgusting,1
435,shes too young for you bro disgusting,1
436,how bout you dont eat a donut while you teach the class smucking disgusting,1
438,this movie were watching in food makes me never want to eat meat again disgusting,1
440,men with long finger nails  why disgusting,1
441,drug defendants dad now clipping nails in courtroom disgusting etiquettechallenged,1
442,hm a cop car parked in front of my house number others cruising my neighborhood and number parked at gages school dislike creepy doorslocked,1
447,separately just put in a posting bag yesididreturn disgusting,1
448,when you over hear someone say that cigarets are delicious eww disgusting,1
449,i can here you chewingmaybe you should try eating with your mouth closed disgusting petpeeve,1
450,the fact that a whole train directly stares at a pregnant woman but dont give up a seat disgusting gladmamaraisedmebetterthanthat,1
451,user so sorry to hear about your motherinlaws condition whats more sad are the empty chairs in the hearing disgusting,1
453,why do people think spitting is acceptable disgusting,1
455,watching emergency animal rescue some swan munching romanian disgusting wrong,1
456,just been informed about what was said in our drunk phone calls user the ground needs to swallow us up now disgusting ha,1
458,i hate the smell of starbucks he mrs loves it disgusting,1
459,seven years of living in new zealand has made me soft  chicago i am freezing my balls off in you today polarvortex dislike aprilusa,1
460,i just threw up in my mouth a little  disgusting gross,1
462,can i just win the lottery so i dont have to work anymore work dislike,1
463,i just had the worst lunch i have ever had in a restaurant user tasteless disgusting complaint,1
465,fat chick walks into my class with a bag of mcdonalds as she walks in she shakes the whole room with every step  disgusting,1
466,if you have a girlfriend but pay attention and show affection to every girl but her i have no respect for you  disgusting,1
467,its almost numberam how can people drink soda this early disgusting,1
468,in floods of tears researching animal cruelty disgusting,1
469,props to the guy who just said hello to all of his coworkers as he walked out of the restroom without washing his hands ballsy disgusting,1
471,just got told that the hot face towels that get handed to you on emirates flights are reused disgusting grossedout emirates,1
472,user hey remember that time you got me a disney cookie for valentines day disgusting sogross bestpresentever roomie,1
473,lempsip is absolutely horrendous disgusting,1
476,do not sit in class and play with your tongue ring disgusting,1
477,you cant want nothing to do with him yet want to claim him on your taxes smh disgusting cantstandhim,1
478,so i didnt know your pass code expires on an iphone dislike,1
479,i just saw a portapotty called honeybucket disgusting gross worstname hauntednumberlife,1
483,ive literally thrown up number times since number am disgusting,1
485,do not pick your scabs off in the pool  disgusting,1
486,stop distributing nakedass pics on twitter its disgusting,1
487,clerk here answers the phone speaking at number mph and when callers dont understand he repeats too slowly and louder to shame them dislike,1
489,broke bitches so crusty disgusting,1
494,in denmark its legal to have sex with animals animals so what are people from denmark actually proud of their country disgusting,1
496,if cheesy rotten banana was a cheap perfume that would be exactly what my lecture hall smells like right now disgusting,1
497,user user just found out the bad guy  terrorist in nonstop movie is exmilitary your thoughts i think its disgusting,1
498,thank you to the guy smoking right outside the door of east hall the main lobby now smells of smoke disgusting,1
500,tips for fancy friday if youre wearing a dress keep your legs closed while sitting  classy disgusting,1
502,i literally have an itchy armpitand why is that soweird dislike,1
503,glad to see someone found guilty of sean noctors murder better be a decent sentence disgusting,1
505,biggest pet peeve in class when people clear their throat  hack up snot in their throat gag stop disgusting gtfo,1
506,the ratchets in wal mart please dont talk about your sex life and the uti you got bc of it disgusting threwupalittle,1
508,ohmylawd you never cease to amaze me pathetic disgusting,1
509,so number or number days before i hear from user again whilst the come up with another witty retort disgust,1
510,when i hear your name i cringe user user you know disgust sick cringypeople notcool,1
512,didnt know it was so hard to wash your hands after using the bathroom disgusting,1
513,cleaning out a vacuum is one of the worst things ever gross disgusting,1
771,i aint a crackhead like some other outchea disgusting cleanyaselfup,1
773,what is being done about the messon loomer road user user litter fly tipping and animals everywhere disgusting,1
774,a somerset youth has been charged w animal cruelty by user after a vid was posted on facebook user taken kittens disgusting,1
775,the smell of fags makes me want to physically vomit disgusting,1
776,groan work on a sat  dislike,1
779,ugh this guy on the bus stinks disgusting,1
780,grown ass men sucking on baby clips disgusting,1
781,could be doing with a night out tonight been almost number weeks hahaha disgusting,1
785,even filth like john downey realise glorifying murderers with a homecoming dance is wrong disgusting,1
788,sfpira shankill bomb  otr has letter of amnesty there is no bigger insult the government could give numberthe people of the shankilldisgusting,1
792,quick heads updo not eat pret kale crispsi repeat do not eat pret kale crisps disgusting,1
795,wanna punch tv seeing wickham in that shirt haha swfc disgusting,1
796,well thats a wrap folks bye negative suckit dontneedem disgusting,1
797,hate the smell of smoke disgusting,1
798,user r incognito entering a mental health facility is not sports news shameless disgusting embarrassing  knowwhentosaywhen,1
799,the amount of lads last night on drugs disgusting,1
801,ahh number minuten smile dislike,1
802,farmers spreading shit outside and the smell is rotten disgusting,1
805,hate seeing people rip off my nan disgusting,1
806,number swag bag theoscars disgusting,1
809,not only does troy work till number most nights now but then he gets called in on saturday dislike,1
813,stoke fans supposedly going to have a minute applause on the minute aaron ramsey broke his leg disgusting,1
817,no right to refuse new mexico photographer declined to use her artistic talents to promote same sex marriage fined number disgusting,1
819,i literally hate everything about stoke disgusting afc,1
820,it looks like number when you look at the sky but its really number degrees below that disgusting,1
823,its as if some people are physically unable to speak unless they have a mouthful of food disgusting,1
824,you know youre overqualified for your job when you witness a coworker pick their nose and eat their boogers twice in one day disgusting,1
827,damm this laddy really just ordered number worth of mcds disgusting,1
830,its not good when a group of girls target one girl on social networking sites disgusting,1
832,some girls need to realize they arent a size number and should put on more clothing  disgusting noonewantstoseethat,1
833,nikolai is nooooot the best choice for jello shots disgusting statepattys,1
835,shatter talks about bullying while using tactics of bully people calling my office on verge of suicide due to his inaction disgusting,1
836,a pigeon with a severe bowel problem just pooped on my car disgusting,1
837,user my mom got a coffee from the tim hortons at number springbank road in london with one of the rims already rolled updisgusting,1
838,aamir liaqat should just shut up now   inam ghar  disgusting,1
840,i hate when i check out a book start reading it then come across a page with a bugger in it disgusting,1
841,i actually feel like im about to pop disgusting,1
842,i despise grown ass men  women still living in their parents house rent free wont even buy a juice to put in the fridge disgusting,1
844,my dogs breath smells like those fish food flakes it is disgusting,1
846,pardew you absolute fucking prickyou deserve to be banned for the rest of the season disgusting,1
847,all i can hear is user puking in the toilet  disgusting,1
848,she really has a can of grizzly wintergreen in her back pocket disgusting,1
849,as if im reading reports about pardews antics what a nutter disgusting,1
850,user went through drive through in charleston wv and was served the worst fries ive ever seen  tasted soggy brown and old disgusting,1
851,vpoor performance awful decisions from the officials pardew should be sacked for headbutting meyler disgusting hcafc,1
853,give it up  disgusting,1
854,having mcdonalds for breakfest disgusting fuckmcds,1
856,the biggest pet peeve is being able to hear people eating  fuck its annoying ihateit sucks disgusting chew with mouth closed,1
857,numbermiles ran with user today i have never smelled this bad the ammonia stank is choking me disgusting vlmnumber getthehose,1
860,the filth that just came out of a guys mouth as i was walking down the road disgusting,1
862,after few eps of nip  tuck one would never wish any kind of body fix not to mention plastic surgeries disgusting,1
863,fair to say we were numbernd best today against a good wolves team good ground too but some appalling fans throwing coins at kids disgusting,1
866,user looking pathetic new look totally fail dislike,1
870,yogurt milk disgusting,1
871,thanks for ruining my breakfastwatching shows where people get tortured what a country we live in where thats entertainment disgusting,1
874,i have absolutely no respect for cheaters disgusting,1
876,not to bias their day by something some geezer in an office somewhere made up and got paid for it disgusting,1
877,woman in cereal aisle at kroger is flossing her teeth omg disgusting,1
878,user you used to be my favorite place to eat after todays visit i dont think i will be coming back boo disgusting neveragain,1
880,user fried coke is commonly sold at state fairs disgusting,1
882,why am i still waiting for a response from user about my claim from november traindrama customerservice disgusting,1
886,i absolutely cannot stand the smell of cigarette smoke literally almost makes me throw up disgusting,1
887,jon flanagan is the definition of butters disgusting,1
888,if i watch another sonic commercial im going to puke  disgusting,1
889,user user user he should be sacked hes a manager  leader who should always set an example disgusting,1
892,there is no worse turn off then noticing that a guy never cleans out his ears disgusting,1
894,search w  google maps phone app for specific biz type gets strangely limited results assumes choice for you shows directions dislike,1
895,need to think about the reason that robford tweeted a photo of himself in chicago hes rubbing salt into the wound topoli disgusting,1
896,i took a nap on break and woke up because a lady was eating so loud disgusting,1
898,still cant believe alan pardew headbutted another teams player disgusting,1
901,kim kardashian n word at viennaball disgusting germanracist oliverp gotohell shitstorm germannastyhumour dirty eeeehhhw,1
902,had to eat cinnamon rolls for breakfast disgusting,1
911,if youre a girl please shave your fucking face no one wants to see your mustache or goatee disgusting,1
912,when people in relationships act like theyre single disgusting havesomerespect,1
913,not sure why but i watched a video titled number year old zit being removed and i cant get the thought of it out of my mind disgusting,1
915,if ashley has any sense he will sack pardew violent players is one thing but what does it say when their leader is doing it disgusting,1
917,your language is foul disgusting getout,1
919,dad gave me scotch disgusting,1
924,user  reuniting dead polar bears with their hunters disgusting,1
925,the amount of hate some people get on here is out of order i saw one person say get cancer that is fucking disgusting disgusting sick,1
926,you should never say that to anybody disgusting somepeople,1
927,we hope all those political types that kissed the user folks backsides are proud of them now disgusting policingtroy,1
929,when i see a guy that has longer hair than i do i literally want to throw up disgusting,1
930,see thats why when i get done using the bathroom i wash my hand and den use a napkin to open da doorcant trust that shit man disgusting,1
932,just had to scrub my bathroom before i could use it disgust,1
936,craving a shamrock shakebut not the almost number calories along with it icandowithout disgusting,1
937,katherine forgot to wash her hands after going to the toilet hahaha disgusting,1
938,cant believe i witnessed a young boy trying to get his drunk mum home disgusting,1
939,anyone else see that disgusting,1
940,i fukin hate that advert proper pullin a baby out of its marshouldnt be able to show shit like that disgusting,1
941,why are loads of boys with girlfriends liking other girls tonight   disgusting,1
942,just saw commercial on some brazilian tv channel about tonights bigbrotherbrasil and im shocked disgusting awful b cantbelieve,1
943,its not hard to take a fucking shower disgusting,1
944,some people never change disgusting,1
945,and you wonder why nobody likes you disgusting,1
946,does anyone dislike the task of having to get gas as much as i do dislike gaspumping,1
947,it makes me siccccck to my stomach that you know he has a girlfriend and you still fuck around w him nasty grimmmy disgusting,1
951,user the people who spend their hard earned cash on packing that building to watch a last place team deserves better disgusting,1
953,quinoa is not for me disgusting,1
954,some little girl is sitting on the floor in the bathroom disgusting,1
955,id smack you but i dont want to get slut all over my hand disgusting putitaway,1
956,i literally hate washing dishes  disgustingughpissed,1
958,rory mcilroy just stuck a pin with a five iron from number yards out  disgusting,1
959,user can you tell me why it cost number for a bag of mms at melbourneinternationalairport whogetstheprofit disgusting,1
960,smoking at outdoor restaurants is not cool wont come back because of it disgusting youlookridiculous ohandyousmell,1
962,at what point do you weigh more than your age and think its ok number years old and number stone supersizevssuperskinny  disgusting getagrip,1
965,and prick of the day goes to alan pardew totally unprofessional and uncalled for nasty piece of work disgusting,1
966,dnt be that person inconsiderate disgusting,1
967,that talking cat thing is weird as fuck what is up with the sick minded people in this world perverts disgusting,1
968,pardew hang your head in shame disgusting,1
971,whats with girls lying about there age now days disgusting,1
972,just watched match of the day and if id have head butted someone at work id get sacked disgusting pardew pardewout,1
973,after watching user i have come to the conclusion alan pardew is a disgrace to football headbutt disgusting disgrace,1
976,charlie adams favourite hobby stampcollecting user motd user disgusting badrolemodel,1
977,how can you advertise a woman giving birth without any warning and in the manner to which it was done savethechildren advert disgusting,1
979,feeling emotional drained not looked after let down and in pain nhs shocking disgusting upset,1
980,suarez is a habitual cheat chelsea players have dived shamefully but not as consistently as him blights his quality game disgusting,1
981,starting at number tomorrow morning its sunday what even i am just not even sure how i feel about this disgusting,1
982,user why must you slam president at every turn you makefact that gop and yourself cannot say a word w  out a slam is disgusting,1
983,ive never felt so out of place in my whole life and this by my own family disgusting,1
984,had a full blown argument with a racist white drunk man on the bus disgusting racist equality,1
990,omg never smelled such stinky socks before disgusting,1
991,when the guy in the stall next to you rolls toilet paper out and it hits the ground then proceeds to use it  disgusting,1
993,witnessed a girl urinating wiping herself on clothes at gap outlet at west palm outlets store did not tell her to leave disgusting,1
994,after watching food inc and several other nutrition related films for class today  its clear we are all totally fucked food disgusting,1
996,how can airport staff be so unprofessional and treat a woman like that disgusting,1
