,clean_text,label
79,listening to cher closer to the truth album always picks me up when i feel down user thankyou for the amazing album gaymoment sad,5
83,every year at this time i get sad that im not in columbus for the user festival sadtweet nextyear,5
85,hearing st jude marathon makes me sad wish i could save them all from cancer health problems sad cancersucks stjudes,5
86,well it looks like i dont even get a day off on a snow day sadtweet,5
87,as soon as someone sees something inappropriate they jump down your throat but countless tweets that are cries for help go unnoticed sad,5
89,she is ignoring my messages and calls i think her husband came home too early sad,5
92,sucks knowing i wont have an opening day this season sadtweet missbaseball,5
94,how are people capable of being so inhumane to animals animalcops sosad stupidpeople,5
95,sum of des bitches do shyt fo attention sad,5
96,someone keeps prank calling me sad sleepy,5
97,rest in peace my amazing buddy desiltnumber rattie angel sadness,5
99,the fda will always choose politics over health  approves planb for teens on command but rejects lifesaving drugs user sad,5
100,couldve went to kaylas house  but she didnt answer my call  sadtweet,5
102,enroute to the airport sadface airport plane holiday sad gutted imnotgoing,5
103,once again stopped following user cuz of repetitive tweets about ppl who like  dislike greg beharrel getsomenewmaterial sad,5
104,user deff ordered a black tea lemonade but i dont think i got the lemonade  sadtweet,5
105,hi just finished oh dear silvea by dawn french a good read but down now sad,5
106,finally get to see my boyfriend tonight havent seen him all week sosad misshimterribley,5
108,user dreamt you texted me last night and said you were coming home for sop on my way home this morning passed your twin sad,5
109,bitch you still blind cause he still tryna fuck you over sad,5
110,i had the same number for a year sad,5
111,im thinking n keep thinking about my futuresad,5
112,help me jesus i need your help sad,5
114,absolutely gutted to be squeezed out of my studio due to rent increases is being an artist a job only for the moneyed elite  sad,5
115,why do i still miss you even though you put me through hell and back i miss how amazing you were at one point ugh alone sad lonely,5
116,no matter how many times i watch we are marshall i still cry sosad,5
118,had a dream i was going on vacay with my fam woke up realized i was laying in my bed instead of in the sand sadface sad ijustwannago,5
119,both of my bills have been passed over today why sadness ksleg,5
120,havent been in such a down mood in a long time sad stressed,5
121,the chase is highlight of my night sad,5
122,if anyone wants to come to common grounds and bring me headache medicine i will love you forever oh ill buy you a coffee desperate,5
125,starting sunday my lifes gonna blow driversed sad notimefornothin,5
126,because of this morning im trying to have a good day but it really aint working    sad,5
127,do u really think a guy who is smilingis really happy frm inside sad,5
128,i need a date to prom or a group to go with desperate,5
130,love my timetable threedayweekends unilife lastyearthough sad,5
131,the fact my truck has to go soon sadface sadtweet buzzkill,5
132,if youd like your article featured in our caring concepts enewsletter email kelsey at kelseyusercom for info grief articles,5
133,sunny im going to run rainy truestory sad,5
138,my rims are black chrome sadtweet,5
140,wait i lied being told i look like a boy and being called a cow is not the one littlekids sad,5
141,user is honest to god the most awkward person i know truth sosad texastoast,5
145,i just found out my holidays end in number days i thought i had at least number more to go sad,5
147,user tshegofatso shame classes are soo quiet o seyo sad,5
148,asked my parents again for decade  they said no i said i want  to meet my god user  my inspiration my idol  sad,5
150,people are so rude well most i wish they would be little nicer  sigh sad,5
152,i really had my heart set on waking up rich today sad,5
154,yayy for getting more medicine  sadtweet sarcastictweet,5
156,with number rebels killed in syria with the support of hezbollah it is very likely that a suicide bomb will rock parts of lebanon soon sad,5
157,user watching sidumo dlamini say theyre on top the vavi situation nearly made me laugh but its actually not funny sad,5
158,anyone looking to sell tickets for day number or number of sa vs australia please let me know desperate,5
160,on my connecting flight to alaska and i just realized i left pokemon at home  sadness,5
161,i wonder what satisfaction you actually get outa that child sad,5
162,really girl with her hair and makeup done and hoop earrings in at the gym do you really need all that sadtweet,5
164,selfie oh no you didnt pout desperate pleasedont,5
165,i havent seen user in so long sadtweet,5
166,i seriously cant wait to be at work sad,5
168,user we are devastated that jillian is there and we didnt know she is not only our role model but she is a goddess  sosad,5
169,its sad how much i loved you at one point now youre just a memory in the form of photos ad thoughts how sad sad tbt memories,5
170,last time attending in the foreseeable future sadtweet,5
172,i forgot my headphones no indarthvadersvoice sad needmusic,5
174,plans number the weekend cancelled sadface sad,5
177,sadface sad frustrating sleeplessnights,5
178,im halfway scared to watch scandal tonight wont lie i miss when the show was more focused on opa in boss mode sad,5
179,i have never gotten a score this low on a quiz sadtweet,5
182,juuuuust missing the trainsaddest thing of life sad cta ctabluelineprobs depthsofdespair,5
183,im damn curious about this egg club in daegu number cuz southtowns gonna close down number if it means meeting bb reflow there hahah desperate,5
184,my day started so well the later went all sawa as in badsad,5
185,im sad that user last day is tomorrow i may not survive this place with out her  dontleaveme sad,5
187,i just realized we are all collaborating on twitter collabtalk sad,5
188,gosh male frigate birds are such showoffs for the ladies desperate apbio,5
189,baby k is leaving for europe sosad,5
190,not a good day at all life why sad blah,5
191,i cant buy users dollar doodads because i dont have a credit card from the us sadface sad wantapizza,5
193,how did i not know user was going to be in michigan tonight until today sosad longlivethekids weirdkids,5
195,i dont know where id be without tea in my life sadtweet,5
196,user great job on mlbhotstove will you be around after it ends tomorrow sadness blondesrock,5
197,i really thought it was suppose to rain today sadtweet,5
199,you know a guy has lost hope when a pretty lady walks by and instead of looking at her continues reading the newspaper sad witness,5
200,seeing user once this week is not working out for me sosad,5
201,cannot wait for my dad t put my new washing line up at weekend sad imold,5
202,i dont feel like talking to anyonesad,5
203,got a very long list of albums i desperately want but no money to buy them with sadness,5
205,trying act as if everything  is okay is even harder for me then bnumber  sad depress  wanttocry,5
209,my eyes want to cry when my dog crying in pain lovspets cry sad petslover,5
210,had to put my poor little rabbit to sleep today number months after her beautiful sister sadface utterly heartbroken rabbits badtweet sad rip,5
213,today has been an unexpextedly horrible day i think the stress is getting to me sadface emotional sad,5
218,so i guess those cowards who killed those students will be having peace in their hearts right nowsad,5
219,wasted number months loving you sad,5
220,user should hire smart girls w big boobs not just big boobs thinking im done w this brand not the numberst time sad dobetter,5
222,you dirty sevilla and maribor fans take it amongst yourselves not on the reporters sad,5
224,bye van we had some good times together love yousad,5
226,user my order finally came in the mail today but with no valentine inside sadface sadtweet,5
227,number degrees is starting to sound warm sosad,5
230,i wanna go to schoolso baddesperate neededucation,5
232,the only thing getting me through today is knowing i get to go out tonight sadtweet turnuptweet,5
233,im shitty i dropped my flame ass apple sad,5
235,there is pizza in this building and i am not invited to eat it sad,5
236,taking my love bug for his first driving lesson i cant handle this it feels like yesterday i was taking him to elementary school sad,5
237,highlight of my day got a wireless headset for work sad,5
238,last day with one of my favorite clients sadtweet,5
239,waterloo road makes me so emotional sosad loveit gonnacry,5
240,cant wait for night in to watch enumber p sad himym brooklynninenine,5
241,if anyone found a little gay looking pinky  purple usb at the bench its mine and has my whole engineering project on it desperate,5
242,i just looked at everything that harold ramis was involved with the man was a genius way more than just the dude from ghostbusters sad,5
243,i just wanna play lego harry potter and i cant sadtweet,5
244,i miss when user would play his guitar glycerine sadtweet theolddays,5
245,for me the worst feeling is when you make your food eat your food and realize you forgot to put cheese on it sorrow ragrets,5
246,bought a bagel but i have class so i have to wait to enjoy it sad,5
551,paternitycourt this guy just broke down cause he not the father sad,5
552,monkey i gonna miss you sadface sosad,5
553,damn girl youre goin down harder than air asiana flight number sad,5
554,anyone have cable  watching scandal tonight i would love to join nocableproblems desperate,5
556,lil nap before work sadness,5
558,thon  setting ourselves apart from other universities for the better state pattys  destroying the rep we built for psu a week ago sad,5
564,last night kelvin tatum said he joined cov bees in numbers cos of ochiltrees reputation what would och say if he saw brandons future nowsad,5
565,missing your best friend is the worst thing ever sadface sad,5
567,have just realised there are only number dwj books including my brand new one that i havent yet read sad dwjmarch,5
568,my little cousin doesnt let anybody kiss him no more sadtweet,5
570,i think that i will forever use navigation to get around milwaukee lol sad,5
571,im done youve put me threw soo much shit and now this i hope your happy because you have officially lost me done broken sad,5
572,all of these people are going away on trips and im stuck at home sadtweet,5
574,it really is a shame looking at what the jlab is today and what it used to be we really used to have some fun up there lonesurvivor sosad,5
576,the worst day of my life  sad,5
580,i hate watching shows on premie babies because i was one  sosad sotiny,5
581,sometimes i do wish that i picked lsu sadtweet,5
582,user now biz can choose notnumberdo biz w   lgbt community since sbnumber is vetoed you dems let your emotions media rule sad tcot,5
583,you honestly dont know what id do for you just to give me a chance sadtweet,5
584,watching the last episode of bms makes me miss football even more sadtweet,5
585,seriously want user to come to the uk fangirl sad,5
587,number and half days left in pboro sad,5
588,i wish user went to school together sad,5
589,all these stories on the st jude radio a thon send shivers throughout my body sosad,5
590,why make up that your seeing someone desperate,5
591,taking a trip back in time to number years agoreading all those messages in my inboxreminds me why its going to be hard to say goodbye sadface sad,5
592,prayers go out to the friends and family of leah wasson  heaven gained a strong beautiful and precious angel today  sosad tooyoung,5
593,user just met a boy on tinder desperate firstkiss,5
594,please please please will someone take me to see miley desperate,5
595,if you make a left  youll see way you had us fucked up at too  we dont rock like that but you brother homeboys do sad,5
597,just told jack he has to give me kisses if he wants a treat desperate,5
598,i miss my best friend i miss her face havent seen it since thanksgiving sadface user sadtweet,5
599,user im just a fan among thousand for you and for me your my everything sad,5
602,the male has a runny nose so we cant get the puppies today sadtweet,5
603,been telling ppl for yrs im related number george clooneymy ancestors his are clooneys from abbeyleixturns out its the wrong clooneys sad,5
606,btw today is my sweet number and nothing aint sweet about sad sweetnumber,5
608,going to have a sip of your tea and realising youve already drunk all of it sad,5
609,ive actually came to realisation that people wil tell you somethng but then do the exact opposite the feeling of that is saddening sad,5
610,rock bottom has never felt so low sadtweet,5
612,someone buy me a user signature bass and ill write you a song a week user desperate,5
614,thats hilarious pathetic sad,5
615,user trying to get seinfeld involved desperate,5
616,ah number days till my best friend leaves for out westsadface port hope wont be the same without yousadface hategoodbyes sadtweet,5
617,sad but truestory,5
618,niggas b telling peepl number follow dem desperate,5
619,well my plan to make user jealous backfired hard goddamn noglory shewearsthepants sadtweet,5
620,stress will be the death of me sad help why,5
621,its thursday and i dont feel good sadtweet,5
622,that feels when you roll up the rim to lose sad,5
623,user um i cant find the button on my account that i want monthly fixes sadtweet stitchfix,5
626,our chikfila has cherry coke now bestweekever sad,5
628,some people take wanting a good followers to following ratio too far sad,5
630,mom hurry up with mine and celias shamrock shakes desperate,5
631,pretty sad when your own brother thinks youre stuck up sadtweet,5
632,so cold that my pocket thermometer broke sad,5
633,dont wish for anyone to have to go through what my family is going through right now sad heartbroken,5
636,who can help me to get a follow from user i think shell never follow me sadface sad,5
637,i wish i had someone who cared about me enough to constantly check up on me sadtweet,5
638,im about to watch the last episode of gossip girl and i feel like my life is coming to an end sosad,5
640,a couple bills but with bills to pay ill be down to less than a bill sadtweet,5
641,hamlets being philosophical again death dark gloomy suicidal,5
642,since meeting user and user this is the longest ive gone without seeing them  sadtweet,5
643,i swear girls these days have number different best friends that are their world but cant even swallow their pride to fix the real ones sad,5
644,just listened to user song if you say so about user sadface sosad crying omg misshim,5
645,is it just me or does it seem like there has been quite a few deaths recently sosad likewhy,5
646,all that money and no imagination sad,5
648,user is the user show completely sold out  sadness,5
650,people fleeing south sudan my heart breaks for you sad heartbreaking war southsudan suadan,5
652,somebodykillmenowplease terribleday wannacry frustrated webcatarsis sad,5
654,not even a game tonight   sadtweet,5
658,i want the next sherlock season pleeeeeeaaaaase desperate,5
659,user have to say the british chicken breast i have just tried to eat was one of the worst ive ever had sad,5
660,replacelovewithlunch story of my life sadtweet,5
661,yall hoes let dick control yallsad,5
662,dont lie to me unless youre absolutely sure that i will never find the truth numberamandstillawake bothered sad betrayed,5
666,can it be spring yet this has just been going on far too long cold snow sad,5
667,literally over the moon cos ive got numberg in manchester so sad,5
669,i feel bad abt my collegues camerasad,5
671,anybody have an mlbtv account i can use desperate,5
673,number those number scrubbers on the gold coast bus having a go at the old man u r disgraceful such failures number day have kids sosad pathetictrash,5
676,i have been friends with certain people for yearsand i still dont know them as much as i thought i didsad,5
677,worst is all my happy hour residents left already and have no one to share with  sadness,5
678,user got change for a number haha desperate,5
680,gutted ive had to turn down a chance to meet the dancers of matthew bournes swan lake next week sad,5
681,every time i drive past user s house i think shes home until i realize that she got a new car sadtweet,5
682,someone give me a ride home desperate,5
684,being so far away from my best friends is really starting to hurt my heart  sadtweet,5
685,that depressing moment when you get the text that the royals game has started but you cant watch it sadtweet,5
687,ninguno de los dos quiere hablar conmigo sad heartbreaken crying why ilovethem,5
688,literally you couldnt beg anymore of you tried sad begs,5
689,it is just one of those days sad,5
691,sad that there remains a high level of disrespect between artistes even as soca music prepares to skyrocket sad,5
693,can i not be criticized for once in my life criticized by family sad,5
695,got asked if i had a bruise under my eye  safe to say i need more sleep sadface sad,5
698,wow i missed my numberth tweet milestone sosad,5
701,leaving a restaurant and forgetting to bring your sweet tea with you is a sin sadness,5
702,user i texted you last night and i got no reply uh whats up with that sad,5
703,cnn showing user with ivory coast cocoa farmers tasting chocolate for the first time sad,5
705,eating a handful of ghirardelli chocolate chips its come to this sweettooth desperate,5
706,so i got back to campus at number and yes i parked on the side of the centennial circle just to get meal equiv at the ed caf desperate,5
707,so sick of having this cold stuffynose sick sad,5
710,my hands are dyed blue and it wont come off sadtweet,5
714,i actually really miss high school  sadtweet,5
717,jermain defoe hes a yido rippling through the lane  sosad,5
718,home alonecider cream eggand ps i love you bliss forgot how sad this film is though emotionalwrek manup gerardbutler sad,5
719,some people love tearing others apart sad,5
725,this week cant end soon enough i dont know what else to do stressed sad,5
726,some of yall focused on drama more den gettin a diploma sad,5
730,why cant the new season of user be available in america sadface sad towie america notfair howlongdoihavetowait,5
731,funniest rumour iv ever heard  sad,5
732,saw i had a tweet from user went to read it and couldnt find it sadtweet,5
736,current moosmile laying in my bed listening to death cab on vinyl sad,5
738,tonight my son asked what colour pen i use to write with i answeresmile keyboard sad,5
739,really want to dye my hair tonight sad,5
741,how do u protect a heart tha you know its gonna break sad,5
742,very sad that you have to try so hard with people and they could care less about you sad buttrue onlycountonyou,5
743,het rapniveau in number rats in the front room roaches in the back  junkies in the alley with a baseball bat rapniveau nu rubbish sad,5
745,id pay someone number if theyd come to eunice and tutor me in math desperate,5
746,number more weeks of this shit  i just cant sad hatelife,5
748,today is the numberth of february that means its the last day of summer sosad,5
749,im the kind of person that doesnt want to watch a great movie so i can always look up to watching it sad,5
751,i have tooth ache sad,5
752,my watch is dead long live the watch  sad,5
755,lol how your exs more concerned about you than i am aww man this is baffling  sosad,5
760,these weekly formal labs make me very sad numbereversad tearsofpain sorrow darkemotions agony angst cryingforhelp nobodyhears doomed,5
761,two winning seasons in the past number years browns sadtweet,5
762,i wont be able to watch any games today sadtweet needthatbaseball,5
763,heading home not looking forward to not hearing the familiar chirping of my little boy saying hello not sure im ready to face it sad,5
764,user you cancelled your date in montreal sadtweet,5
765,did we learn about congress in high school i just found myself googling it because i dont think ive learned it since middle schoolsad,5
766,i finished breaking bad and bms this week  sadtweet,5
768,yesterday i noticed ive one of the most expendable pieces of hardware on my room its called psnumber a console without games sad,5
769,i already miss real food  sadtweet,5
772,couples who love each other after a few weeks lolfunny getalife desperate,5
774,i need to buy a mesh book bag bc mrs nancy said i cant bring mines anymore sadface sadtweet,5
775,that part in rug rats in paris where chucky is on the plane and doesnt have a mommy sosad,5
777,work boud the only excitement that i got in my life right now lol sad,5
778,gsoc is moving like a sin curve for me apparently the project i am counting on may not be selected opensource sad,5
779,user where can uk fans watch the new season desperate,5
780,does anyone here know anything about science and tell me when it will really get warmer here science sad,5
782,am so angrysad,5
783,how emotional was the kardashians  jeeez sad kardashians,5
789,i hate how i constantly feel atm sad tired broken,5
790,only number of americans trust eachother sad,5
792,colony cat is dying of kidney failure sad,5
793,my sister thinks that my sarcasm is at a number  number but its normally only when im being literal sad,5
794,its almost number oclock in the morning but i still cant sleep sadface sad headache imsomnia,5
796,gonna miss my bed todaysad,5
797,home and away was totes emosh sadface lovebrax sosad bestprogrammeever,5
799,completely pointless tweet i just wanted number get number number sad,5
800,there are some things that i wish i just didnt know why sadness,5
801,who has number extra seats for me and ap desperate,5
804,my brother has his first solo tomorrow and i dont get to go home to see him sad,5
806,user electrifying fire works from national stadium abuja going on now this must cost a fortune user why wont i cry sad,5
807,i miss user i havent seen her all day sad,5
808,can someone dm me so i can explain the song and see if they know it please desperate,5
809,can someone puhlease dog sit for me for number days while im in vegas desperate,5
810,i fucking miss my bae user depressed sad ily,5
811,who wants to lend me a scoop of pre workout desperate helpme noenergy,5
815,cuenca injured again that am afraid looks like a fast declining career and the boy has hardly begun sad,5
816,i had more fun my freshman year of high school than i have so far in this freshman year of college sadtweet,5
818,sad to say our two days at seneca falls are coming to an end  cant wait to meet up again sometime soon endofcon sad senecafallsover,5
819,its heartbreaking traveling to other parts of the world and seeing how they live and how theyre treated sosad iwannamakeachange,5
821,to think of all the times you affected my relationship and you cant even keep your own for more than number months sad,5
822,i was gonna post a funny tweet but only starbucks baristas would get it so i couldnt tweet it sadtweet,5
823,waiting is just the hardest sad,5
824,anyone going to the county center who still has room in their car desperate please,5
825,stop arguing thfc youre playing dirty and cheating desperate,5
826,getting excited twitter keeps telling me i have a notification  and i dont sad,5
827,what is the world coming to nowadays wish things could go back to the way they were life  sad  world,5
828,omfg breaking badno lt  number cantbelieveyouredone sosad ripwalterwhite,5
830,hm trying to get my life in order by that i meant my uni life pfsh as if i have any other life lol sosad pullingmysocksup,5
831,one day with snapchat and my mom is already on my best friends list sadtweet,5
835,march numberth can just not lent nosweets sad,5
836,youre afraid of being alone so you lower your standards devalue your worth and disrespect the hands and heart who created you wow sad,5
837,i wish i could forget all the good times we had together then id be happy sadtweet memorieshurt,5
838,this boy in my homeroom tryin get wit dis girl who he know in a relationship sosad,5
839,im not gonna lie finding out darcy the flying hedgehog really bummed me out and made me miss my pin cushion sad rip pets,5
841,user ehm yeah that jump suit was just not for me sad,5
842,poured a bag of valentines m ms in my hand and literally put them right back in the bag they are only red white and pink  sad,5
843,how can i get number tickets to see user user  desperate eitherday,5
847,im on the last episode of gossip girl xoxo sadtweet,5
848,aint shit n athens but broke bitches n niggas who wana cope all the js n fight  sad,5
851,actually cant cope with home away so emotional  sosad,5
852,when ur suppose to move forward by celebrating independence  so angry ranting about our backward goverment sad,5
854,it would appear noone wants anything to do with me on twitter going by my responses and incoming tweets recently sadface sad,5
856,so excited to get my shopping delivered tomorrow morning mumlife sad,5
857,i was just falling asleep when my mom called my name sadtweet,5
858,do you play flappy bird because pipes arent the only thing im banging tonight   ineedagirl desperate,5
860,just watched as my all time favorite winter hat rolled away having been left on the bus weve seen many cold morning run together sadness,5
861,i think i have to go put my kitty down today sad,5
862,last day for service sucks sadtweet,5
866,actually i would do almost anything for manninos buffalo chicken pizza atm desperate gimme starving,5
867,i just made a smore in the microwave  desperate,5
869,is anyone up for buffs  im willing to go with randoms  desperate,5
870,i always mess things up  ugh sad boys stupid,5
871,tonight i will smoke my last ever menthol cigaretteswitching to regular goodbye menthol its been fun sad shouldprobablyjustquit butno,5
872,probably not going on the disney trip sad,5
873,missing the eu lcs games sadtweet,5
875,who wants to be my friend this weekend desperate,5
878,can some please bring me taco bell and starbucks  desperate,5
879,user they both lived in welloff communities with plenty of opportunities society has been trained to consider all ybms are bad sad,5
881,thursday is the only day i dont have clinical or class and yet its usually the busiest day of the week  for me sad homework,5
884,so sad to see user leave us today forever a legend at the lane and will be missed good luck jd  x farewelljd sad,5
885,i missed user today at schoolsadface sad,5
887,i miss user on the big reunion bigreunion sadtweet,5
888,dissected the eye today and i felt bad for the cadaver sad,5
892,i just miss the jonas brothers sadtweet,5
893,goodmorning tgif sadface smile sad,5
894,hair cutsad,5
895,my motivation this week has been soo dead need to kick my self into gear sad,5
896,my aim for about number years when i was younger was to fly in a concorde itll never happen now and that makes me sad sad,5
897,ah stupid greys anatomy why do you always have to make me cry sadface sosad loveit suchababy,5
899,feel bad moaning about cold or a lil rain people have lost there homes sad,5
901,old people not dying anymore its all young people sad,5
903,im the queen of overthinking i know this but cannot stop heartache secondguessing sad,5
904,anyone wanna tutor me in precalc for a day desperate helpme,5
905,hot guy has a girlfriend sadtweet,5
906,shut up about clothes for tomoro jesus christ sad,5
907,and did i mention ill also buy tcby for whoever brings me some desperate,5
908,planning to watch the family channel and remembering you dont have that channel anymore sadtweet,5
909,i guess this is gonna be my twitter forgot password to old one sad,5
910,trying to make a decision when u know u cant win either way  sad stress decisions headfuck fried lost,5
914,why tf is the air on in this class im cold shoo cold sad,5
915,i miss user  i wish school and baseball were done sad number,5
917,just finished the last dark chocolate covered roasted coffee bean  sad sleepisfortheweak,5
918,cant belive my sky hasnt been recording the new series of keeping up with the kardashian sosad,5
919,alright gallbladderjoke is over this pain isnt funny anymore  looks like your gonna have to go inpain sad hurting overit,5
920,lol i get ditched all the time i have no friends  sadtweet,5
921,i wish i had a relationship with some people the way they can have relationships with others lostconnections sad,5
922,user bizzle you didnt follow me on shots sadface sad paris,5
923,i want to quit my jobanybody hiring desperate,5
926,user please could you follow me and user we luv ya user user user user x desperate,5
928,holy shit that was fast desperate,5
929,ill pay someone to write my political science paper right now desperate,5
931,bri got caught up user sadtweet,5
934,want so badly to go to probloggernumber but cannot due to finances maybe a sponsor  s out there might be helpful sad upset,5
935,work was so horrible today that it drove me to buy a coke and fries from mcdonalds sad,5
936,nfl players complaining about coaches expecting discipline in practice sad,5
937,played justdance on my wii last night and i dont think you could call what i did dancing flailing sad,5
938,i spend a disturbing amount of time considering what my walkup music would be if i was a major leaguer sad,5
940,i just realized tonight may be the last night i shower in the locker room at neligh sadface sadtweet,5
943,c a little sad,5
947,inconsolblemy fish has just died aged number  rip capt marvel sad,5
948,randomly having a taylor song on your mind so you cant sleep swiftieproblems sleepless sad,5
949,days like today make me want to go back home homesick notmyday itsthelittlethings wantmymama sadtweet,5
950,user dont have any pics of you in my phone sad iwouldcrybutrealizedyourenotphotogenic justkidding,5
951,its number you know what that means  time to go to work sadtweet,5
952,wish the mountain didnt close at number sad,5
953,i want you soo bad but i cant keep doing this sad hopelessromantic,5
954,just packed my new cricket bag ready for the season prepared sad,5
957,david am so sorryi feel terrible my condolences deesad,5
958,i need to stop thinking of you sad,5
959,life may fix itself but this smushed tuna sandwich wont sadtweet,5
960,i just burned my hand in the exact same place the exact same way i did last week ladies and gents  i have a college degree sosad,5
961,yep that was intense  sadface sosad beautifulsong,5
965,i wish my american brothers and sisters could reply to their whatsapp messages sad,5
966,i think getting to number on flappy bird is my biggest life accomplishment so far sad flappybird,5
972,miss having charlie for snuggles sad,5
974,its starting to feel like shes never going to be born  sad,5
975,when letters are sent to santa the royal mail send them back to the sending address  childhoodruined sad emotiinal,5
977,cant wait to get a new phone once again all my pictures are gone sad,5
978,liz didnt reply to any of my snapchats sadtweet,5
979,last programme of the evening for me  bigbangtheory  in norwegian desperate,5
980,getting teary at junior paramedics sosad,5
981,pleassssse someone desperate,5
983,selling the jet ski tomorrow sad gottogo moneypit,5
984,my friend david lost his mumi dont know what to say to himall i know z it aint easysad,5
985,youll sleep comfortably in your bed but those innocent students lay deep in a mud sad yobemassacre,5
986,my brother mom and i have a group chat dedicated to sharing funny pictures of cody sad,5
987,just seen a poor cat get killed by a car  rip  sosad,5
990,user no cactuscontest tonight sosad,5
991,sometimes even when ur surrounded by people it can still feel like your lonely sad,5
992,my ring fell in the trash sosad,5
994,this weather sucks gloomy tired,5
996,good hours long hacky sack game with user user we got number sad goodworkout,5
997,that moment when your bf doesnt know who fred astaire issad,5
1000,this episode of game of thrones  sosad,5
1002,super from ade so delighted as fans from other clubs on my tl taking delight at us losing and wanting us to go out sad coys,5
1004,the west african black rhino is officially extinct from poachers    sosad peoplesuck,5
1006,someone talk to me sadface desperate,5
1007,the chicken burrito has gotten smaller and more expensive over the years sadtweet,5
1008,having to make do with a hot water bottle sadtweet,5
1009,if anyone finds my flash drive i will literally pay you soscrewed desperate,5
1011,user chp is recommending a murder charge for the operator of a party bus whose passenger fell out onto the number fwy and died sad,5
1012,my phone just died in mid text message sadtweet,5
1013,college made me realize what a loner i am    sadtweet,5
1016,reaaally missing basketball today sadtweet,5
1019,too many intimate relationships for me to keep up  makes me feel lonely haha sad singlelife mylife greek roman classics crazy,5
1020,sometimes i cant believe how inconsiderate people can be sad,5
1025,user ew shes gunna touch me with those hands sad,5
1026,so excited for baseball that im watching the cubs spring training game because the crew isnt on tv desperate,5
1028,just talked about the date for miss winona number with my director it feels way too soon misswinonanumber sadtweet,5
1029,as long as there is someone like you in the sky to protect me no one on the ground can wreck me missingmygrandma sadtweet,5
1031,my sister knows chavas birthday but not mine   sadtweet,5
1032,that knot feeling you have in your throat everything is falling apart sad,5
1034,i want buffalo wild wings bww desperate starving please,5
1037,demi lavoto is my idol she got through tough times idol cuts sad confused,5
1038,a dude will do number yrs in jail come home and get love another dude will do number hard yrs in college and wont come close to the same love sad,5
1040,id be devastated if my house got flooded and all my things got ruined sosad thestormsthatstolechristmas,5
1042,walking to the station in the rain not exactly the best start to the day rain sad,5
1045,sometimes i feel like giving up sadtweet,5
1048,of course when its one of the best episodes of the year  asotnumber i couldnt listen due to stupid internet connection typical sad,5
1051,im right down the street from user but my wallet is empty sadness,5
1053,hate these aspca commercials sosad,5
1056,notsurewhatisgoingonanymore whyisthishappening nothappylikeishouldbe sad,5
1057,i still havent seen the lego movie how sad  legomovie haventseen sad,5
1060,doesnt give a damn about life tbh sadtweet,5
1061,so many punk bitches  sad,5
