,storyid,sequence,text,sentword,sentword_vector,emotionlabel
15,271616db-90c2-4303-9c2b-64f4061ceb56,sentence2,he noticed a wallet lying on the ground,lying,"['angry', 'hate', 'nervous', 'scared', 'hatred']",0
16,e663b977-2af7-4b1d-bd33-352d932f851b,sentence3,wendy was having a rough day and her employees were annoying her,annoying,"['irritating', 'annoyed', 'irritated', 'angry', 'hateful']",0
17,e663b977-2af7-4b1d-bd33-352d932f851b,sentence5,wendy flew off the handle and fired him on the spot,fired,"['angry', 'anger', 'surprise', 'surprised', 'rage']",0
18,712702cc-f042-4ca5-84dc-ada756cc8959,sentence4,i was furious at the awful site,furious,"['angry', 'anger', 'annoyed', 'rage', 'fury']",0
19,dcdcab78-5432-4858-a7da-28eb2d68fb92,storytitle,the thief,thief,"['mad', 'scared', 'angry', 'afraid', 'fury']",0
20,03eacf42-696f-409a-af5f-117a831cad24,storytitle,breast cancer,cancer,"['mad', 'irritation', 'nervous', 'fear', 'grief']",0
21,03eacf42-696f-409a-af5f-117a831cad24,sentence3,she went to a follow up appointment and it was confirmed as cancer,cancer,"['mad', 'irritation', 'nervous', 'fear', 'grief']",0
22,03eacf42-696f-409a-af5f-117a831cad24,sentence5,fortunately she had no signs of cancer following her treatment,cancer,"['mad', 'irritation', 'nervous', 'fear', 'grief']",0
23,ad18e260-da97-4a0b-a4db-812cd15cdffa,sentence5,he had been in bed with the flu,flu,"['mad', 'panic', 'fear', 'worry', 'worried']",0
24,b785ea37-6a8d-467f-8305-378054b48000,sentence5,they fought for every vote they could grab,fought,"['angry', 'rage', 'hatred', 'desperate', 'anger']",0
25,5da438c5-d901-4db6-bcb0-fa564964ef25,sentence3,he was already bored when the lights were dimmed,bored,"['annoyed', 'angry', 'irritated', 'scared', 'nervous']",0
26,f14b45d1-17bc-46e7-b5e3-4edbbcb1cffa,sentence2,bill disregarded this and began mowing the lawn,disregarded,"['annoyed', 'irritated', 'loathe', 'astonished', 'irritating']",0
27,73411a5e-7365-42bd-86d9-8f062e43f751,sentence2,he was always worried about what he would look like going in there,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
28,93dc5bbe-c59d-4ff7-a056-ec3979eb851a,sentence5,he caused a big scene when sandy refused,refused,"['angry', 'involvement', 'afraid', 'eager', 'fear']",0
29,bb62e0a7-aaf2-45ca-80a1-8d27550435bc,sentence3,when it was time to leave they loaded up the car,leave,"['angry', 'afraid', 'fear', 'anger', 'worried']",0
30,77cc04a3-78d5-4850-beda-eead70e20105,sentence3,she felt like she didnt fit in,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
31,e7a76ca7-b80a-4b39-9b6f-b5e8e2a9c644,sentence4,she brought them down to our apartment for distraction,distraction,"['irritating', 'joyous', 'joyful', 'grievous', 'worry']",0
32,ea4ef18f-a227-4141-9628-760f68b0484f,storytitle,unclear hatred,hatred,"['hatred', 'hate', 'anger', 'rage', 'hateful']",0
33,ea4ef18f-a227-4141-9628-760f68b0484f,sentence5,instead of being mad i assumed that they were not mad at me,mad,"['mad', 'annoyed', 'angry', 'rage', 'irritated']",0
34,f2ce7ba6-84c3-42a8-a4df-120d960d7d04,sentence3,people thought she was crazy,crazy,"['mad', 'scared', 'rage', 'hate', 'angry']",0
35,f15c3d84-34ad-4b32-85f8-81cb3364f1c8,sentence2,as she entered she accidentally bumped into the coffee table,accidentally,"['angry', 'startled', 'grievous', 'rage', 'panic']",0
36,f15c3d84-34ad-4b32-85f8-81cb3364f1c8,sentence3,the vase on the table crashed to the ground but broke in large pieces,broke,"['angry', 'panic', 'anger', 'fear', 'nervous']",0
37,6ff3ad37-62b7-4320-b2c8-e57c7d891809,sentence1,sarah was tired of seeing spiders in her room,tired,"['angry', 'nervous', 'irritated', 'annoyed', 'anxious']",0
38,c0c04169-38b8-45f8-81d4-146b2e0b1a4a,sentence3,but the saleswoman was very rude and didnt help her at all,rude,"['angry', 'annoyed', 'hateful', 'irritating', 'disgusting']",0
39,919cddea-9aea-4c0c-89ea-b705fd911269,sentence1,vanessa didnt like winter or cold weather,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
40,a73e0d3f-dfcb-4c06-8663-db1f4fd3898d,storytitle,the bully,bully,"['hateful', 'hate', 'angry', 'scared', 'afraid']",0
41,a73e0d3f-dfcb-4c06-8663-db1f4fd3898d,sentence2,a bully was always being mean to him,bully,"['hateful', 'hate', 'angry', 'scared', 'afraid']",0
42,a73e0d3f-dfcb-4c06-8663-db1f4fd3898d,sentence3,one day arthur decided to stand up to the bully,bully,"['hateful', 'hate', 'angry', 'scared', 'afraid']",0
43,a73e0d3f-dfcb-4c06-8663-db1f4fd3898d,sentence4,when the bully pushed him he pushed back,bully,"['hateful', 'hate', 'angry', 'scared', 'afraid']",0
44,a73e0d3f-dfcb-4c06-8663-db1f4fd3898d,sentence5,the bully was surprised and decided not to pick on him,bully,"['hateful', 'hate', 'angry', 'scared', 'afraid']",0
45,54da466c-d16a-4f67-93f6-e3a039fc11e5,sentence5,it was like being in another country,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
46,b5723639-e405-4afc-bed8-76f6bdaf3c33,sentence1,annie was frustrated that her one year old wasnt walking yet,frustrated,"['angry', 'annoyed', 'irritated', 'anxious', 'worried']",0
47,b5723639-e405-4afc-bed8-76f6bdaf3c33,sentence4,she sat down in frustration when nothing worked,frustration,"['anger', 'sadness', 'disgust', 'despair', 'rage']",0
48,f21a6602-1fb8-4086-99cd-940f0fdd2df9,sentence3,the truck was parked in the driveway which was blocked off to traffic,blocked,"['angry', 'relief', 'irritated', 'anger', 'annoyed']",0
49,2af06c9d-e5ce-463d-b34a-1da2f697309e,storytitle,food poisoning,poisoning,"['irritation', 'panic', 'mad', 'involvement', 'grievous']",0
50,2af06c9d-e5ce-463d-b34a-1da2f697309e,sentence5,yet to my shock i got sick when i got home,sick,"['mad', 'angry', 'scared', 'worried', 'nervous']",0
51,53103f18-d005-47d6-8b5f-217eefed5edc,sentence3,the director did not like the cartwheel that tom did,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
52,964bda28-75b7-42cc-a8ae-ce44bd06b007,sentence5,she had to punish her son more severely to teach him the lesson,punish,"['hate', 'afraid', 'fear', 'hatred', 'angry']",0
53,5d5d3bcc-0a89-4c0c-89d2-0c08190ec5a1,sentence2,one day she noticed aphids attacking her plants,attacking,"['angry', 'hatred', 'fear', 'surprise', 'hate']",0
54,83aabaf9-fec2-4cd3-bf47-84ae0dac800d,sentence4,suddenly he blew a stop sign a careened off the road,stop,"['hate', 'angry', 'fear', 'hatred', 'panic']",0
55,d4158655-2803-4f3f-9a95-0a6585346c9d,sentence3,one day he got into a big fight with his brother matt,fight,"['hatred', 'hate', 'rage', 'angry', 'mad']",0
56,1d2b9578-3e49-41fa-8142-08d508651ba7,storytitle,sick as a dog,sick,"['mad', 'angry', 'scared', 'worried', 'nervous']",0
57,1d2b9578-3e49-41fa-8142-08d508651ba7,sentence2,while they were out marlene got violently ill,violently,"['angry', 'rage', 'anger', 'afraid', 'panic']",0
58,edc7eceb-1422-429a-a8b2-38888497f46a,sentence2,kate grabbed a shoe and went to kill it,kill,"['hate', 'hatred', 'mad', 'angry', 'rage']",0
59,c84ed0b1-42d6-4c17-a34a-c37d9a54f9ea,sentence4,she was lying about several of us and wanted us to get fired,fired,"['angry', 'anger', 'surprise', 'surprised', 'rage']",0
60,7b8f8f9c-e5cf-432b-bacf-0fcb4f136ce1,sentence1,tom was tired of his small dog yapping around him,tired,"['angry', 'nervous', 'irritated', 'annoyed', 'anxious']",0
61,5c7f6694-92fa-47c8-973f-ed8396cd8348,sentence5,rosie had to go to rehab for drunk driving,drunk,"['angry', 'mad', 'rage', 'nervous', 'annoyed']",0
62,9bd57f92-a403-4865-b15c-f16bec3bbd6a,sentence2,mike walked into their shared office and looked at her  exasperated,exasperated,"['annoyed', 'irritated', 'angry', 'anxious', 'irritating']",0
63,0b88204a-d26f-48e0-9699-7ab13d93dafb,sentence4,linda said it would get easier when the baby got older,easier,"['hate', 'eager', 'worry', 'happy', 'wary']",0
64,2f539293-24f6-4b62-8e03-b8cd0e355bd6,sentence2,she likes to wear only orange crocs,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
65,6b9f0ecd-0eb5-48a8-a1a4-81233b92074a,sentence3,when night fell he made a fire and waited,fire,"['angry', 'rage', 'panic', 'fury', 'relief']",0
66,00396aa0-ffc4-4889-9911-07b6a811b9b7,sentence4,the teacher told him to stop doing this act,stop,"['hate', 'angry', 'fear', 'hatred', 'panic']",0
67,00396aa0-ffc4-4889-9911-07b6a811b9b7,sentence5,cam refused and claimed that this was his normal voice,refused,"['angry', 'involvement', 'afraid', 'eager', 'fear']",0
68,b4804403-3eb5-4a09-b5d7-19a01f7f00af,sentence3,his father became ill of cancer and passed away,cancer,"['mad', 'irritation', 'nervous', 'fear', 'grief']",0
69,e3609ec0-6419-423f-bf03-adafefcec2b9,sentence1,bob was feeling very tired everyday,tired,"['angry', 'nervous', 'irritated', 'annoyed', 'anxious']",0
70,ddd88f64-8754-40bd-9f9a-fc65bcdd938f,sentence3,he knew he was going to have to go into battle,battle,"['angry', 'rage', 'desperate', 'fear', 'surprise']",0
71,e09b0b1c-83a2-42f9-8d12-7e12c79e9eff,sentence1,sammy was tired of working but she soldiered on,tired,"['angry', 'nervous', 'irritated', 'annoyed', 'anxious']",0
72,e09b0b1c-83a2-42f9-8d12-7e12c79e9eff,sentence2,finally it was time to leave the office for the day,leave,"['angry', 'afraid', 'fear', 'anger', 'worried']",0
73,c250c567-4e2f-45be-82b6-954317bdbcb2,sentence4,he got fired for his mistake,fired,"['angry', 'anger', 'surprise', 'surprised', 'rage']",0
74,2c4d87ad-94ae-4089-a056-0141c9b3dcba,sentence4,he tried to fight the new boy but lost,fight,"['hatred', 'hate', 'rage', 'angry', 'mad']",0
75,d18ff6e2-2798-4f69-8499-8598696fcb7d,sentence2,jill accidentally spilled juice on her dress right before she left,accidentally,"['angry', 'startled', 'grievous', 'rage', 'panic']",0
76,7afe7c7a-2971-4608-a0e1-c0b3bd35c530,sentence5,mary broke her leg when she fell,broke,"['angry', 'panic', 'anger', 'fear', 'nervous']",0
77,7ed1958e-9e24-47b9-8efb-302216cc7987,sentence3,i was in tears the whole time,tear,"['angry', 'panic', 'irritation', 'anger', 'nervous']",0
78,4565b614-b3df-4bb1-b1cb-62487a042560,sentence3,i always refused,refused,"['angry', 'involvement', 'afraid', 'eager', 'fear']",0
79,e22ef22f-a11a-4894-9814-ed5c3f1ddc0f,sentence4,on the water she felt extremely sea sick,sick,"['mad', 'angry', 'scared', 'worried', 'nervous']",0
80,92f3246b-4e34-4db7-8098-de058db73486,sentence2,he got stuck in a long line of cars,stuck,"['angry', 'happy', 'worried', 'afraid', 'scared']",0
81,d2080bf4-e005-48fc-83f7-4fc6f841e955,sentence3,he ignored it and went faster,ignored,"['angry', 'anger', 'fear', 'worried', 'surprised']",0
82,ff3bbe53-3654-4e02-a751-2d74fee50920,sentence4,john accidentally knocked over his plate,accidentally,"['angry', 'startled', 'grievous', 'rage', 'panic']",0
83,683ccc4c-4c91-4ee5-a98c-dff1bd9f5794,sentence1,the jenkins family were worried sick,sick,"['mad', 'angry', 'scared', 'worried', 'nervous']",0
84,863f9908-bdf7-4560-8f47-a29e7a6fe6e0,sentence4,the king and his people rose above the evil forces,evil,"['hatred', 'disgusting', 'fear', 'hateful', 'mad']",0
85,dfd0b9bd-34e8-4357-b948-f8561f1617c2,sentence2,joe was quiet and looked tough,tough,"['angry', 'wary', 'afraid', 'hate', 'desperate']",0
86,dfd0b9bd-34e8-4357-b948-f8561f1617c2,sentence4,he also did not like to record incoming deliveries,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
87,dfd0b9bd-34e8-4357-b948-f8561f1617c2,sentence5,after receiving a lot of complaints the management fired joe,fired,"['angry', 'anger', 'surprise', 'surprised', 'rage']",0
88,95b47eeb-e9a7-4645-8885-6d22fd71db85,sentence5,silvia made her speech and looked like a fool without knowing why,fool,"['mad', 'happiness', 'surprise', 'disgusting', 'afraid']",0
89,d0de6b46-373c-4102-b7ab-32aca58e8a06,sentence3,on the third day she was so bored that she just walked out,bored,"['annoyed', 'angry', 'irritated', 'scared', 'nervous']",0
90,77da2350-cd80-4bce-b099-68b55381b070,sentence3,her dad told him if he didnt find a job he would have to leave,leave,"['angry', 'afraid', 'fear', 'anger', 'worried']",0
91,84fb5f96-4c87-45bf-ac0c-f917be4642be,sentence3,she was afraid she would get sick from the ride,sick,"['mad', 'angry', 'scared', 'worried', 'nervous']",0
92,db68cc4a-e90d-4b85-9f4d-ef9d1b7063a6,sentence3,scoops was an ice cream shop in a building shaped like a cone,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
93,4f79e389-49c2-4ace-ad9f-fa4580792124,sentence5,she ran away screaming,screaming,"['angry', 'panic', 'rage', 'scared', 'joy']",0
94,0577ee4e-6292-43a9-843a-a3eecd15c66a,sentence2,kayla wanted to find a way to stop the lunch thief,thief,"['mad', 'scared', 'angry', 'afraid', 'fury']",0
95,0577ee4e-6292-43a9-843a-a3eecd15c66a,sentence4,the man that stole her lunch had to go home sick,sick,"['mad', 'angry', 'scared', 'worried', 'nervous']",0
96,c7116f14-916a-4c87-8652-fcb26f1fc410,sentence2,when the door opened and they saw the rain they stopped dead,dead,"['angry', 'mad', 'rage', 'grieving', 'grief']",0
97,b382c26f-21cc-4395-9ec0-0b922502cf41,sentence3,when they got home their parents were mad,mad,"['mad', 'annoyed', 'angry', 'rage', 'irritated']",0
98,19d57f03-cb6f-428d-aefc-930c4cb595c4,storytitle,the leak,leak,"['anger', 'irritation', 'panic', 'worry', 'fear']",0
99,19d57f03-cb6f-428d-aefc-930c4cb595c4,sentence4,he didnt know what to do so he ignored it,ignored,"['angry', 'anger', 'fear', 'worried', 'surprised']",0
100,2b0d4017-5a6e-4c86-8fba-fb16bb55106a,sentence5,maria told him theyre like chinese dumplings but a little different,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
101,1f3ba82a-7604-4d63-a8d9-b173f847fc75,sentence5,soon they could all make pasta just like mario,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
102,1e25d802-72e1-4fc0-a8ac-2a83e223b2aa,sentence2,yesterday mark was dumped by his girlfriend,dumped,"['angry', 'anger', 'fear', 'rage', 'disgust']",0
103,bb19c24c-a1e6-46a5-a158-216686208876,sentence1,matt thought he was smarter than any of the other students,smarter,"['mad', 'hate', 'annoyed', 'irritating', 'nervous']",0
104,bb19c24c-a1e6-46a5-a158-216686208876,sentence5,matt dropped the class rather than admit to failure,failure,"['anger', 'sad', 'desperate', 'fear', 'despair']",0
105,f778e5a2-448e-4e98-9169-a42d4207a790,sentence3,he ignored it and kept driving,ignored,"['angry', 'anger', 'fear', 'worried', 'surprised']",0
106,3d30407b-bd10-4455-a557-85a32e92549a,sentence4,soon hoards of shoppers appeared on the block,block,"['angry', 'relief', 'fear', 'hate', 'interest']",0
107,a05d9447-fc28-4749-9ca4-950dd93b1f67,sentence4,they broke up after  years together,broke,"['angry', 'panic', 'anger', 'fear', 'nervous']",0
108,78171fa9-c1a2-412d-a803-782fd522f770,sentence3,i had never worked at a place like this before,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
109,d4f30c32-0abf-4c78-aa62-b4ede5a2b3ce,sentence3,one day she accidentally bought cookies with raisins,accidentally,"['angry', 'startled', 'grievous', 'rage', 'panic']",0
110,43b71676-724a-4084-bcb1-31e2acffcda9,sentence5,he then told her she really needed to stop chewing on her pens,stop,"['hate', 'angry', 'fear', 'hatred', 'panic']",0
111,d46fa838-c8f6-4e97-9007-395d865a119f,sentence2,when she said that she didnt have the same feelings i was mad,mad,"['mad', 'annoyed', 'angry', 'rage', 'irritated']",0
112,535daadb-cb44-4b64-a28e-d3c714dd222b,storytitle,allergic reaction,allergic,"['irritation', 'nervous', 'irritating', 'panic', 'anxious']",0
113,535daadb-cb44-4b64-a28e-d3c714dd222b,sentence5,she was having an allergic reaction to the bee sting,allergic,"['irritation', 'nervous', 'irritating', 'panic', 'anxious']",0
114,74ee14ad-ccc7-49d3-bae9-d510953b1a5e,sentence2,ive been getting a bit annoyed with it lately as it is boring now,annoyed,"['annoyed', 'irritated', 'angry', 'hateit', 'irritating']",0
115,bc6316a2-88b7-47d7-ac7d-6578d06bf4ac,storytitle,the nerd,nerd,"['mad', 'rage', 'cheerful', 'weepy', 'loathsome']",0
116,bc6316a2-88b7-47d7-ac7d-6578d06bf4ac,sentence4,the nerd reported the bullies to the principal,nerd,"['mad', 'rage', 'cheerful', 'weepy', 'loathsome']",0
117,2fe2a54e-02d4-4814-965f-4dd09f6fb070,sentence3,the mans wife found out and left threatening voice mails,threatening,"['angry', 'fear', 'worried', 'afraid', 'anxious']",0
118,2fe2a54e-02d4-4814-965f-4dd09f6fb070,sentence4,ann filed a complaint in court,complaint,"['angry', 'involvement', 'hate', 'irritation', 'anger']",0
119,2fe2a54e-02d4-4814-965f-4dd09f6fb070,sentence5,the case was dismissed after the wife promised to stop threatening,threatening,"['angry', 'fear', 'worried', 'afraid', 'anxious']",0
120,d312abf8-c413-4a74-8e1f-249e78b79b0d,sentence3,he worked day and night to be just like his idol,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
121,ac91c5ca-2298-4785-b9fe-40fc2ab5c42a,sentence5,his mother screamed and fainted when she saw him,screamed,"['angry', 'disgust', 'amazement', 'grief', 'panic']",0
122,697e4946-fbe6-406b-ba42-7ef29f5d78c7,sentence2,arden was getting extremely bored and he longed for her attention,bored,"['annoyed', 'angry', 'irritated', 'scared', 'nervous']",0
123,784d4329-8ec6-40ce-af37-2c09ab429eb5,sentence5,jessie didnt like her bosss early present of a pink slip,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
124,30e9d5d5-f302-493b-bd83-1ebeb45bf1f2,sentence4,her parents were furious and demanded she get her grades up,furious,"['angry', 'anger', 'annoyed', 'rage', 'fury']",0
125,bda87a0e-5c51-4bc2-9378-eabbd8373be0,sentence3,my head was throbbing and i needed to leave,leave,"['angry', 'afraid', 'fear', 'anger', 'worried']",0
126,a7605295-295a-4f36-83a1-c84703861115,storytitle,book lover,lover,"['rage', 'mad', 'grief', 'sorrow', 'sad']",0
127,f2dc946c-4933-40ca-ab5d-f927faf446fc,sentence3,the bride got really mad and stormed off,mad,"['mad', 'annoyed', 'angry', 'rage', 'irritated']",0
128,1cb44274-5b18-49b1-bfca-4a43312157c4,sentence3,i was very annoyed with him because i had to wake up at,annoyed,"['annoyed', 'irritated', 'angry', 'hateit', 'irritating']",0
129,9ef2977f-fc16-4711-9b14-99c99e25cc06,sentence2,amy was annoyed because she would rather go to the mall,annoyed,"['annoyed', 'irritated', 'angry', 'hateit', 'irritating']",0
130,b67fd97a-04d7-4654-956a-66ddb8c1a378,sentence2,trisha was careless and spilled some soda,careless,"['annoyed', 'irritating', 'irritated', 'grievous', 'hateful']",0
131,6c96a437-6054-42f5-8e20-a97612614491,sentence2,rob decided he wanted to ask katie to the prom,rob,"['madden', 'desperate', 'angry', 'surprise', 'relief']",0
132,6c96a437-6054-42f5-8e20-a97612614491,sentence3,rob spent thirty minutes rehearsing his speech for katie,rob,"['madden', 'desperate', 'angry', 'surprise', 'relief']",0
133,6c96a437-6054-42f5-8e20-a97612614491,sentence4,rob finally approached katie his heart in his throat,rob,"['madden', 'desperate', 'angry', 'surprise', 'relief']",0
134,6c96a437-6054-42f5-8e20-a97612614491,sentence5,rob asked her and katie said yes,rob,"['madden', 'desperate', 'angry', 'surprise', 'relief']",0
135,b1328153-9ae6-43d6-a6c6-8e0651bcfd18,storytitle,harsh foul,harsh,"['angry', 'anger', 'gloomy', 'fear', 'hateful']",0
136,b1328153-9ae6-43d6-a6c6-8e0651bcfd18,sentence1,ian became angry throughout the basketball team,angry,"['angry', 'annoyed', 'irritated', 'anger', 'rage']",0
137,b1328153-9ae6-43d6-a6c6-8e0651bcfd18,sentence5,since he injured the person the coach removed him from the game,injured,"['angry', 'panic', 'desperate', 'grieving', 'sad']",0
138,d5c74a47-911d-4fad-a7b3-8be9df4737e6,sentence3,the atmosphere was like a carnival,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
139,7401c7b1-8c47-40b0-8562-edfd6a2f8d95,sentence4,he complained to his mother,complained,"['angry', 'annoyed', 'worried', 'irritated', 'anger']",0
140,4766cfb2-6aee-4317-89a3-bc50a4b57b12,sentence1,i dont really like most juices,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
141,4766cfb2-6aee-4317-89a3-bc50a4b57b12,sentence4,like usual i told my husband he could have all of it,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
142,4766cfb2-6aee-4317-89a3-bc50a4b57b12,sentence5,but it turns out i really like that one and there is not much left,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
143,d1fa0b53-e531-4122-84d3-3664e831c2e6,sentence1,bekah was tired of her job at the coffee shop,tired,"['angry', 'nervous', 'irritated', 'annoyed', 'anxious']",0
144,74cd9d93-3ea4-414a-ab5f-022c6d1b041c,sentence4,ian screamed as the car careened off the road before hitting a tree,screamed,"['angry', 'disgust', 'amazement', 'grief', 'panic']",0
145,c85b7a11-2c29-4efc-9907-4b243409f20a,sentence4,he wiped away the tears from his face,tear,"['angry', 'panic', 'irritation', 'anger', 'nervous']",0
146,980857b3-d7b0-4220-9d06-7f9ada83e61a,sentence1,my nieces  year old son harry has anger issues,anger,"['anger', 'rage', 'hatred', 'angry', 'fury']",0
147,980857b3-d7b0-4220-9d06-7f9ada83e61a,sentence3,he hates his glasses,hate,"['hate', 'hatred', 'rage', 'hateful', 'angry']",0
148,dac47726-b396-432e-8115-ac1647fb9a64,sentence4,while she was distracted justin moved some pieces closer,distracted,"['annoyed', 'irritated', 'angry', 'scared', 'anxious']",0
149,256b4311-938c-4ccb-b629-8a472a9bd461,sentence2,the gun sounded and she took off,gun,"['hate', 'rage', 'angry', 'hatred', 'fear']",0
150,9d391839-e6de-4508-8fc5-25b20eb8453e,sentence5,he clicks yes and nothing his batteries were dead just like his soul,dead,"['angry', 'mad', 'rage', 'grieving', 'grief']",0
151,3fc51fd9-87cd-4340-9483-c7e5c4099183,sentence4,she put her foot down to kick and the kickstand stabbed her,stabbed,"['angry', 'rage', 'startled', 'horrified', 'irritated']",0
152,703995cc-8680-4455-b768-67616447115a,sentence1,every day when aaron gets home from work he is very tired,tired,"['angry', 'nervous', 'irritated', 'annoyed', 'anxious']",0
153,703995cc-8680-4455-b768-67616447115a,sentence3,a new family moved in next door and the young boy was bored,bored,"['annoyed', 'angry', 'irritated', 'scared', 'nervous']",0
154,703995cc-8680-4455-b768-67616447115a,sentence4,aaron asked the boy if hed like to play with the dog in the evening,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
155,e8c0003e-3e64-4cd7-b6ea-92f33c71d071,sentence1,one day linda was driving down the road tired from work,tired,"['angry', 'nervous', 'irritated', 'annoyed', 'anxious']",0
156,8df94687-c0f7-4550-8d67-fe839f092bf5,sentence2,it is a  page novel,novel,"['mad', 'curious', 'joy', 'fear', 'happiness']",0
157,e39f00f7-9711-49ea-a733-3a7a6bf16ab3,sentence1,susie broke her ankle and went to the orthopedic doctor,broke,"['angry', 'panic', 'anger', 'fear', 'nervous']",0
158,c1fe829e-2114-4e81-add4-34a456a5041a,sentence5,after a few months stan became homesick for small town life,homesick,"['annoyed', 'anxious', 'irritated', 'weepy', 'joyful']",0
159,e13c8b20-52eb-48d5-a0e5-a8da8351d03d,sentence2,we decided to stop and visit graceland,stop,"['hate', 'angry', 'fear', 'hatred', 'panic']",0
160,3310b39e-d5ba-4996-a5bf-428500abec14,sentence4,when she got her last promotion she felt like she earned it,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
161,df093180-cb8f-4ff8-ab08-d2af69c4a915,storytitle,a mad wife,mad,"['mad', 'annoyed', 'angry', 'rage', 'irritated']",0
162,df093180-cb8f-4ff8-ab08-d2af69c4a915,sentence4,she was so mad that she could not hold back her tears,mad,"['mad', 'annoyed', 'angry', 'rage', 'irritated']",0
163,3e51c50f-02c5-4955-a03f-a4ee9e61be65,sentence5,though she was jetlagged shell never forget beyonces performance,forget,"['hate', 'afraid', 'sad', 'worry', 'happy']",0
164,4539e732-4b11-439e-a706-287352df38bc,sentence5,annie had accidentally used salt instead of sugar,accidentally,"['angry', 'startled', 'grievous', 'rage', 'panic']",0
165,e63d5b31-d606-471b-8ba8-163bb396528d,sentence4,he accidentally feel and knocked her over,accidentally,"['angry', 'startled', 'grievous', 'rage', 'panic']",0
166,f30acc60-995d-41fe-8e7b-318a51c588b0,sentence4,as soon as i got out i became furious,furious,"['angry', 'anger', 'annoyed', 'rage', 'fury']",0
167,f30acc60-995d-41fe-8e7b-318a51c588b0,sentence5,however no one confessed to eating my food so i was confused,confused,"['angry', 'annoyed', 'nervous', 'scared', 'irritated']",0
168,bf96a329-c5d4-47f5-8bc8-f5cd6704bb1c,sentence1,marcy didnt like how long her hair was so she decided to get it cut,like,"['hate', 'fear', 'worry', 'mad', 'afraid']",0
