,storyid,sequence,text,sentword,sentword_vector,emotionlabel
24,848cde0b-0557-4af5-bbaf-b136e708b7be,sentence5,he enabled the electricity and the pump drained the flooded basement,drained,"['nervous', 'desperate', 'anxious', 'scared', 'irritated']",3
25,01d2f446-0c2a-4fb1-a2f8-2d982a8f08aa,sentence1,oscar decided that he no longer wanted to be out of shape,no,"['fear', 'interest', 'surprise', 'worry', 'relief']",3
26,ad18e260-da97-4a0b-a4db-812cd15cdffa,sentence3,everyone was worried about him,worried,"['worried', 'anxious', 'scared', 'nervous', 'fear']",3
27,65428fe2-ec71-4406-8b88-91bfba6e07fe,sentence5,he woke up to many presents under the tree and no santa in sight,no,"['fear', 'interest', 'surprise', 'worry', 'relief']",3
28,5da438c5-d901-4db6-bcb0-fa564964ef25,sentence1,johnnie got dragged to the ballet because his sister wanted to go,dragged,"['scared', 'angry', 'fear', 'worried', 'afraid']",3
29,5da438c5-d901-4db6-bcb0-fa564964ef25,sentence2,he was dreading how boring it would be,dreading,"['scared', 'anxious', 'horrified', 'worrying', 'alarmed']",3
30,860db75c-57a5-4d92-bae2-485c87a0bddc,sentence2,however he was scared that it would be very difficult,scared,"['scared', 'anxious', 'afraid', 'nervous', 'worried']",3
31,f14b45d1-17bc-46e7-b5e3-4edbbcb1cffa,sentence1,bills wife carly warned him that it would rain today,warned,"['fear', 'worried', 'worry', 'wary', 'worrying']",3
32,7b486585-7f5c-4d4d-9c95-fdc82261f2f9,sentence3,he was convinced that they would be worth a lot of money,convinced,"['worried', 'surprised', 'afraid', 'fear', 'interested']",3
33,7b486585-7f5c-4d4d-9c95-fdc82261f2f9,sentence4,he kept them for almost twenty years before realizing he was wrong,wrong,"['afraid', 'hate', 'worry', 'sad', 'surprised']",3
34,536abc51-26eb-42e6-a0a9-582cde4889ad,sentence2,she was very worried that her life would be ruined,ruined,"['dreadful', 'scared', 'sad', 'fear', 'desperate']",3
35,5774366d-de08-4f6a-a65c-0fc55bd1649e,storytitle,terrible test,terrible,"['dreadful', 'sad', 'disgusting', 'grief', 'sadness']",3
36,5774366d-de08-4f6a-a65c-0fc55bd1649e,sentence2,he was confident he would pass,confident,"['anxious', 'nervous', 'worried', 'happy', 'surprised']",3
37,e78d1d3f-c5b8-4cfb-af59-7fd769dbbba4,sentence2,charlie had some trouble controlling the brush,trouble,"['fear', 'worry', 'nervous', 'worrying', 'worried']",3
38,70949993-aed2-49df-a20f-2ce0a31d7b5f,sentence1,eliza needed a new dress for a party,party,"['fear', 'anger', 'happy', 'surprise', 'interest']",3
39,8dfd434d-a675-4931-896c-d06ab8c9db5f,sentence3,karen decides that she needs to relax and have some time off,relax,"['nervous', 'worry', 'anxious', 'happy', 'eager']",3
40,fd8a78fa-69e3-4430-a24a-b8dd50d29455,sentence1,i was going to a halloween party,party,"['fear', 'anger', 'happy', 'surprise', 'interest']",3
41,fd8a78fa-69e3-4430-a24a-b8dd50d29455,sentence4,i put my costume on and went to the party,party,"['fear', 'anger', 'happy', 'surprise', 'interest']",3
42,067c25e2-c35d-484a-a7d6-8efd86915a96,sentence3,that day jean discovered her phone had no dial tone,no,"['fear', 'interest', 'surprise', 'worry', 'relief']",3
43,067c25e2-c35d-484a-a7d6-8efd86915a96,sentence4,she frantically searched and finally saw her room phone off the hook,frantically,"['anxious', 'desperate', 'grieving', 'panic', 'eager']",3
44,ea4ef18f-a227-4141-9628-760f68b0484f,sentence3,on the other hand i sneezed and got no response,hand,"['fear', 'relief', 'afraid', 'eager', 'anger']",3
45,a401dae3-2777-4bbc-b1b2-8c2e28f49679,sentence2,he relaxed in the hot tub every night,relaxed,"['nervous', 'cheerful', 'happy', 'relieved', 'anxious']",3
46,d784f6e9-d27f-4932-99ef-e6e5fb1b7b7e,sentence3,he even said there was no way to fix the problem they were facing,problem,"['worry', 'fear', 'worrying', 'worried', 'nervous']",3
47,f15c3d84-34ad-4b32-85f8-81cb3364f1c8,storytitle,the broken vase,broken,"['fear', 'nervous', 'afraid', 'relief', 'worried']",3
48,f15c3d84-34ad-4b32-85f8-81cb3364f1c8,sentence1,kelly ran into the living room frantically,frantically,"['anxious', 'desperate', 'grieving', 'panic', 'eager']",3
49,522e694b-65a0-48cb-a685-f50ae70b0e41,sentence5,she thought shed get in trouble so she ran away,trouble,"['fear', 'worry', 'nervous', 'worrying', 'worried']",3
50,066fe6a3-b6d4-44c6-88d9-775d0eee173c,storytitle,a helping hand,hand,"['fear', 'relief', 'afraid', 'eager', 'anger']",3
51,5a274d1c-1d1b-4112-85f9-9d5f209887e6,storytitle,bill has trouble,trouble,"['fear', 'worry', 'nervous', 'worrying', 'worried']",3
52,5a274d1c-1d1b-4112-85f9-9d5f209887e6,sentence3,he pulls over to see whats wrong,wrong,"['afraid', 'hate', 'worry', 'sad', 'surprised']",3
53,d79ea148-a420-433f-92d1-bae0ff28e3d5,sentence2,one day her garden had been destroyed by a groundhog,destroyed,"['fear', 'angry', 'panic', 'afraid', 'hatred']",3
54,a73e0d3f-dfcb-4c06-8663-db1f4fd3898d,sentence1,arthur did not want to go to school,want,"['afraid', 'fear', 'worry', 'hate', 'happy']",3
55,b5723639-e405-4afc-bed8-76f6bdaf3c33,sentence5,she realized her baby would walk when she was ready,ready,"['anxious', 'afraid', 'relief', 'eager', 'nervous']",3
56,f21a6602-1fb8-4086-99cd-940f0fdd2df9,sentence1,our apartment building hosted an ice cream party in june,party,"['fear', 'anger', 'happy', 'surprise', 'interest']",3
57,719bbf7c-8ded-4666-8033-244a1eecb42c,storytitle,i should have cheated,cheated,"['scared', 'angry', 'annoyed', 'afraid', 'astonished']",3
58,b9ffb130-506c-466c-a031-22f5d65c621f,sentence5,she helped them escape,escape,"['fear', 'desperate', 'panic', 'afraid', 'scared']",3
59,2af06c9d-e5ce-463d-b34a-1da2f697309e,sentence4,at first i thought it tasted okay,okay,"['scared', 'nervous', 'sad', 'afraid', 'happy']",3
60,1ff123a5-8d0d-42fd-a13d-d94e8d92aa05,sentence3,the next day dean entered the church and was shocked,shocked,"['horrified', 'surprised', 'amazed', 'astonished', 'sad']",3
61,b63e3143-3c3f-45d5-9302-a244af55ae56,sentence5,she was forced to walk home in the rain,forced,"['fear', 'desperate', 'angry', 'afraid', 'panic']",3
62,87773197-dbf0-4217-8638-93adb2373d90,sentence2,she was horrified,horrified,"['horrified', 'scared', 'anxious', 'nervous', 'amazed']",3
63,83aabaf9-fec2-4cd3-bf47-84ae0dac800d,sentence5,he realized that using his phone while driving can mean real danger,danger,"['fear', 'panic', 'worried', 'afraid', 'scared']",3
64,8a53ac7d-2960-44b9-acb5-78c46df73dec,sentence3,they were scared at first,scared,"['scared', 'anxious', 'afraid', 'nervous', 'worried']",3
65,1d2b9578-3e49-41fa-8142-08d508651ba7,sentence3,a kind motorist stopped and offered to help,kind,"['fear', 'hate', 'afraid', 'mad', 'anger']",3
66,c59d7178-dd8f-4a21-989e-4450f4b66c01,sentence3,hed never performed on stage before and was very nervous,nervous,"['nervous', 'anxious', 'scared', 'worried', 'panic']",3
67,d3aaba21-0352-41f9-9015-14cd8f697a75,sentence4,jills daughter forgot to tell her she was having a party,party,"['fear', 'anger', 'happy', 'surprise', 'interest']",3
68,d3aaba21-0352-41f9-9015-14cd8f697a75,sentence5,so jill didnt show up for her own birthday party,party,"['fear', 'anger', 'happy', 'surprise', 'interest']",3
69,edc7eceb-1422-429a-a8b2-38888497f46a,sentence5,luckily it was on low and she wasnt hurt at all,hurt,"['worried', 'worry', 'fear', 'afraid', 'scared']",3
70,aeff87a2-c8db-4ba7-90c2-a158bb0772f1,sentence5,there was just no hiding tuna from jazz,no,"['fear', 'interest', 'surprise', 'worry', 'relief']",3
71,c84ed0b1-42d6-4c17-a34a-c37d9a54f9ea,sentence1,genie made everyone at work feel uncomfortable today,uncomfortable,"['anxious', 'nervous', 'afraid', 'scared', 'curious']",3
72,c84ed0b1-42d6-4c17-a34a-c37d9a54f9ea,sentence5,now we are all nervous and waiting to see what happens,nervous,"['nervous', 'anxious', 'scared', 'worried', 'panic']",3
73,5533d91a-e537-4450-95f4-415252b74063,sentence4,she felt very confident,confident,"['anxious', 'nervous', 'worried', 'happy', 'surprised']",3
74,18f4b926-e170-4b38-9959-deda62e5dac3,sentence4,sam has broken off a piece of his tooth,broken,"['fear', 'nervous', 'afraid', 'relief', 'worried']",3
75,0855fa60-b79f-4c39-94c7-4f3240a0ec99,storytitle,weather problems,problem,"['worry', 'fear', 'worrying', 'worried', 'nervous']",3
76,3edfab83-d9e4-4d8f-ae1b-d90e0d4ba3a0,sentence1,martin was ready for his biggest trick yet,ready,"['anxious', 'afraid', 'relief', 'eager', 'nervous']",3
77,3edfab83-d9e4-4d8f-ae1b-d90e0d4ba3a0,sentence2,he set up the ramp making sure to line it up right,sure,"['worry', 'afraid', 'happy', 'worried', 'fear']",3
78,9bd57f92-a403-4865-b15c-f16bec3bbd6a,sentence1,bea yelled out that the computer was broken again,broken,"['fear', 'nervous', 'afraid', 'relief', 'worried']",3
79,00396aa0-ffc4-4889-9911-07b6a811b9b7,sentence1,cam wanted to shake up his daily routine,shake,"['panic', 'fear', 'afraid', 'eager', 'scared']",3
80,124387bc-9be0-43f3-9a51-23ffd90d8a44,sentence1,bonnie was not ready for the history test tomorrow,ready,"['anxious', 'afraid', 'relief', 'eager', 'nervous']",3
81,124387bc-9be0-43f3-9a51-23ffd90d8a44,sentence5,she spent the whole day studying so shed be ready for the test,ready,"['anxious', 'afraid', 'relief', 'eager', 'nervous']",3
82,d61b69c7-7eca-4099-ade2-1a7e5a014a13,sentence5,she was horrified and ended up firing her,horrified,"['horrified', 'scared', 'anxious', 'nervous', 'amazed']",3
83,8c0f4d61-5315-40fd-a482-706967e5ded0,sentence4,it was so close that it scared us but they told me not to run,scared,"['scared', 'anxious', 'afraid', 'nervous', 'worried']",3
84,ba3c0010-d0f8-4db7-9741-1b6a2d01426a,sentence2,as a result she was terrified of pools and never went in them,terrified,"['scared', 'horrified', 'anxious', 'afraid', 'nervous']",3
85,ba3c0010-d0f8-4db7-9741-1b6a2d01426a,sentence4,she wanted to swim with him but was so scared,scared,"['scared', 'anxious', 'afraid', 'nervous', 'worried']",3
86,ba3c0010-d0f8-4db7-9741-1b6a2d01426a,sentence5,she told him her fears and he held her hand as they swam together,hand,"['fear', 'relief', 'afraid', 'eager', 'anger']",3
87,ddd88f64-8754-40bd-9f9a-fc65bcdd938f,sentence1,the king had a problem on his hands,problem,"['worry', 'fear', 'worrying', 'worried', 'nervous']",3
88,ddd88f64-8754-40bd-9f9a-fc65bcdd938f,sentence2,their was war going on in his village,war,"['fear', 'relief', 'hatred', 'involvement', 'worried']",3
89,e09b0b1c-83a2-42f9-8d12-7e12c79e9eff,sentence4,then a party surprised her when she opened her front door,party,"['fear', 'anger', 'happy', 'surprise', 'interest']",3
90,c250c567-4e2f-45be-82b6-954317bdbcb2,sentence1,bill worked in a prison,prison,"['fear', 'involvement', 'relief', 'afraid', 'hatred']",3
91,c250c567-4e2f-45be-82b6-954317bdbcb2,sentence2,his job was to maintain prison walls,prison,"['fear', 'involvement', 'relief', 'afraid', 'hatred']",3
92,c250c567-4e2f-45be-82b6-954317bdbcb2,sentence5,bill decided that the work was no longer for him anyway,no,"['fear', 'interest', 'surprise', 'worry', 'relief']",3
93,757fe7a2-5e9b-4102-a3bc-cb5caaf6fa2f,sentence1,john and his girlfriend of two years had broken up,broken,"['fear', 'nervous', 'afraid', 'relief', 'worried']",3
94,3ba47be7-c5eb-4aad-9cac-48786c59ae90,sentence5,she still had feelings for him and was all alone with him,alone,"['afraid', 'fear', 'scared', 'desperate', 'sad']",3
95,140d1ee0-9123-48b5-bb8c-7f1ae3956227,storytitle,theos fear of heights,fear,"['fear', 'panic', 'scared', 'afraid', 'anxious']",3
96,140d1ee0-9123-48b5-bb8c-7f1ae3956227,sentence1,theo was a very nervous child with a longtime fear of heights,fear,"['fear', 'panic', 'scared', 'afraid', 'anxious']",3
97,ddbee83f-4ad3-49fa-bf77-2e29be7061ff,sentence3,shane decided to start altering the accounts at work and hiding money,hiding,"['afraid', 'fear', 'scared', 'worried', 'hatred']",3
98,ddbee83f-4ad3-49fa-bf77-2e29be7061ff,sentence4,shane took the money he hid from work,hid,"['scared', 'afraid', 'horrified', 'fear', 'anxious']",3
99,c826396f-5e5f-4b84-80ab-7e1a39d0b098,sentence3,brownie walked into a wall hurting his nose,hurting,"['worried', 'worry', 'fear', 'scared', 'worrying']",3
100,c826396f-5e5f-4b84-80ab-7e1a39d0b098,sentence5,brownie still ate healthy every day even with a broken nose,broken,"['fear', 'nervous', 'afraid', 'relief', 'worried']",3
101,7ed1958e-9e24-47b9-8efb-302216cc7987,sentence1,i fell one day and hurt my leg seriously,hurt,"['worried', 'worry', 'fear', 'afraid', 'scared']",3
102,7ed1958e-9e24-47b9-8efb-302216cc7987,sentence4,the doctor took a look and said it was broken,broken,"['fear', 'nervous', 'afraid', 'relief', 'worried']",3
103,55bc4fed-032f-408d-a675-549ceb74a83e,sentence2,when he woke up this morning his coffee maker was broken,broken,"['fear', 'nervous', 'afraid', 'relief', 'worried']",3
104,1835d1d2-606e-418d-909f-a4d41e332883,sentence1,diane has always been scared to drive since she was little,scared,"['scared', 'anxious', 'afraid', 'nervous', 'worried']",3
105,1835d1d2-606e-418d-909f-a4d41e332883,sentence3,diane started taking driving classes to overcome her fear,fear,"['fear', 'panic', 'scared', 'afraid', 'anxious']",3
106,1835d1d2-606e-418d-909f-a4d41e332883,sentence4,she was nervous at first but stuck with the classes,nervous,"['nervous', 'anxious', 'scared', 'worried', 'panic']",3
107,fb69713b-df63-489c-a079-cc62d30ae08e,sentence4,she brought the cake to an office party,party,"['fear', 'anger', 'happy', 'surprise', 'interest']",3
108,323cee87-3756-4d79-8c5c-a594907f93c3,storytitle,charlies broken leg,broken,"['fear', 'nervous', 'afraid', 'relief', 'worried']",3
109,323cee87-3756-4d79-8c5c-a594907f93c3,sentence5,he looked very guilty leading me to believe he caused the damage,damage,"['fear', 'grievous', 'relief', 'panic', 'irritation']",3
110,b4389343-bda3-4cb5-9db0-0de5b48368f8,storytitle,no more rules,no,"['fear', 'interest', 'surprise', 'worry', 'relief']",3
111,273d8d8b-655a-4f76-8d7b-3fb0487a4860,sentence1,sarah is having a birthday party this month,party,"['fear', 'anger', 'happy', 'surprise', 'interest']",3
112,9c24120f-9925-41d4-bfe6-d2efcdd6edb7,sentence1,on july th we went to joe cs birthday party,party,"['fear', 'anger', 'happy', 'surprise', 'interest']",3
113,9c24120f-9925-41d4-bfe6-d2efcdd6edb7,sentence5,despite his age joe stayed at the party well past midnight,party,"['fear', 'anger', 'happy', 'surprise', 'interest']",3
114,b6e6a8d9-de6a-416f-b82f-76c66a425a4a,sentence1,allie was nervous for the first day of school,nervous,"['nervous', 'anxious', 'scared', 'worried', 'panic']",3
115,952b1424-5b44-4c25-86a5-60099caea56f,sentence1,jenny was nervous about her dance recital,nervous,"['nervous', 'anxious', 'scared', 'worried', 'panic']",3
116,fd1f5d12-e643-4d40-a8fd-4324620f3744,sentence2,after graduation he realized he had no idea what he wanted to do,no,"['fear', 'interest', 'surprise', 'worry', 'relief']",3
117,ba1b4b2e-0f35-4ec3-9bb9-69a8166ca32b,sentence4,he set his alarm for two hours later and fell asleep,alarm,"['panic', 'anger', 'fear', 'alarmed', 'worry']",3
118,fc7c6f6e-2c9c-4e6c-914e-4c53a8807efb,sentence3,barry was anxious but prepared for his audition for hamlet,anxious,"['anxious', 'nervous', 'scared', 'worried', 'fear']",3
119,fc7c6f6e-2c9c-4e6c-914e-4c53a8807efb,sentence4,after the audition barry waited anxiously to hear from the judges,anxiously,"['anxious', 'nervous', 'grieving', 'horrified', 'wary']",3
120,267d0613-96be-405a-8d1a-a71745ee4e12,sentence3,sure enough cora resisted,sure,"['worry', 'afraid', 'happy', 'worried', 'fear']",3
121,d4d5d036-f620-4849-8276-c893b4aad1f6,storytitle,the ghost,ghost,"['scared', 'fear', 'afraid', 'mad', 'sad']",3
122,d4d5d036-f620-4849-8276-c893b4aad1f6,sentence5,he ran away to tell his wife hed seen a ghost,ghost,"['scared', 'fear', 'afraid', 'mad', 'sad']",3
123,4eed7e1a-0251-4716-9e34-672531cb65ad,storytitle,the botox party,party,"['fear', 'anger', 'happy', 'surprise', 'interest']",3
124,4eed7e1a-0251-4716-9e34-672531cb65ad,sentence1,glenda was invited to a spa party,party,"['fear', 'anger', 'happy', 'surprise', 'interest']",3
125,4eed7e1a-0251-4716-9e34-672531cb65ad,sentence3,she felt uncomfortable and left,uncomfortable,"['anxious', 'nervous', 'afraid', 'scared', 'curious']",3
126,4eed7e1a-0251-4716-9e34-672531cb65ad,sentence4,the next week she saw all the party attendees,party,"['fear', 'anger', 'happy', 'surprise', 'interest']",3
127,27fa5074-bb1f-4d07-afd4-8c20cd998338,sentence4,the children  to  had been left alone,alone,"['afraid', 'fear', 'scared', 'desperate', 'sad']",3
128,e19867fe-9b77-4a56-934a-9fd00d4c802e,sentence2,she went through many dating sites to no avail,no,"['fear', 'interest', 'surprise', 'worry', 'relief']",3
129,20c8d4a2-0783-4033-b898-26b870c766b9,sentence4,he thought his worries were over then,worry,"['worry', 'fear', 'worried', 'scared', 'worrying']",3
130,683ccc4c-4c91-4ee5-a98c-dff1bd9f5794,sentence3,they had all but lost hope at ever finding him again,hope,"['fear', 'worry', 'anxious', 'enthusiasm', 'interest']",3
131,c6cb2537-d223-4490-a026-1d3ccc7548f2,sentence2,she did not know what kind of pet she wanted,kind,"['fear', 'hate', 'afraid', 'mad', 'anger']",3
132,863f9908-bdf7-4560-8f47-a29e7a6fe6e0,sentence1,there was a war in the kingdom,war,"['fear', 'relief', 'hatred', 'involvement', 'worried']",3
133,863f9908-bdf7-4560-8f47-a29e7a6fe6e0,sentence3,the king sent many troops into the war,war,"['fear', 'relief', 'hatred', 'involvement', 'worried']",3
134,12f0c082-759e-40fb-be9b-efbe53d20507,sentence3,molly wanted a raise but was anxious about asking for one,anxious,"['anxious', 'nervous', 'scared', 'worried', 'fear']",3
135,2d076b7f-b8fe-4e7b-a8bf-a316904a5741,sentence2,one thing that i have omitted is making the sure the bottle is closed,sure,"['worry', 'afraid', 'happy', 'worried', 'fear']",3
136,77da2350-cd80-4bce-b099-68b55381b070,sentence5,with no place to live he had to move back to california,no,"['fear', 'interest', 'surprise', 'worry', 'relief']",3
137,ead4612f-9b82-477e-8fc5-ad8366dbd195,sentence5,james went to the store and bought his wife a diamond necklace,diamond,"['worry', 'happy', 'joy', 'interested', 'fear']",3
138,84fb5f96-4c87-45bf-ac0c-f917be4642be,sentence2,beth was nervous to ride the big roller coaster,nervous,"['nervous', 'anxious', 'scared', 'worried', 'panic']",3
139,84fb5f96-4c87-45bf-ac0c-f917be4642be,sentence4,beth faced her fears and rode the coaster,fear,"['fear', 'panic', 'scared', 'afraid', 'anxious']",3
140,bed972a5-6881-40f4-91ac-f6d81abfb677,sentence2,however she was worried it would be hard,worried,"['worried', 'anxious', 'scared', 'nervous', 'fear']",3
141,b6d9c826-2ea5-4e3b-ae85-817455158256,storytitle,terrified,terrified,"['scared', 'horrified', 'anxious', 'afraid', 'nervous']",3
142,b6d9c826-2ea5-4e3b-ae85-817455158256,sentence3,tim had a fear of lightning,fear,"['fear', 'panic', 'scared', 'afraid', 'anxious']",3
143,b6d9c826-2ea5-4e3b-ae85-817455158256,sentence4,every time the sky flashed he hid under his bed,hid,"['scared', 'afraid', 'horrified', 'fear', 'anxious']",3
144,052865f0-5e90-4384-a33c-75e4c08bd4c1,sentence3,she bought a goal dress and worked hard to lose weight,lose,"['worry', 'afraid', 'fear', 'nervous', 'worried']",3
145,c342f835-f9d1-42da-b1ed-8c54ae01d9c1,storytitle,freshman fears,fear,"['fear', 'panic', 'scared', 'afraid', 'anxious']",3
146,d08ac68b-5be7-4ac3-a1e1-93a8d9ed5b39,sentence3,ross was scared to get to vietnam because he was terrified to fly,terrified,"['scared', 'horrified', 'anxious', 'afraid', 'nervous']",3
147,d08ac68b-5be7-4ac3-a1e1-93a8d9ed5b39,sentence4,ross attended therapy for  months before he felt ready to fly,ready,"['anxious', 'afraid', 'relief', 'eager', 'nervous']",3
148,d08ac68b-5be7-4ac3-a1e1-93a8d9ed5b39,sentence5,ross made it through the entire flight with no anxiety,no,"['fear', 'interest', 'surprise', 'worry', 'relief']",3
149,faef4175-2f32-458e-89b1-817bafb6ce4d,sentence5,she paid the cashier and left the store with the computer in hand,hand,"['fear', 'relief', 'afraid', 'eager', 'anger']",3
150,1e25d802-72e1-4fc0-a8ac-2a83e223b2aa,storytitle,broken hearted,broken,"['fear', 'nervous', 'afraid', 'relief', 'worried']",3
151,1e25d802-72e1-4fc0-a8ac-2a83e223b2aa,sentence1,mark did not want to go to work today,want,"['afraid', 'fear', 'worry', 'hate', 'happy']",3
152,bb19c24c-a1e6-46a5-a158-216686208876,sentence4,after two nights he realized he had no idea what he was doing,no,"['fear', 'interest', 'surprise', 'worry', 'relief']",3
153,cc00f41e-5af4-4462-aad1-8b3b2ce5b019,sentence4,we had no reservations and had to sit at the bar,no,"['fear', 'interest', 'surprise', 'worry', 'relief']",3
154,78171fa9-c1a2-412d-a803-782fd522f770,sentence2,the first day was very scary,scary,"['scared', 'nervous', 'worrying', 'afraid', 'dreadful']",3
155,c3e394c0-fd58-4f57-9467-d9173867252c,sentence4,she pulled over to see what was wrong,wrong,"['afraid', 'hate', 'worry', 'sad', 'surprised']",3
156,d46fa838-c8f6-4e97-9007-395d865a119f,sentence5,i isolated her from the crowd and apologized to her,isolated,"['fear', 'angry', 'desperate', 'nervous', 'sad']",3
157,bb8f69c9-64d8-431f-8395-1c4d451396d6,storytitle,trouble,trouble,"['fear', 'worry', 'nervous', 'worrying', 'worried']",3
158,bc6316a2-88b7-47d7-ac7d-6578d06bf4ac,sentence2,the nerd always made sure to arrive to his classes on time,sure,"['worry', 'afraid', 'happy', 'worried', 'fear']",3
159,ac91c5ca-2298-4785-b9fe-40fc2ab5c42a,sentence2,he found a terrifying mask,terrifying,"['dreadful', 'scared', 'horrified', 'disgusting', 'fear']",3
160,3ae1ada1-0229-4139-8c71-9ad71af8c856,sentence1,david lost both of his legs in the war and was in a wheelchair,war,"['fear', 'relief', 'hatred', 'involvement', 'worried']",3
161,3ae1ada1-0229-4139-8c71-9ad71af8c856,sentence3,he was feeling very sorry for himself and was depressed,depressed,"['nervous', 'anxious', 'worried', 'sad', 'gloomy']",3
162,3ae1ada1-0229-4139-8c71-9ad71af8c856,sentence4,he began working at the va hospital and met people worse off than him,worse,"['fear', 'worried', 'worry', 'afraid', 'worrying']",3
163,a8135c80-ec20-4cc9-883a-2c7170a6f734,sentence2,the flies were outside and she paid them no mind,no,"['fear', 'interest', 'surprise', 'worry', 'relief']",3
164,50c01bfa-5f0f-418d-94e8-cd279749c704,sentence2,nervously she palmed the scalpel,nervously,"['anxious', 'nervous', 'scared', 'amazement', 'startled']",3
165,50c01bfa-5f0f-418d-94e8-cd279749c704,sentence4,the surgeon breathed out and audible sigh calming herself,calming,"['nervous', 'anxious', 'anger', 'irritation', 'worrying']",3
166,50c01bfa-5f0f-418d-94e8-cd279749c704,sentence5,she began to operate all nervousness fading away,nervousness,"['nervous', 'panic', 'fear', 'anger', 'irritation']",3
167,234c402b-a087-40d0-b39e-79374fe1a755,sentence5,by the time i got to the bottom i was ready to go again,ready,"['anxious', 'afraid', 'relief', 'eager', 'nervous']",3
168,ed288a2e-f34d-43e8-a678-3ac93ac50bcd,sentence1,the model worked very hard to get ready for the fashion show,ready,"['anxious', 'afraid', 'relief', 'eager', 'nervous']",3
169,3f60c212-4f10-48e7-b72b-14e967b97164,sentence2,she was quite nervous to move there,nervous,"['nervous', 'anxious', 'scared', 'worried', 'panic']",3
