,storyid,sequence,text,sentword,sentword_vector,emotionlabel
66,c6cb2537-d223-4490-a026-1d3ccc7548f2,sentence3,her parents surprised her and bought her a puppy,surprised,"['surprised', 'amazed', 'surprise', 'astonished', 'startled']",7
67,863f9908-bdf7-4560-8f47-a29e7a6fe6e0,storytitle,the king wins,win,"['surprise', 'happy', 'surprised', 'interest', 'joy']",7
68,863f9908-bdf7-4560-8f47-a29e7a6fe6e0,sentence5,the king and his army was victorious in their defense,defense,"['surprise', 'involvement', 'relief', 'worry', 'fear']",7
69,12f0c082-759e-40fb-be9b-efbe53d20507,sentence2,she worked hard and was well respected,respected,"['surprised', 'enthusiastic', 'interested', 'amazed', 'astonished']",7
70,95b47eeb-e9a7-4645-8885-6d22fd71db85,sentence4,despite his own dislike for the speech he complimented silvia,complimented,"['amazed', 'cheerful', 'enthusiastic', 'surprised', 'annoyed']",7
71,f6e0ad8c-ab0f-488d-902e-24f1c066396d,sentence4,they flipped a coin and the wife won,won,"['surprise', 'happy', 'interest', 'joy', 'enthusiastic']",7
72,f99f2c57-c5d5-4953-9107-d84826740e02,sentence3,the ball was  feet from the cup and he needed the putt to win,win,"['surprise', 'happy', 'surprised', 'interest', 'joy']",7
73,faef4175-2f32-458e-89b1-817bafb6ce4d,sentence2,as she walked in the door the clerk on staff greeted her,greeted,"['surprised', 'surprise', 'enthusiastic', 'amazed', 'startled']",7
74,3290e3a7-237b-4382-944f-890367b38015,sentence4,he was overjoyed to learn that his first mission would be to the moon,overjoyed,"['amazed', 'astonished', 'surprised', 'horrified', 'startled']",7
75,d7d176c7-53f1-4f15-a1af-abdd445a7780,sentence5,barry was so disappointed that he missed out on the vacation package,disappointed,"['surprised', 'amazed', 'sad', 'worried', 'angry']",7
76,94b378eb-c811-46a4-94b3-35ea03a0c050,sentence2,his mother decided he had deserved a prize,prize,"['surprise', 'happiness', 'happy', 'interest', 'joy']",7
77,d4f30c32-0abf-4c78-aa62-b4ede5a2b3ce,sentence2,her favorite cookies were chocolate chip,favorite,"['surprise', 'happy', 'curious', 'surprised', 'interested']",7
78,43b71676-724a-4084-bcb1-31e2acffcda9,sentence1,ana liked to chew on the cap of her pen,liked,"['surprised', 'happy', 'dislike', 'amazed', 'afraid']",7
79,43b71676-724a-4084-bcb1-31e2acffcda9,sentence2,when she went to the dentist he made a surprised exclamation,surprised,"['surprised', 'amazed', 'surprise', 'astonished', 'startled']",7
80,43b71676-724a-4084-bcb1-31e2acffcda9,sentence3,he found blue plastic coating the tops of her teeth,top,"['surprise', 'surprised', 'worry', 'relief', 'happy']",7
81,8c3eb62c-7652-4791-ae80-44346239c5a2,sentence3,they played checkers where jen won,won,"['surprise', 'happy', 'interest', 'joy', 'enthusiastic']",7
82,98e77ce3-0b2b-4406-85a1-61c0d7b71c9f,sentence2,she was very nervous that she would make a mistake,mistake,"['surprise', 'grievous', 'surprised', 'worry', 'dreadful']",7
83,d0d7131b-c593-4f20-b99c-55f33ec7c04a,sentence5,callie was so disappointed,disappointed,"['surprised', 'amazed', 'sad', 'worried', 'angry']",7
84,d5bbfaaf-a556-4af6-b8e4-4e0305b96535,sentence5,they missed their whole vacation because of it,missed,"['surprise', 'sad', 'surprised', 'desperate', 'nervous']",7
85,8522dedd-3e0a-4c0d-8111-eb087f69c207,sentence5,john won one hundred dollars for making the shot,won,"['surprise', 'happy', 'interest', 'joy', 'enthusiastic']",7
86,2969d44b-968a-42c2-8fe1-d19eec1ce202,sentence4,when i got there my host family greeted me with open arms,greeted,"['surprised', 'surprise', 'enthusiastic', 'amazed', 'startled']",7
87,55117d4b-9540-48a2-8949-c12856b51232,storytitle,greg wins the game,win,"['surprise', 'happy', 'surprised', 'interest', 'joy']",7
88,db2ea7ec-cf7e-4fe3-8b5a-4d5eb31df93a,sentence2,melanie adored cats and asked when they could adopt one,adored,"['amazed', 'astonished', 'loathe', 'dislike', 'sadden']",7
89,bda87a0e-5c51-4bc2-9378-eabbd8373be0,sentence5,thankfully when i took it i was cured,thankfully,"['amazed', 'cheerful', 'dreadful', 'happy', 'scared']",7
90,cffbb4cc-0069-45e8-82c1-08da46bff329,sentence5,anita won the coin toss and her husband got mcdonalds,won,"['surprise', 'happy', 'interest', 'joy', 'enthusiastic']",7
91,8f777dd0-9923-4c9b-8098-e7f4c82bae5e,sentence4,my friend won two games and i was very disappointed,won,"['surprise', 'happy', 'interest', 'joy', 'enthusiastic']",7
92,8f777dd0-9923-4c9b-8098-e7f4c82bae5e,sentence5,luckily my friend made a peach pie and offered it as consolation,luckily,"['amazed', 'scared', 'nervous', 'happy', 'surprised']",7
93,7849fe8f-f8cc-4efe-880c-aa83de4b37e4,sentence1,the grahams are one of my favorite families,favorite,"['surprise', 'happy', 'curious', 'surprised', 'interested']",7
94,0e25dd69-ecb9-41c0-a0ec-4d078030b546,sentence5,however to barrys surprise the fish was a very small baby fish,surprise,"['surprise', 'surprised', 'amazed', 'startled', 'astonished']",7
95,2ecd6944-275d-4fce-935f-649dcab11ce3,sentence4,her date was stunned when he saw her,stunned,"['surprised', 'amazed', 'horrified', 'startled', 'surprise']",7
96,33b17f7b-27f3-4d16-b89c-e3fad193ddfc,storytitle,jim wins,win,"['surprise', 'happy', 'surprised', 'interest', 'joy']",7
97,33b17f7b-27f3-4d16-b89c-e3fad193ddfc,sentence3,he decided he needed to take on a challenge,challenge,"['surprise', 'fear', 'desperate', 'surprised', 'worry']",7
98,33b17f7b-27f3-4d16-b89c-e3fad193ddfc,sentence5,the day of the race comes and jim wins it all,win,"['surprise', 'happy', 'surprised', 'interest', 'joy']",7
99,f309672e-e932-42ca-bfb8-6d20524e5678,sentence5,at the end of the season darnell won mvp for his team,won,"['surprise', 'happy', 'interest', 'joy', 'enthusiastic']",7
100,a5c5dbff-546e-49ad-88cc-90d5aa05f2e0,sentence1,i had a favorite stuffed animal when i was younger,favorite,"['surprise', 'happy', 'curious', 'surprised', 'interested']",7
101,66192243-642f-4663-9e13-2037b152efa3,sentence4,she decided her favorite genre of books was mystery,favorite,"['surprise', 'happy', 'curious', 'surprised', 'interested']",7
102,ec6b160a-811e-4190-83c6-fec903116eab,sentence4,it was her favorite item in her closet,favorite,"['surprise', 'happy', 'curious', 'surprised', 'interested']",7
103,d56ade28-8462-4493-ba22-79c41793ef9a,storytitle,gregs winning bet,winning,"['surprise', 'happy', 'surprised', 'interest', 'joy']",7
104,d56ade28-8462-4493-ba22-79c41793ef9a,sentence3,he was desperate for a winner,winner,"['surprise', 'surprised', 'happy', 'joy', 'interest']",7
105,1bdeade8-ab2e-4d37-b576-121de78ea27b,sentence5,when the tournament day arrived they bowled well and won th place,won,"['surprise', 'happy', 'interest', 'joy', 'enthusiastic']",7
106,aa86412f-612c-4a9c-86a3-7e2f33f0d86a,sentence5,joe played his guitar for cindy and she was really impressed,impressed,"['amazed', 'surprised', 'surprise', 'enthusiastic', 'astonished']",7
107,525c4c47-1688-4161-8200-5147e35240e1,sentence5,susie laughed as mud oozed down jamies chin,laughed,"['amazement', 'amazed', 'startled', 'surprised', 'astonishment']",7
108,0a12ea99-6393-4228-bec0-591a3e74939e,sentence1,jamie thought she was amazing at art,amazing,"['amazed', 'happy', 'surprised', 'joy', 'surprise']",7
109,3232536f-3dc5-4214-8734-33153cc1bca3,storytitle,a championship swim,championship,"['surprise', 'rage', 'fury', 'mad', 'happy']",7
110,3232536f-3dc5-4214-8734-33153cc1bca3,sentence5,inspired by his teammates faith in him david won his race,won,"['surprise', 'happy', 'interest', 'joy', 'enthusiastic']",7
111,74cd9d93-3ea4-414a-ab5f-022c6d1b041c,sentence5,ian was grateful to be alive even if his car was damaged,grateful,"['amazed', 'happy', 'enthusiastic', 'surprised', 'astonished']",7
112,a787c9a9-4115-4f99-a833-1f1d800ebad0,sentence5,he got home three hours late from that mistake,mistake,"['surprise', 'grievous', 'surprised', 'worry', 'dreadful']",7
113,969f64f5-5e92-4dd9-8d74-2bd415307c35,sentence4,the teacher greeted her at the classroom door,greeted,"['surprised', 'surprise', 'enthusiastic', 'amazed', 'startled']",7
114,dac47726-b396-432e-8115-ac1647fb9a64,sentence5,abby did not notice that justin cheated to win the game,win,"['surprise', 'happy', 'surprised', 'interest', 'joy']",7
115,256b4311-938c-4ccb-b629-8a472a9bd461,sentence5,she crossed the finish line in first place and got a gold medal,medal,"['surprise', 'happy', 'joy', 'surprised', 'happiness']",7
116,035c3c0c-a3c8-452c-b1c4-958a84bbb317,storytitle,dinner mistake,mistake,"['surprise', 'grievous', 'surprised', 'worry', 'dreadful']",7
117,35591cd4-263c-4396-9e85-17dc9b916603,sentence2,the newspaper claimed a prize for anyone who could solve the riddle,prize,"['surprise', 'happiness', 'happy', 'interest', 'joy']",7
118,35591cd4-263c-4396-9e85-17dc9b916603,sentence5,his prize ended up being a cheap plastic ring,prize,"['surprise', 'happiness', 'happy', 'interest', 'joy']",7
119,31414dae-e5c3-49c5-b704-c68f1ff50adc,sentence5,she just smiled and pretended shed made it all,smiled,"['amazement', 'cheerful', 'startled', 'surprised', 'joy']",7
120,0c2a2160-a771-4c90-85c1-576a5f93fa83,sentence3,the magician came out and began to perform his tricks,trick,"['surprise', 'disgusting', 'surprised', 'happy', 'joy']",7
121,ac34cf01-1bd6-444d-83bf-06535fb69dc9,sentence2,she met a few people and liked to chat with them,liked,"['surprised', 'happy', 'dislike', 'amazed', 'afraid']",7
122,e39f00f7-9711-49ea-a733-3a7a6bf16ab3,sentence3,susie chose pink to compliment her outfit,compliment,"['surprise', 'amazed', 'surprised', 'astonishment', 'happiness']",7
123,c1fe829e-2114-4e81-add4-34a456a5041a,sentence4,stan was thrilled to leave his small town and start his big city job,thrilled,"['amazed', 'surprised', 'astonished', 'happy', 'enthusiastic']",7
124,a61244a4-ee81-48db-b3cc-27378cafb39d,sentence5,jimmy hates blueberries so he laughed at his error,laughed,"['amazement', 'amazed', 'startled', 'surprised', 'astonishment']",7
125,8a64299f-b1a8-41f1-a564-a2f1cfdbba07,sentence2,barry accepted the invitation and grab his skates,accepted,"['surprised', 'surprise', 'happy', 'involvement', 'interested']",7
126,dca034dd-b31f-40ec-a20c-12a97c1833e4,sentence3,one day he finds a flier for a talent show in his town,talent,"['surprise', 'enthusiasm', 'amazed', 'surprised', 'interested']",7
127,dca034dd-b31f-40ec-a20c-12a97c1833e4,sentence4,he decides to participate in the talent show with an original song,talent,"['surprise', 'enthusiasm', 'amazed', 'surprised', 'interested']",7
128,dca034dd-b31f-40ec-a20c-12a97c1833e4,sentence5,dean wins after his stellar performance and gets a standing ovation,win,"['surprise', 'happy', 'surprised', 'interest', 'joy']",7
129,d33c0f3d-ba71-4961-bd6a-195370aef7c0,sentence1,my nieces daughter was accepted into the university of alabama,accepted,"['surprised', 'surprise', 'happy', 'involvement', 'interested']",7
130,d33c0f3d-ba71-4961-bd6a-195370aef7c0,sentence2,she was thrilled to go and wanted to accept,thrilled,"['amazed', 'surprised', 'astonished', 'happy', 'enthusiastic']",7
131,cf6cd355-81a8-4997-9ba7-af997fecf595,sentence1,the little girl fell from the top of the slide,top,"['surprise', 'surprised', 'worry', 'relief', 'happy']",7
132,e63d5b31-d606-471b-8ba8-163bb396528d,sentence1,remy was on a date with a girl he really liked,liked,"['surprised', 'happy', 'dislike', 'amazed', 'afraid']",7
133,93bf33ed-d356-450a-bf93-93cdbfbe2468,sentence4,ricky was luckily able to catch his dog before he ran away,luckily,"['amazed', 'scared', 'nervous', 'happy', 'surprised']",7
134,1405d04f-508e-4365-b139-a44b7000498b,sentence3,her boss wasnt impressed and said it would cost too much,impressed,"['amazed', 'surprised', 'surprise', 'enthusiastic', 'astonished']",7
135,1405d04f-508e-4365-b139-a44b7000498b,sentence5,she amended her plan to make it more affordable and her boss accepted,accepted,"['surprised', 'surprise', 'happy', 'involvement', 'interested']",7
136,de3721e9-9d75-4dda-9d1c-941b5834735b,sentence5,she won first place and was proud to walk with her poodle,won,"['surprise', 'happy', 'interest', 'joy', 'enthusiastic']",7
137,1a2686cc-3d8d-4f31-926e-ff122b8cdc8c,sentence4,he found two pairs that he really liked,liked,"['surprised', 'happy', 'dislike', 'amazed', 'afraid']",7
138,55b064f3-3328-4919-8ace-f2bc5bc8e48e,sentence1,jon stood by the window and admired the rain,admired,"['amazed', 'surprised', 'dislike', 'enthusiastic', 'astonished']",7
139,4f321c3e-b0d3-491f-83ea-e9e002354e39,sentence5,it was so exciting,exciting,"['surprise', 'amazed', 'surprised', 'happy', 'joyful']",7
140,991da727-a4a9-4089-a097-2fcb7ecef7ea,sentence3,her natural talent allowed her to win often,win,"['surprise', 'happy', 'surprised', 'interest', 'joy']",7
141,0639138b-8560-4f18-a1d9-ae0be43d9a33,sentence3,jill passes by her favorite store,favorite,"['surprise', 'happy', 'curious', 'surprised', 'interested']",7
142,391e7c82-663e-4027-b2ba-02dd66568bab,sentence5,franks team wins their first mud run as a group,win,"['surprise', 'happy', 'surprised', 'interest', 'joy']",7
143,72b72ec7-c71f-441b-b861-4a35fc8a1c06,sentence5,she won all the games and felt extremely powerful and bright,won,"['surprise', 'happy', 'interest', 'joy', 'enthusiastic']",7
144,030fdbca-addb-4ebb-8129-26a417cd8b95,sentence3,tim never won any money,won,"['surprise', 'happy', 'interest', 'joy', 'enthusiastic']",7
145,f3af7a95-56bb-43b6-bf74-4e1fb7a35fe9,sentence5,she accepted the deal and larry got his pool table,accepted,"['surprised', 'surprise', 'happy', 'involvement', 'interested']",7
146,32af2788-a6c5-452b-9fa3-bc3b4246baeb,sentence5,laura was very pleased with her new look,pleased,"['surprised', 'amazed', 'happy', 'relieved', 'surprise']",7
147,b6dcced7-bd27-4d87-8d69-18cf6ab1a0c6,sentence4,he won a medal,won,"['surprise', 'happy', 'interest', 'joy', 'enthusiastic']",7
148,86fc25fc-c13b-45ba-b543-e7dd6a89f96c,sentence1,leslie went to her favorite nail salon as she was ready for a change,favorite,"['surprise', 'happy', 'curious', 'surprised', 'interested']",7
149,86fc25fc-c13b-45ba-b543-e7dd6a89f96c,sentence5,leslie was pleased with her new look and tipped the nail tech,pleased,"['surprised', 'amazed', 'happy', 'relieved', 'surprise']",7
150,f657489d-d7e7-401b-a830-978a263dd5ed,sentence4,when the team won the family felt accomplished,won,"['surprise', 'happy', 'interest', 'joy', 'enthusiastic']",7
151,7b8e1edc-4113-4dbf-bf85-3b76d94e7ad0,sentence4,finally i got it six months later and was pleasantly surprised,pleasantly,"['amazed', 'surprised', 'astonished', 'startled', 'surprise']",7
152,83d7940e-bf0b-4aef-ae89-11c2fa6910d8,sentence5,everyone cheered in amazement,amazement,"['amazement', 'astonishment', 'amazed', 'disgust', 'sadness']",7
153,811bb7ee-0f00-42d0-94f7-d69d95eef53c,sentence2,he liked getting all the dirt off it and making it very clean,liked,"['surprised', 'happy', 'dislike', 'amazed', 'afraid']",7
154,9902cb0f-a846-4d61-ae8d-ee17ee0a56ef,sentence5,jack ended up beating jude by fifteen points,beating,"['surprise', 'surprised', 'nervous', 'fear', 'angry']",7
155,c9ab09b4-e393-4ea5-8711-6222af397bb7,sentence3,brenda watched the winning lottery numbers announced on tv,winning,"['surprise', 'happy', 'surprised', 'interest', 'joy']",7
156,c9ab09b4-e393-4ea5-8711-6222af397bb7,sentence4,brenda was shocked because she had the winning numbers,winning,"['surprise', 'happy', 'surprised', 'interest', 'joy']",7
157,f4584b4c-4f6b-46dd-957d-ed168eaab181,storytitle,are you kidding me,kidding,"['amazed', 'loathe', 'scared', 'astonished', 'surprised']",7
158,620154e3-814f-455a-bd0d-ee9fa8f38b71,sentence5,barry could not wait to surprise his wife with the violin player,surprise,"['surprise', 'surprised', 'amazed', 'startled', 'astonished']",7
159,6b572155-0289-4f5e-9e08-dc61c126ae54,sentence1,linda was on her way to an exciting gala,exciting,"['surprise', 'amazed', 'surprised', 'happy', 'joyful']",7
160,b142f755-4be4-48ec-8fbd-188b89397f28,sentence4,then he grinned as he was handed his new sticker,grinned,"['amazement', 'disgust', 'startled', 'astonishment', 'amazed']",7
161,d4fd4ea3-5326-4016-afd5-5430589dcb88,sentence1,my uncle really liked playing golf,liked,"['surprised', 'happy', 'dislike', 'amazed', 'afraid']",7
162,f209dba1-649a-4df2-b33d-7c09f8fcb760,storytitle,winning ticket,winning,"['surprise', 'happy', 'surprised', 'interest', 'joy']",7
163,f209dba1-649a-4df2-b33d-7c09f8fcb760,sentence2,but first she wanted to see if she could win a free one,win,"['surprise', 'happy', 'surprised', 'interest', 'joy']",7
164,f209dba1-649a-4df2-b33d-7c09f8fcb760,sentence3,a week past and she found out she won the ticket,won,"['surprise', 'happy', 'interest', 'joy', 'enthusiastic']",7
165,f209dba1-649a-4df2-b33d-7c09f8fcb760,sentence4,allie was thrilled,thrilled,"['amazed', 'surprised', 'astonished', 'happy', 'enthusiastic']",7
