,storyid,sequence,text,sentword,sentword_vector,emotionlabel
12,2ef3788f-6b2b-45c8-b6ba-71450d565e6a,sentence1,last year i took a day trip to see a friend in maine,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
13,2ef3788f-6b2b-45c8-b6ba-71450d565e6a,sentence4,my friend drove me back to the train station,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
14,2ef3788f-6b2b-45c8-b6ba-71450d565e6a,sentence5,i had a nice time and will visit my friend this year,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
15,aab4ee80-fc00-4d9c-a127-a63b54dfd193,sentence5,she had no idea dogs loved bird food,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
16,8d6d55d1-1123-453c-b9dc-6fcacfa72ad2,sentence2,his friends had xbox accounts online,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
17,2773b6d4-00f4-41d0-9cac-de1a205efd38,sentence3,bob thought hed lost it behind a boulder,lost,"['desperate', 'sad', 'relief', 'interest', 'worried']",6
18,013ac572-0602-47c3-837a-82e5ac717a05,sentence2,he worked hard for many years to complete his courses,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
19,271616db-90c2-4303-9c2b-64f4061ceb56,storytitle,the missing wallet,missing,"['desperate', 'sad', 'grieving', 'relief', 'grief']",6
20,d869c6d9-4a06-4d94-bf97-dc37167a5520,sentence5,the injury made karl realize that he wasnt young anymore,injury,"['grievous', 'irritation', 'nervous', 'fear', 'worry']",6
21,f7559f25-0358-4f57-b079-dec2199b4ec3,sentence3,his stuff always ended up missing from his bedroom,missing,"['desperate', 'sad', 'grieving', 'relief', 'grief']",6
22,88fba119-ccac-4b82-881f-e609e188bebc,sentence3,the client is not guilty,guilty,"['grievous', 'involvement', 'hatred', 'relieved', 'hate']",6
23,1cc75245-93bd-44cc-b076-8d1b249e1ee5,storytitle,julies bad pizza,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
24,1cc75245-93bd-44cc-b076-8d1b249e1ee5,sentence1,julie was feeling hungry,feeling,"['sadness', 'sad', 'fear', 'grief', 'sorrow']",6
25,210d56ce-a940-4766-9b7b-d086b2c5682d,sentence4,he hopped to the nearest pharmacy stifling his pain,pain,"['grief', 'sadness', 'relief', 'sorrow', 'anger']",6
26,50357157-3765-40b5-8e32-f86961c98be0,sentence2,unfortunately nicole could not drive,unfortunately,"['sad', 'afraid', 'fear', 'worry', 'scared']",6
27,006536d7-2be3-49a4-a750-769684e952ed,sentence5,my little brother jumped out of the closet scaring me to death,death,"['grief', 'sorrow', 'fear', 'hate', 'involvement']",6
28,375c34c9-3d98-4b2f-9076-404f34ad4e66,sentence4,the vet discovered that the dog was suffering a flea infestation,suffering,"['grief', 'sorrow', 'sadness', 'fear', 'sad']",6
29,375c34c9-3d98-4b2f-9076-404f34ad4e66,sentence5,some medication got rid of the fleas and the dogs bad mood too,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
30,5e76713f-92b2-4a5d-8f8d-510fde45705c,sentence5,they were sad to come home,sad,"['sad', 'sadness', 'desperate', 'grief', 'sorrow']",6
31,d11c51d9-7e42-4b07-bcc1-e48eedac2743,storytitle,hunger,hunger,"['despair', 'desperate', 'anger', 'fear', 'hatred']",6
32,d11c51d9-7e42-4b07-bcc1-e48eedac2743,sentence3,the fridge was empty,empty,"['desperate', 'sad', 'despair', 'gloomy', 'sadness']",6
33,01d2f446-0c2a-4fb1-a2f8-2d982a8f08aa,sentence3,at first he found it very difficult,difficult,"['desperate', 'sad', 'afraid', 'anxious', 'fear']",6
34,3a3729d4-ad7a-47e8-9d78-91ec1929c629,sentence2,he was sad he didnt have any land to grow a garden on,sad,"['sad', 'sadness', 'desperate', 'grief', 'sorrow']",6
35,5da438c5-d901-4db6-bcb0-fa564964ef25,sentence5,he was sad when it ended,sad,"['sad', 'sadness', 'desperate', 'grief', 'sorrow']",6
36,e195abdb-37ef-4f18-b694-4ba98e435657,sentence1,janet loved to pet her neighbors dog,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
37,e4319be7-612c-4da4-aa1a-e14ac138b1d7,sentence2,he felt very lonely and sad all the time,sad,"['sad', 'sadness', 'desperate', 'grief', 'sorrow']",6
38,70949993-aed2-49df-a20f-2ce0a31d7b5f,sentence5,eliza is sad that she will have to keep looking for another dress,sad,"['sad', 'sadness', 'desperate', 'grief', 'sorrow']",6
39,4235c7d4-9311-4a8d-a5e6-40fe4979d216,storytitle,too bad,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
40,c342146d-496d-4e29-9516-cc080629edc1,sentence2,he had made some bad bets and was down big,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
41,fd8a78fa-69e3-4430-a24a-b8dd50d29455,sentence5,my friends loved my costume,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
42,ea4ef18f-a227-4141-9628-760f68b0484f,sentence2,everyone immediately said bless you,bless,"['sorrow', 'joyful', 'joyous', 'grief', 'joy']",6
43,c61b63e2-1715-4cc5-8ef2-877d6a3b27c5,sentence5,i went home exhausted,exhausted,"['desperate', 'relieved', 'anxious', 'scared', 'nervous']",6
44,a401dae3-2777-4bbc-b1b2-8c2e28f49679,sentence5,he was sad when his vacation was over,sad,"['sad', 'sadness', 'desperate', 'grief', 'sorrow']",6
45,f2ce7ba6-84c3-42a8-a4df-120d960d7d04,sentence1,janie loved getting mail,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
46,f2ce7ba6-84c3-42a8-a4df-120d960d7d04,sentence2,she even loved getting bills,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
47,3d134fa3-ae1a-4aa3-bdf7-64d2d89e1d6a,storytitle,blind date,blind,"['sad', 'hatred', 'desperate', 'despair', 'rage']",6
48,3d134fa3-ae1a-4aa3-bdf7-64d2d89e1d6a,sentence1,anna was very nervous about her blind date later that evening,blind,"['sad', 'hatred', 'desperate', 'despair', 'rage']",6
49,066fe6a3-b6d4-44c6-88d9-775d0eee173c,sentence3,her friends got together and thought up a plan,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
50,919cddea-9aea-4c0c-89ea-b705fd911269,sentence4,vanessa loved the snowman so much that she built more snowmen,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
51,e2957e1e-bf21-4eb9-b990-520807e0c833,sentence2,sam was distraught,distraught,"['grieving', 'anxious', 'horrified', 'annoyed', 'grief']",6
52,d79ea148-a420-433f-92d1-bae0ff28e3d5,sentence1,ella loved to garden in her backyard,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
53,db77c3d3-7ea2-4178-91f1-fd1c0bb7cb3f,sentence4,it was a poor orange kitty that nobody wanted,poor,"['desperate', 'relief', 'worried', 'fear', 'angry']",6
54,65b457de-70fa-4fe4-b20f-61a72aacaf6e,storytitle,jane gets a bad grade,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
55,65b457de-70fa-4fe4-b20f-61a72aacaf6e,sentence1,jane was having a hard time in school,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
56,b5723639-e405-4afc-bed8-76f6bdaf3c33,sentence2,all of her friends children were walking,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
57,e4cc1f51-d0a5-4945-8f27-df278a23474d,sentence3,i found all kinds of colorful options and it was very hard to choose,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
58,719bbf7c-8ded-4666-8033-244a1eecb42c,sentence1,david was faced a particularly difficult exam,difficult,"['desperate', 'sad', 'afraid', 'anxious', 'fear']",6
59,719bbf7c-8ded-4666-8033-244a1eecb42c,sentence5,unfortunately david did not pass this difficult exam,difficult,"['desperate', 'sad', 'afraid', 'anxious', 'fear']",6
60,b9ffb130-506c-466c-a031-22f5d65c621f,sentence4,they became friends,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
61,2af06c9d-e5ce-463d-b34a-1da2f697309e,sentence1,on monday i went to lunch with my friend,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
62,1ff123a5-8d0d-42fd-a13d-d94e8d92aa05,sentence2,he felt bad for him so he gave him a job at his church,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
63,d18002e8-c0e3-4c94-8b93-be56807bb2d2,storytitle,sweet tooth,sweet,"['sad', 'joy', 'sorrow', 'sadness', 'happy']",6
64,d18002e8-c0e3-4c94-8b93-be56807bb2d2,sentence1,jessica wanted something cold and sweet to eat,sweet,"['sad', 'joy', 'sorrow', 'sadness', 'happy']",6
65,b63e3143-3c3f-45d5-9302-a244af55ae56,sentence2,it was a lovely day,lovely,"['sad', 'cheerful', 'happy', 'joyful', 'joy']",6
66,b63e3143-3c3f-45d5-9302-a244af55ae56,sentence4,poor kaya had brought no umbrella,poor,"['desperate', 'relief', 'worried', 'fear', 'angry']",6
67,7a44fce5-c281-4e74-babe-9597eed90aff,sentence4,she was all alone and had no friends,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
68,5d5d3bcc-0a89-4c0c-89d2-0c08190ec5a1,sentence1,stephanie loved her garden and spent a lot of time there,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
69,fd9a6b5f-fef5-4655-983a-4a4682406ba3,sentence3,phil invited all his friends to play soccer with him on friday,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
70,c3ac04f7-b244-4fc6-a6df-d00d89408bd3,sentence3,as she looked through them she seen one she loved,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
71,5bbd8969-6f5d-4fe5-8ddf-f821e29a8c23,sentence3,it was full of lovely flowers,lovely,"['sad', 'cheerful', 'happy', 'joyful', 'joy']",6
72,5bbd8969-6f5d-4fe5-8ddf-f821e29a8c23,sentence5,the next month he opened a show featuring the lovely flower photos,lovely,"['sad', 'cheerful', 'happy', 'joyful', 'joy']",6
73,c59d7178-dd8f-4a21-989e-4450f4b66c01,sentence5,he lost the contest and decided to never do it again,lost,"['desperate', 'sad', 'relief', 'interest', 'worried']",6
74,d3aaba21-0352-41f9-9015-14cd8f697a75,sentence2,her daughter wanted to surprise her so she contacted all her friends,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
75,7b8f8f9c-e5cf-432b-bacf-0fcb4f136ce1,sentence5,toms little dog was trapped in the basement and drowned,drowned,"['desperate', 'angry', 'panic', 'sorrow', 'despair']",6
76,3447901e-6f57-4810-9d3c-92d72b6c0b42,sentence1,a swan swam gracefully through the water,gracefully,"['sadness', 'sad', 'despair', 'grief', 'disgust']",6
77,03a074ef-b9c0-4277-9ca7-7f10636c030d,sentence3,at their first port they got terribly lost,terribly,"['sad', 'scared', 'afraid', 'worried', 'nervous']",6
78,5533d91a-e537-4450-95f4-415252b74063,sentence5,the jury said that her client was not guilty,guilty,"['grievous', 'involvement', 'hatred', 'relieved', 'hate']",6
79,5c7f6694-92fa-47c8-973f-ed8396cd8348,sentence4,rosie got into an accident by drunk driving,accident,"['grief', 'sad', 'panic', 'sorrow', 'fear']",6
80,18f4b926-e170-4b38-9959-deda62e5dac3,sentence3,suddenly he felt a sharp burst of pain,pain,"['grief', 'sadness', 'relief', 'sorrow', 'anger']",6
81,c0001755-8a31-4f88-900d-7bcf828f7ed2,sentence3,no one was using it so her brother felt bad,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
82,9bd57f92-a403-4865-b15c-f16bec3bbd6a,sentence4,he approached bea and the computer sighing a long suffering sigh,suffering,"['grief', 'sorrow', 'sadness', 'fear', 'sad']",6
83,a309ef41-2ccd-41cb-8a74-602fab13064b,sentence4,she also saw different cars get crushed,crushed,"['grief', 'anger', 'joy', 'sorrow', 'angry']",6
84,0b88204a-d26f-48e0-9699-7ab13d93dafb,sentence3,they baby cried all the time,cried,"['grief', 'sorrow', 'grieving', 'sad', 'sadness']",6
85,00396aa0-ffc4-4889-9911-07b6a811b9b7,storytitle,funny accent,funny,"['sad', 'cheerful', 'curious', 'disgusting', 'happy']",6
86,00396aa0-ffc4-4889-9911-07b6a811b9b7,sentence3,his friend thought it was hilarious,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
87,9a660e19-b00b-4e3d-882e-1c081bc3e00f,sentence3,it was difficult to shave because it had grown so long,difficult,"['desperate', 'sad', 'afraid', 'anxious', 'fear']",6
88,40654769-63a2-4a6d-8935-b0a136c13517,sentence1,jaime has loved to cook food since he was a young boy,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
89,d61b69c7-7eca-4099-ade2-1a7e5a014a13,storytitle,bad makeup,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
90,b4804403-3eb5-4a09-b5d7-19a01f7f00af,sentence2,he loved to go riding on his boat with is dad,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
91,8c0f4d61-5315-40fd-a482-706967e5ded0,sentence5,we all stood still and soon the moose walked away without harm,harm,"['grievous', 'fear', 'hatred', 'worried', 'worry']",6
92,178f95e9-49c1-42c9-a2f6-c0ef4459701a,sentence5,sarah loved the dinner he cooked for her,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
93,9fc92670-c54e-4844-b4f8-dd2d6db41f61,sentence1,sam loved playing video games,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
94,9fc92670-c54e-4844-b4f8-dd2d6db41f61,sentence3,sam studied very hard in school and went to college,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
95,7005efbf-a0f1-43db-908d-4d591962912f,sentence3,cookie learned to protect marcys two daughters from harm,harm,"['grievous', 'fear', 'hatred', 'worried', 'worry']",6
96,085e41df-fb9a-472c-92c9-cbfa12a83339,sentence1,barry loved to play kickball since he was a little boy,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
97,ba3c0010-d0f8-4db7-9741-1b6a2d01426a,sentence1,mimi had almost drowned in the ocean as a child,drowned,"['desperate', 'angry', 'panic', 'sorrow', 'despair']",6
98,09b1cbfb-7918-4648-8195-18825ce1ba9b,sentence4,while building up frustration ben left and visited another friend,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
99,c250c567-4e2f-45be-82b6-954317bdbcb2,storytitle,bills bad luck,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
100,9de0559c-eb75-4ce3-8d27-71c8d64b7f4e,sentence1,kyle wanted a new bike so he could ride with his friends,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
101,9de0559c-eb75-4ce3-8d27-71c8d64b7f4e,sentence5,he rode with his friends every day,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
102,6716bca8-d0ee-4eb5-9c38-a63dd4a3ba9f,sentence5,but gina loved food so much she didnt even noticed,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
103,2c4d87ad-94ae-4089-a056-0141c9b3dcba,storytitle,ned was bad,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
104,d4ede8ab-6887-4e07-8dbb-edfa540307a0,sentence4,he threw the ball to his friend running down the field,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
105,15b690da-8a64-4399-bec4-d2cd05af2f8f,sentence5,the band played all night and they loved every minute of it,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
106,140d1ee0-9123-48b5-bb8c-7f1ae3956227,sentence2,one hot summer day his friends invited him to a water park,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
107,140d1ee0-9123-48b5-bb8c-7f1ae3956227,sentence3,his crush lucy was there and she loved slides so theo had an idea,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
108,d18ff6e2-2798-4f69-8499-8598696fcb7d,sentence1,jill was invited out to dinner with her friends from work,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
109,c826396f-5e5f-4b84-80ab-7e1a39d0b098,sentence2,one day brownie started going blind,blind,"['sad', 'hatred', 'desperate', 'despair', 'rage']",6
110,1835d1d2-606e-418d-909f-a4d41e332883,sentence2,her mom used to yell at her and make her feel bad about driving,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
111,7303227a-a872-4637-bcf7-b04a888e5e4f,sentence3,bob was sad he hadnt been able to go for his daily walk,sad,"['sad', 'sadness', 'desperate', 'grief', 'sorrow']",6
112,24e6ea8b-1545-4157-a982-5a44a9de9c52,storytitle,the mess,mess,"['sad', 'disgusting', 'gloomy', 'grief', 'desperate']",6
113,24e6ea8b-1545-4157-a982-5a44a9de9c52,sentence1,lola had made a huge mess her in room,mess,"['sad', 'disgusting', 'gloomy', 'grief', 'desperate']",6
114,24e6ea8b-1545-4157-a982-5a44a9de9c52,sentence4,she invited friends over that evening,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
115,0dddda9f-793f-4a50-b505-1fc818f0aa60,sentence5,he bragged to all of his friends about his new dog,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
116,a58f8029-63cf-4fb4-9440-46787376f997,sentence4,he wore it for a special picnic with friends,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
117,9c24120f-9925-41d4-bfe6-d2efcdd6edb7,sentence3,his daughter a musician had several friends sing and play music,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
118,b6e6a8d9-de6a-416f-b82f-76c66a425a4a,sentence2,she was afraid she would make no friends,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
119,ba1b4b2e-0f35-4ec3-9bb9-69a8166ca32b,sentence1,chris was feeling drowsy for some reason one day,feeling,"['sadness', 'sad', 'fear', 'grief', 'sorrow']",6
120,7e6b65f6-1ed3-4175-98ae-f0448a3012f3,storytitle,death of a marching band,death,"['grief', 'sorrow', 'fear', 'hate', 'involvement']",6
121,4e960e0c-3ac7-48b3-adef-5b501043dc1b,sentence4,they loved them,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
122,75f296c5-8283-4b85-9a65-e876f244c667,sentence2,he yelled to his friend as he drove by,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
123,75f296c5-8283-4b85-9a65-e876f244c667,sentence3,his friend sat on the porch with larry,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
124,683ccc4c-4c91-4ee5-a98c-dff1bd9f5794,storytitle,lost dog,lost,"['desperate', 'sad', 'relief', 'interest', 'worried']",6
125,683ccc4c-4c91-4ee5-a98c-dff1bd9f5794,sentence2,their dog bandit had been missing for weeks,missing,"['desperate', 'sad', 'grieving', 'relief', 'grief']",6
126,8aa27260-2971-4eeb-ba58-5a53ddde68c9,storytitle,video games with my friends,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
127,8aa27260-2971-4eeb-ba58-5a53ddde68c9,sentence1,a few years ago me and some friends decided to play video games,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
128,8aa27260-2971-4eeb-ba58-5a53ddde68c9,sentence2,we brought over all our consoles to my friends house,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
129,1c83b064-ea44-403a-8953-499891ec1ddc,sentence3,just one thing was missing,missing,"['desperate', 'sad', 'grieving', 'relief', 'grief']",6
130,08e8bbda-6575-446a-9132-5f1dab9dafbb,sentence1,richard was accused of assaulting a woman,assaulting,"['grievous', 'angry', 'annoyed', 'hatred', 'irritated']",6
131,641a2692-dd83-4698-8f54-144cb1ddce17,sentence2,she bought invitations and invited all of her friends,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
132,641a2692-dd83-4698-8f54-144cb1ddce17,sentence5,on the day of the shower her friends and family gave her many gifts,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
133,95b47eeb-e9a7-4645-8885-6d22fd71db85,sentence2,she asked her friend albert to listen to it and give his opinion,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
134,f90caefd-8ac1-40ff-8106-67ab4d89a1fb,sentence2,he starts to feel a bad rumble,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
135,62ff2afe-02b6-42de-9025-28ec1f2cc79e,sentence1,my friend jess texted me some photos of denver,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
136,62ff2afe-02b6-42de-9025-28ec1f2cc79e,sentence2,she was visiting from nh and was at union station,nh,"['weepy', 'sadden', 'repulsion', 'loathsome', 'hateful']",6
137,62ff2afe-02b6-42de-9025-28ec1f2cc79e,sentence3,she knew i loved trains and sent me some photos,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
138,62ff2afe-02b6-42de-9025-28ec1f2cc79e,sentence5,she said she loved being in denver,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
139,b6d9c826-2ea5-4e3b-ae85-817455158256,sentence1,when i was young i went to a slumber party at my friend tims house,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
140,052865f0-5e90-4384-a33c-75e4c08bd4c1,sentence1,shayla was asked to be a bridesmaid at her friends wedding,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
141,48acbed9-5577-4161-83ed-e34e3b7fe7e1,sentence4,they loved all the pomp and circumstance of the races,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
142,9e2acbe4-197c-48db-9769-7b31f20d0b8e,storytitle,death of a maple,death,"['grief', 'sorrow', 'fear', 'hate', 'involvement']",6
143,9e2acbe4-197c-48db-9769-7b31f20d0b8e,sentence5,my parents cried as they cut their beloved tree down,beloved,"['sorrow', 'grief', 'sad', 'grieving', 'happiness']",6
144,ea14bc48-33d9-4304-aa97-e2a84988ebe9,sentence2,he took lessons from his friend ryan,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
145,ea14bc48-33d9-4304-aa97-e2a84988ebe9,sentence5,a few weeks later ryan loved how jude played,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
146,c7116f14-916a-4c87-8652-fcb26f1fc410,storytitle,rainy day kitties,rainy,"['gloomy', 'dreadful', 'sad', 'desperate', 'joyous']",6
147,c2eedb4c-9b02-47df-972c-d1e61f08fb7b,sentence3,until one day walking down the street with his friend,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
148,3290e3a7-237b-4382-944f-890367b38015,sentence2,he trained and studied hard,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
149,1e25d802-72e1-4fc0-a8ac-2a83e223b2aa,sentence3,mark was heartbroken because he was going to propose,heartbroken,"['grieving', 'horrified', 'annoyed', 'amazed', 'sad']",6
150,1e25d802-72e1-4fc0-a8ac-2a83e223b2aa,sentence5,mark felt so sad because he is now a single man,sad,"['sad', 'sadness', 'desperate', 'grief', 'sorrow']",6
151,bb19c24c-a1e6-46a5-a158-216686208876,sentence2,he decided to take on a very difficult programming exercise,difficult,"['desperate', 'sad', 'afraid', 'anxious', 'fear']",6
152,68874779-7af9-4180-8182-e63678da7629,sentence3,he asked five friends to help him,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
153,a05d9447-fc28-4749-9ca4-950dd93b1f67,sentence3,tom went to college and made lots of friends,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
154,ad78466b-bb1e-4c98-b852-ca1cfa40a490,sentence3,while shopping she found a neglected little succulent,neglected,"['desperate', 'afraid', 'worried', 'sad', 'annoyed']",6
155,e8206842-b8c4-48a7-bf3f-f0ecc0532a58,sentence2,on the way an accident caused heavy traffic,accident,"['grief', 'sad', 'panic', 'sorrow', 'fear']",6
156,29fb1f1f-2843-4925-9d39-6fa3c20df3c7,sentence5,the burn was so bad it ruined his vacation,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
157,d46fa838-c8f6-4e97-9007-395d865a119f,sentence1,i confessed to my friend that i loved her,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
158,d1fbae5a-62d5-44b1-bd9a-d1cf3ae03dbc,storytitle,bad kitten,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
159,d1fbae5a-62d5-44b1-bd9a-d1cf3ae03dbc,sentence2,the kitten was bad,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
160,d4ab4cb3-0d41-48c8-a72d-0b93ac72b805,sentence5,we were lukewarm about the food but loved the prices,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
161,d312abf8-c413-4a74-8e1f-249e78b79b0d,sentence1,desmond loved to play basketball,loved,"['grief', 'grieving', 'joy', 'happy', 'afraid']",6
162,3ae1ada1-0229-4139-8c71-9ad71af8c856,storytitle,friends in low places,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
163,3ae1ada1-0229-4139-8c71-9ad71af8c856,sentence2,his fiancee left him and many of his friends stopped seeing him,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
164,3ae1ada1-0229-4139-8c71-9ad71af8c856,sentence5,after making many new friends there david also met his new wife,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
165,a793eaaa-8bf4-4970-9cdf-638ec2f51a95,sentence2,a friend recommended he try doing handstands,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
166,35380121-45b8-4071-9bde-4c840802e5f0,sentence1,jerry was a hard working dancer,hard,"['desperate', 'sad', 'happy', 'eager', 'fear']",6
167,30e9d5d5-f302-493b-bd83-1ebeb45bf1f2,sentence1,last night i dreamed about my friends in nh,nh,"['weepy', 'sadden', 'repulsion', 'loathsome', 'hateful']",6
168,30e9d5d5-f302-493b-bd83-1ebeb45bf1f2,sentence2,i dreamed my friends daughter broke up with her boyfriend,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
169,30e9d5d5-f302-493b-bd83-1ebeb45bf1f2,sentence5,i woke up and realized it was all a bad dream,bad,"['sad', 'mad', 'worry', 'worried', 'afraid']",6
170,3f60c212-4f10-48e7-b72b-14e967b97164,sentence3,she was worried she would not make any friends,friend,"['grief', 'angry', 'sad', 'happy', 'surprise']",6
