,clean_text,label
99,just got my first comment from a stranger on my blog feels so good to know its reaching people out there blog surprise,7
100,the best thing about this game is defo sandro face pony tail amazed thatsrawtalent,7
104,you learn something new every day hahaha amazed,7
106,someone actually thinks im beautiful amazed myflaws,7
107,skinny jeans are way more comfortable than i had anticipated surprised,7
108,that crazy moment when a friend from bc all of a sudden is enrolled in your school and your locker buddy surprise rattled,7
109,aboy barney mighty mike wont lik that close but rvb at it again surprise class,7
113,why am i so tired i havent done anything at all maybe its cos i need to exercise surprise needtogetfit,7
114,i didnt actually know chinese people ate chinese food amazed,7
115,wow dock im truly honored amazed,7
116,on instagram now addicted more fun surprise socialnetwork,7
118,such an incredible experience to watch the uconn womens practice for number hours  amazed,7
122,sigh of relief in the drummond household spurs are through neighbour quiet surprise,7
123,northern lights from my back garden was an impressive end to the day amazed,7
126,shoutout user never knew you had such a beautiful voice surprised,7
128,todays been the highlight of this week such an amazing day nuff love for mates family neutralface cant wait for saturday smile surprise,7
130,just played once upon a time with the family user won turns out she aint half bad at this storytelling malarky surprise,7
131,hibernation update still alive early night before number alarm for superrugbyoh and i got a graduate job sorted for july surprise,7
132,a little chinese birthday dinner with my yaya  surprise,7
134,first twitter now facebook my excitement level is just uncontrollably high right now based lilb rare swag woo amazed,7
135,user knumber first tma passed surprise miracle,7
136,user oh and outtathescreen the other sponsor is also part of the jey worldwide group surprised,7
137,i guess i should pack tonight oops hintontomorrow surprise birthdays,7
140,actually addicted to the vampire diaries surprised,7
141,whoa cute boy alert in chatham food lion surprise,7
143,this programme first date is bloody hilarious amazed,7
144,sobbed for the whole second half an amazing production warhorse amazed iwantmyveryownhandspingpuppet,7
147,my cousins school got set on fire last night surprised  dang mitchellmiddleschool,7
148,just met the first test tube baby ever surprise,7
149,my total at lukes locker number lol  surprised,7
151,got number on a paper i definitely thought i failed surprised weightlifted,7
152,running into user in york gtgt surprise familiarface,7
153,had a great time recording the number piece cheltenham bach choir the other day amazed,7
159,well got a root canal while i was at the dentist surprise thought i was just gonna get fillings dentist rootcanal surprise,7
161,happy that i didnt put my bets on tonight would have lost surprise,7
163,parents evening actually went pretty well surprise,7
164,she says you treat me like a side chick well considering im single you are surprise,7
166,best way to raise a thousand pounds to send my best friend on a charity teaching mission over the summer raisemoney surprise,7
167,surprise versatilethursdays,7
169,actually not a bad day surprised,7
170,preppin for the celebration i can do this smile surprise,7
171,listening back to the recording of pctcnumber worship in awe  thank you guys for worshiping with us amazed,7
172,im completely impressed on how nice that guy just was surprised ihavehope for society impressed,7
174,never thought i would say this but xbox music service is rather cool surprise,7
175,michael portillo on bbc this week telling us were a bunch o welfare scroungers the most socialist  welfarist country in europe surprised,7
176,twitter feed is absolutely jam packed with spectacular photos of the northern lights tonight wowzers amazed,7
177,ashamed to say my mom tricked me into going to conferences startled,7
180,what a surprise malkorok went down easily this week surprised,7
181,my brother came in surprise,7
182,surprise taco bell visit thanks to the girlfriend smile awesome surprise,7
183,user it was good seeing you lastnight bro  surprised kanoa,7
184,wow i cant believe i just saw a shooting star out of absolutely nowhere   amazed,7
186,i actually took a nap around the bros and i didnt wake up with penis or balls drawn on my face or on my facesurprised,7
187,lol dad i didnt mean that soon  surprise partypooper,7
188,i think i replayed user s piano video number times   amazed,7
189,saw a shooting star for the first time  amazed makeawish,7
190,user too drunk to sort my stuff out may be a tad later tomorrow p mess surprise rugby,7
191,almost forgot to wear a shirt to practice surprise,7
192,ive got you finally number amazed,7
194,letting him work his magic amazed eyestothesky,7
196,i wasnt expecting that surprise,7
197,morning kiss malayaia surprise breakfast nasilemak oblong,7
199,just saw mrs wiseman at the alan jackson concert surprised,7
200,i used my phone a decent amount today and its still at number amazed,7
202,just frenchbraided my hair didnt know i could do that howdididothat surprise,7
205,was totally waiting for user s steer to drag her down into the dirt today she did good though shes alive still surprise,7
206,cant believe what i was just told  surprised,7
207,just found out user is actually following me surprised,7
209,just realized the computers in the library are touch screen amazed,7
210,freshly washed and dried money checkyourpockets surprise,7
213,on the down side ive had two spelling mistakes in the last two years bummer i just got a spelling mistake to fix surprise,7
215,i guess lebron is allowed to have a black mask but kyrie isnt surprise,7
216,ugh dad just tell me what were doing for spring break  surprise cmon,7
217,ndsu is on something tonight amazed defense,7
218,user do you write your own headlines surprise,7
219,knicks are down already surprised shocker,7
221,troy how did you do that disappearing phone trick at the bus stop bruv teach me astonished enumbernumber,7
222,im actually going to bed before my fatherwhat surprised onceinalifetime,7
225,kentuckys gettin some calls at home surprise,7
226,the body is so complex and beautifully designed its hard to believe people can study it and still not believe in god anatomy amazed,7
229,baffled amazed confused wow awesome,7
230,user lmao really be the creep to my weirdo likedashit haha amazed,7
231,we love love surprise,7
232,skeletonclique imin ugh stressedbytheirtalent inagoodway amazed hashtag goodnight,7
234,okay okay as promised baby breedlove isa girl surprised excited,7
235,sure surprised her  prom date surprise,7
236,im pleasantly surprised by rick ross new album was not expecting this at all mastermind ross rozay surprised,7
240,when my bestfriend tells me to go to the gym with her in the mornings like wtff happened to her  surprised,7
241,user did catherine just commit suicide suicide reign surprise,7
243,i might not wear a tshirt to school tomorrow  surprise,7
245,we just met a wizard amazed,7
246,user  is a freaking genius amazed greysanatomy,7
247,ran into user in lamson lobby and started squealing like a pig havent seen him since argentina surprise acareunion,7
248,watching user spacedive on user amazing documentary user user user stratos amazed,7
252,i got a check today for double what i thought it would be  just when i needed it thanks to my amazing agent amt surprise godisgood,7
253,user on stage showcasing her writing talents some of our favorite songs she wrote amazed wsaatl,7
254,enjoying the landscape that australia has to offer beautiful amazed,7
256,lol numberth graders wanting my autograph all of sudden i guess im that cool that they look up to me surprised,7
259,but the news i heard tonight surprise surprise,7
260,indeed thank you for this day lordsmile amazed byyour grace mercy,7
263,she sent me to bathroom so i wont figure out where she keeps things she trying to hide from me surprise iwantitnow,7
264,already ready on time surprised,7
266,who would have thought that one tree hill and band of horses were such a good mix surprised,7
267,i was driving user s car he opened the drivers door and i scared him way too funny surprise yourenotdriving,7
268,i was amazed by the voice of denise laurel i didnt expect that her voice is beautiful amazed singingbee,7
270,so the number people who played kelso and jackie on that numbers show are engaged in real life wow surprised,7
271,made the honor role first semester surprised,7
273,just wait until olivia takes off her jacket mellie surprise scandalhighered,7
275,user follow it would make my day please amazed,7
276,off to wellington in the morning more sunshine for jessie wef surprise theyseemerollin theyhatin,7
277,wtf adnansalif is a woman surprised,7
278,my beats headphones just went through the washer and drier  guess what they still work amazed,7
279,yeah scandal has did it again amazed,7
280,its amazing how different people act according to who they are with or where they are surprised,7
281,goal tomorrow is to buy bubbles and watch one freeze outside amazed,7
282,that girl she is straight beautiful i dont care what she says astonished,7
283,i didnt know i had that in me surprised,7
284,this will always be my favourite reaction  surprise,7
285,greys anatomy will always make my day so much better cant believe what happened tonight surprised cantwaitfornextweek,7
287,so much fun singing at the hard rock cafe with pro music academy somuchtalent amazed fun,7
288,shakira singing country she actually can pull it off surprised,7
291,im showing up at my dads office tomorrow unannounced and im really excited surprise,7
292,tricked my man into thinking our phones got cut off little did he know he had a new iphone numbers waiting for him when he got off  surprise,7
293,the fat on the back of your neck is outstanding amazed,7
294,first time i ever seen a line of cars around taco bell amazed,7
295,my dad left for omaha like he does every week i call him tonight to find out that hes in oklahoma and is heading to new orleans surprise,7
296,i actually enjoy working out surprise surprise,7
297,i probably shouldve let my parents know that ill be home for a week oops surprise,7
299,i cant explain how in love i am with users voice amazed,7
300,just dont feel like being a teacher is for me surprise,7
301,no one inspires me more than stanley yelnats dang i wish i had the face of that man too amazed isheevenhuman,7
302,roses are red violets are blue i just spent my whole paycheck and funny story i actually dont get paid until tomorrow surprise norhyme,7
305,while brookes gone this weekend i think im going to replace her gummy bear vitamins with sugar free gummy bears surprise,7
306,i said it before and ill say it again no other style of music requires the soul and the talent required to sing gospel amazed,7
307,just realized im not a fan of double stuffed oreos too much filling for me surprised,7
308,cannot believe how perfect things are right now amazed wow,7
309,i just keep watching my birthday video surprise itsvegasbitch,7
311,scotty mclaughlinwow  amazed volvo vnumbersc,7
314,i love users mentality currently watching his day in the life of rich froning while i study for this theology class amazed,7
315,surprise will come on next saturday surprise magic,7
316,actually going to bed early tonight surprise,7
317,actually did my hair fast surprised,7
319,ugh cant seem to get vids i recorded of valentina doing things many numbermth olds dont do ive been told amazed smartbaby,7
321,i saw someone in su wearing a pair of user happy me amazed aroundthecampus,7
324,just ice on user  friday surprise,7
325,funny how you finally start to show you care the second someone else shows an interest surprise,7
326,i got a twitter crushsurprised,7
327,seriously though god always works things out its amazing what prayer and patience will do amazed,7
330,todays meeting language is english surprised,7
332,nu spelas user  lost forever      lost together full album stream amazed,7
333,just read the speech delivered at parliament earlier today by the agakhan and i must say it was amazing civilsociety amazed pluralism,7
334,user just saw warren tredrea quote on fat tony and co ad had a little laugh mick was right toolol surprised,7
335,her hair looks nice  surprised,7
337,i stalked team kramer this morning then to my surprise i cant believe i saw them a while ago at ccf amazed,7
341,actually had time to do my make up this morning surprised,7
342,amazon prime is santa numberclickpurchase surprise,7
344,just a lil sample of some of the amazing things represent have in store for you you can nominate your head rep roomie partner surprise,7
345,is it at all braches of user tht u cnt deposit money using debit  cheque card number anada accountsurprised,7
346,tonight took an unexpected turn surprise yousaidyouweregoodatflipcup,7
349,snuck into my house at numberam homesweethome nooneknows surprise,7
350,new twitter ui is wowamazed,7
351,happy birthday messages today from people i havent even met surprise,7
352,virat kohli out without scorning number  asiacup surprise,7
353,you dont ever expect a window cleaner when in a hotel do you surprise ontheloo,7
354,if a bitch wants a ring imma go out and get her a ring pop  surprise,7
355,i dont usually talk about presents but how can you not when your present is ibiza i love you girls user user surprise,7
356,discovering louisferdinand hrold piano concerto no number user daily learning surprise iwantmore,7
357,derren brown tonighta amazed freaky iwanttobepicked,7
359,who would have thunk surprised,7
360,having such a lovely day today surprised,7
361,time to tackle this polar vortex fishing niagara this morning fishing niagara trout walleye surprise,7
362,its friday and i have no plans at all surprise,7
363,its a great morning to find money while you are cleaning in a particular place you havent looked in a while surprise,7
364,drizzy user got user on stage during his concert in berlin surprise surprise surprise,7
366,rq ms foster if you ever read this i want to thank you for having the courage to broach a topic that many christians fearamazed nookbook,7
368,yesterday i shared my small space with a band rehearsal physed ss followed muted yoga video while band played teamwork surprise,7
369,hey tweeps we have a surprise coming your way surprise fun web,7
373,the mere fact that ugandans are not panicking abt these cuts on donations it shows they have elephant balls surprised,7
375,sent the hubster off with happy birthday wishesi think he still has no clue about his two parties this weekend surprise overthehill,7
377,looking forward to telling user what her birthday present is later surprise number,7
378,the harpoonist strikes again surprise,7
379,first time in a long time im in a good mood surprised goodmorning  goodday,7
382,just got one of the weirdest gifts ever prpro confused surprise competition,7
383,hurrah its the numberst time that user has led on a ve indyref comment that i can remember astonished,7
385,why the hell is jewel such a lucky place for breeding pokemon surprise,7
387,wow im amazed at this guy sining at cck mrt he is either chinese or malay but he sang a hindi song while playing the guitar amazed,7
388,props to morgyn for always being so enthusiastic in the mornings amazed,7
389,can i just ride this moving sidewalk back and forth for the next half hour amazed,7
390,if your synesthesia goes undetected it would be a great shock to know everyone cant hear colors surprise,7
395,just saw a guy smoke out of his neck amazed,7
396,the play opens number weeks from today surprise puking,7
397,bombawt west indies reach number without lost surprise,7
399,making a video number user smile surprise,7
400,oh look its cold as fuck out surprise,7
402,it is truly amazing how young kids think so innocent and so caring of others amazed,7
403,some things are inseparable from surprise  awe  ingenuity  discovery  foolishness   surprise truth quote,7
404,simply cant wait to see their reaction surprise,7
406,my wifey user n my friend user surprised me last night miss u guys surprise blunt bananabread goodtimes,7
407,nothing like shaving then coming to work the next day realizing youve left yourself a little hitler mustache howembarrassing surprise,7
408,s  o to my wonderful dad for starting my car this morning surprised,7
409,interesting how things tend to work out amazed,7
412,finished all number science prelims with a total of number number  number hours left smile amazed writesofast,7
413,mia kuin is engaged to ashton kutcher  surprise cutestcouple,7
417,long day today in work but excited for my bestfriends numberst surprise happybirthday celebrations,7
419,life changing alteration tomorrow so excited surprise largechange freakingout,7
420,so apparently carrot cake has carrots in it  carrot carrotcake amazed,7
422,user did you get a package in the mail surprise mycollegegirl proudmama,7
423,dymun has completed her number years in the army where did the time go amazed,7
424,cant wait for later party mumsbirthday surprise,7
425,many thanks to allah surprised,7
427,ltlt waking up and realizing you did all your laundry while blackout surprise,7
428,cheesecake factory tomorrow littlesistersbdayweekend surprise,7
429,who would have thought wraith king and sniper would have done so well in a competitive match user user  surprised,7
430,departing nsa chief suggests congress narrow phone collections to obtain only terrorismrelated data surprise cybersecurity,7
431,amazed by peoples stupidity today amazed,7
432,i notice how many people are in this world when im in a airport so many stories and dreams i wouldnt be able number even guessamazed,7
433,lucky your my best mate user surprise,7
434,fire drill at work glad i grabbed my coat surprise forgotiactuallyscheduledit,7
435,user youre going to love me even more neutralface surprise,7
436,number years on youtube i am amazed,7
437,s  o to user for coming home last nightsmile surprised missedyou greatweekend,7
438,you know its going to be good when your google search starts with user bestfrostingiveeverhad surprise overthehill,7
439,woke up to a random phone call from deb saying that were going to nyc hurry up april happyfriday surprise,7
440,cant wait to see where teds taking me to lunch surprise,7
441,forgot id bought myself number cream eggs  surprise,7
443,federer got an early break astonished allezroger dubaitennis,7
444,i feel like user dropped his m  v reaction for snsd just like sm dropped the m  v for tvxq out of nowhere surprise,7
445,since when do dentist chairs give you a massage surprise goodchoice,7
448,nothing like a torrential downpour to reveal that the leaks by your office window are back surprise,7
449,wait so that coincidental russian military exercise on the border of ukraine wasnt a coincidence astonished sosurprised,7
451,won number on a lottery ticket surprise,7
453,districts number could not have started off any better wawa surprise,7
454,just woke up to the greatest news she is still nameless but she is here new little baby gonzalez was born aaaaaah surprise,7
459,very excited to have a shoot with my favorite photographer very lucky amazed,7
460,florida would be hype for spring break surprise,7
461,just watching user and the guys nuts amazed,7
462,where did that come from i have guts surprise notawuss notallthetime lolz,7
465,buzzing for tonight user surprise,7
466,sangakkara has gtnumber runs but just number tons whereas kohli has ltnumber runs but number tons surprise indvssl cricket,7
467,this weekend is going to be good  surprise,7
468,the weird thing about having a blog is forgetting you scheduled a post and suddenly it autoposts to all your social media surprise,7
469,oritenews just in we play with skaters and drowners in hull this saturday at fruit all good yeah surprise,7
470,went to holbrooks office hours hes seriously the nicest guy ever surprised,7
476,hello weekend tgif surprise bigplans,7
477,actually got that the name persol came from the italian words persol for sun wow newsnight surprise,7
479,jeeze continuity on michonnes shirt in this weeks the walking dead was awful surprised,7
483,thinking of going out to see him play tonite excitedcantwaitsurpriseluvtejanomusicsexyhot,7
484,user all i can say is wtf surprise,7
485,wonder astonishment  metaphor works in a strange way two plus two doesnt equal four it equals three awpnumber intuition surprise,7
486,told both my parents i wasnt coming home today but i actually am surprise homewardbound,7
487,working on a new project im very proud ofstay tunedfew more days astonishment,7
488,woohoo my first anniversary of bieng a dj wow good job for me lol anniversary funtime fuckyeah surprise dj toawesomenumberme,7
490,each and every time god has answered my prayers in the past year he has given me more than i asked for and could have imagined amazed,7
496,president ayers stepping down number surprise,7
499,know your girls a keeper when she knows all the words to number to number by dolly parton user amazed,7
500,woke david up by ringing the door bell  surprise,7
503,its definitely been one of those weeks surprised mindblown stressful depressing istillmissyou,7
504,just turned on the telly only to see my dear friend user talking about royal funerals startled,7
505,this beats music app is actually legit surprised,7
506,im being taken out for a bimble tomorrow afternoon and i dont know where yet surprise,7
507,emirates check in at malpensa airport staff not the usual kind like other places didnt get the hotel voucher during checkin surprised,7
508,my school is closing for the day because of the larain wow that sure is something to me anyway surprised,7
509,bags packed  tomorrows going to be crazy surprise,7
510,amazed by the kindness of others  god is always amazing me even after a pretty rough day yesterday amazed thankful,7
513,so my parents have no idea im flying home rn surprise,7
516,absolutely glued to the tele troy amazed,7
518,mum doesnt like what i want for my next tattoo surprise,7
519,and here i was thinking game of thrones was a tlc show featuring bathroom makeovers surprise,7
520,just spending a little quality time at starbucks with user missedher surprise,7
521,user that phone shop stuff was ridiculous amazed teachme,7
522,well the confirmation ticket came in the post within number days how quick is that oz surprise numberdays,7
524,dear lord user   user singing together is perfection i just love both of their voices but together just wow glee amazed,7
526,elementary surprised,7
528,here we go again surprise,7
532,catching up with user how does he do it amazed,7
534,i have the best friends in the entire world best bday present ever user user i love you guys so much surprise,7
536,loved spending the afternoon with two of my all time favourite people user and user chats muffins surprise,7
537,troy is just too much amazed,7
538,only god can take your worst failures darkest moments and turn them into a beautiful story for his glory amazed,7
540,omg who knew lilly singh can rap amazed,7
541,user is actually the best ltnumberltnumber surprise gift,7
542,two more days till my dads surprise numberth party smile sunday surprise numberth party,7
544,dressed down casual fridays and i was stopped for streetstyle on campus what surprised,7
545,so awkward talking to mum when she thinks shes not gonna see me for two weeks shes got no idea shes gonna see me tomorrow  surprise,7
546,number so fast numbermoro is march surprised,7
547,yeah im the best daughter ever  surprise,7
551,dizzy is always killin it amazed,7
552,id hate to think what goes on in my brain i have no idea confused amazed,7
553,as if jay z just came on drunkinlove jigga surprise,7
556,insurance you lie telling me you wouldnt cover eye prescriptions but then you do surprised thankgod,7
559,user i wish i could share what just happened surprise oneamazingfriend,7
560,user my new favourite person to follow on twitter surprised,7
561,i just love surprising people  lol hopefully this works out surprise dance jrotc,7
562,james is home surprise,7
563,the kids dont know im showing up at their house surprise,7
564,did anyone else know there is now a noodles and company in orlando bc im their number fan and was unaware surprise,7
566,peanut butter jelly pancakes are surprisingly good surprised,7
570,ah another ohio state violation surprise,7
573,check your bill for obama care sur charge surprise,7
574,about to make my best friends day she dont even know it surprise,7
578,didnt know oomf could have run uh surprised,7
581,apparently adnan salif is a woman one that kisses harrison scandal surprised,7
582,looking forward to connecting with user next week awesomementor surprise,7
584,news flash people actually enjoy my company rather than my sht surprise gofuckyourself,7
585,s  o to user on that snapchat amazed blessed,7
586,honestly didnt know you could do voice messages on whatsapp amazed whatsapp,7
587,cops everywhere surprise surprise,7
588,so excited for the weekendsurprise,7
589,happy friday stay tuned in tomorrowwe have a surprise for all of our followers surprise happyfriday,7
592,scrimmaged against varsity todayweregoodsurprised,7
595,i bet ville leino would fit inside millers hockey bag surprise,7
599,woah the stlouis blues just acquired ryan miller and steve ott from buffalosurprised,7
600,the look on my moms face when i knocked on the front door gt surprise imhome,7
601,just watched a numberyear old watch in awe as her mother praised god with arms raised at the global missions conference at fbc tonight amazed,7
603,i was blessed with a blue and white loperthemed knitted hat and scarf on my door step when i got home loper surprise thankyou,7
604,user spending a weekend away with most amazing boy inlove surprise trip date,7
606,so my mom is taking me somewhere and wont tell me where surprise actuallyscared,7
607,come join the celebration tonight at user itsaparty birthdaysex foodporn booze detroit motorcity funnyordie surprise,7
609,probably call her later smile sheknows surprise wegonlast period,7
613,user did i really just run number miles with user yes i did now where can i lie down surprised hungry,7
617,so much respect for the cheerleaders amazed,7
618,for no reason whatsoever user sends me a user gift card amazing thats the perfect gift amazed,7
620,love finding money unexpectedly surprise gifts,7
621,little cameo from skinny pete aka user in prison break surprise,7
622,what are some good pizza spots in the west valley my friend user wants to know peoria glendale surprise avondale goodyear,7
623,god i love your plan for my life its so amazing to see what all youve done for me youve made great things out of the terrible amazed,7
624,your gonna break another promise    surprise,7
628,user   user just fought over who was going to bust the can of biscuits open  surprise jackinthebox,7
629,major achievement of this rainy friday afternoon impromptu performance of twohour nap surprise bigwin,7
632,user woman youre speedy amazed,7
634,i saw user in college when she was supposedly sick she had the most amazing voice live ever things havent changed amazed,7
635,and tonight i set my heart freeridaastompamazedloveit,7
636,im on an airplane to chicago thats almost like a midnight train to georgia surprise,7
638,i knew of him but after hearing seeing what i saw on swayinthemorning i just woke up cus ive been sleeping on user amazed,7
640,follow the drinking gourd is playing on the toddler music station surprised impressed,7
641,i know my moms pin maybe i should just pay for it myself surprise,7
642,madelyn is having a blast at goofballs amazed,7
644,user youre a beast amazed,7
646,riding in evans new truck happy sweet number little brother  surprise,7
647,not going out isnt bothering me as much as i thought it would surprised,7
648,how did i manage to pull an a in ap history im so confused amazed,7
649,user had no clue i was rolling up to marquette this weekend surprise  wisco,7
650,im just saying that my friends are going to love me when i get back tomorrow night i cant even say why surprise,7
651,nofrills is officially underway they wont believe whats coming next surprise nofrillsnumber,7
653,lol dad bought a hamster without mom knowing surprise,7
654,going into macys to shop and find out i have a number giftcard surprise macy shopping,7
657,user user watching beyond through ie on xboxone and it didnt blow up amazed,7
658,my dad is watching starcrossed on his own free will surprised,7
660,user you should work on getting a kid tonightthey are twice as fun as those surprise bags surprise,7
661,mad props to the number fr relay acut goinnumberthashow hailwv amazed,7
662,user literally has the voice of an angel amazed wishiwasnttonedeaf,7
664,when a girl you crushed on randomly hits you up gtgtgtgt surprise,7
665,captionphillips was actually good surprised goodpick gonnahavenightmares,7
666,did this week just flew or was it just us who felt that astonished lookback,7
667,so i just get out of the shower and im wearing my robe when the mailman knocks on my door guess what im naked surprise,7
671,we have only been at dnow for three and a half hours and gods presence is already so overwhelming amazed inawe,7
673,now at the american cemetery amazed,7
675,i have a newfound respect for fat people  the mobility the stamina the endurance  astonished baffled,7
676,first time watching boys gymnastics  amazed,7
677,all of these pleas for help for these troubled children and not a father in sight  beyondscaredstraight surprised,7
678,woah hello demi lovato on greys  surprise,7
679,i love how beautiful orlando looks i think im going to become a gajillianaire and buy it amazed,7
682,so i suck at basketball but i aint that bad on defense surprised,7
683,lololol i just found number in a card i got for my numberth birthday surprise oops,7
684,when you think you know someone  surprise,7
686,nonstop is a fantastic movie must see it amazed,7
687,thanks user and everyone else that helped make this the best birthday ever i love you guys surprise party,7
691,got my prom dress excited  exciting withmygirls surprise,7
692,jacob hespler killed it searsnumber amazed,7
693,get home moma went to the bar  surprised,7
694,i cant believe im just now discovering user literally two of my very favorite things amazed,7
698,a good dinner date tonight with user was amazing blessed amazed great,7
703,user wins best gift giver wow that was great peaches surprise,7
704,took out my contacts and forgot to put my glasses on and happily proceeded to the rock i finally realized how blind i am amazed,7
706,my night just got a million times better now that user just showed up surprise,7
707,they dont even damarcus cousins playing tonight surprised,7
708,sadness is an addiction amazed,7
710,hey user guess what i love wings surprise,7
711,highlight of my day seeing  some of the football guys surprise,7
713,the grandma couch dress bride looked beaitiful at her wedding surprise syttd,7
716,saw a friend tonight i hadnt seen since before xmas she had a baby number weeks ago didnt know she was pregnant until number weeks ago surprise,7
720,omg jake is actually playing league amazed,7
721,tomorrow is about to be a really good day surprise excited,7
722,i thought it was aadhar card and not aadhar paper    surprise,7
724,had an awesome night sonofgodmovie user to much fun surprise,7
728,ive never seen church like this in my life like ever amazed,7
730,every day i play the game of how many episodes of breaking bad can i watch before i want to cook meth and today its only number wow surprised,7
731,dont no wjat to do any more cant believe she would do this to me surprise,7
732,ill follow johnny football excited about my new jersey purchase surprise,7
733,displaywindowrevamp another way to elevateyourbrand and yes we can help your business shine brand surprise az numbergoals,7
734,told user i was born on new years eve and she asked if it was the numberst or the numberst amazed thatsabrookecomment,7
735,what a great night amazed,7
737,user in other news user tooth fell out at dinnerr u kidding me surprised,7
740,bates motel is a lot more interesting then i thought  surprised,7
742,i knew i should have stayed for beers after work surprise,7
743,now ahmedabad have many wifi areas cz of user a big thank smile yogujsodeveloped  amazed,7
744,oh surprised,7
745,the stars are beautiful out here in philly id never see this in detroit amazed,7
746,its incredible the number of my residents who understand spanish after inebriation surprise laverdad raproblems schroedernumberlife,7
747,the amount of trashtalk and lies that some bleeding vagina can tell amazed,7
750,wow watching new mexico gameday and jp said leading scorer in state is at number wow surprised iwouldhaveranawaywithit,7
753,holy f shark death by pool q wielding environmentalist in a bikini lolz sharknado surprise,7
754,the tonight show bloggers make the show feel so personal amazed fallontonight,7
755,tonight turned out better then i couldve ever planned  surprise,7
756,i honestly wonder like what goes through peoples heads do you even think amazed pplsuck,7
757,tomorrow i am going to do something extremely nice for the girl i consider my baby sister surprise,7
758,show up to work to find out that im training a new nurse surprise,7
762,what a miracle just right on time amazed,7
763,walked into my room and boom georgia surprise sleepover thebest bulldoglove,7
