,clean_text,label
47,do you think its appropriate for an assistant principal at a jr high to dress in numberin heels and skintight leopard print pants curious,1
48,what did your imessage say babe im on skype user  curious,1
49,wondering  who actually sees my tweets  rt interested intrigued letsee,1
50,now who would send me a heart shaped happy birthday gift on askfm curious anonymousisbad,1
51,ive always wondered why guys look down at their peen when it goes in and out the vag curious weird,1
52,keep calm and get placed jobless mba curious,1
53,user was thinking about what the colts owner had to say about manning and does the results of the sb solidify his statements curious,1
54,what is it with me  if youve owt to say say it please interested,1
55,going to have to learn more about user now interested vocuswebinar,1
56,do any of you think cuckoo clocks will make a comeback curious wishlist,1
57,how do you deal with a bad review im terrified for that moment curious slowpainfuldeath chicken illhideunderthecovers,1
58,is it me or does it feel like im in a mind state that i cant predict everyday curious expressyourself,1
64,anyone wanna rp i wont bite  curious,1
66,happened to catch a snippet of queen latifah show she was giving out dvds do people still care about this medium inquiringmind curious,1
68,user what colour are your eyes ryan curious,1
69,user so what is the official anc standpoint on the uganda gay saga curious,1
71,anyone online who wants to dm curious,1
72,user user why do women say  its fine when its not curious confused,1
73,user hey bro can you send me in the right direction on how you created mobile nav on your site in hs curious,1
75,someone has just been taken off the plane by the police  i wondered what happened curious,1
80,question for everyone do you pay more attention to google or yelp reviews curious,1
81,user what you think of the spiritual advisors on ai this season do you wish they would have them number seasons ago curious,1
83,user i read a tweet from u  way down ur tl something about a swanson baby care to elaborate curious parksandrec,1
84,whats your favourite card of the major arcana curious majorarcana arcana tarot,1
85,have you heard of ppl user that just favorite tweets instead of responding curious,1
86,talking of favourite players does anyone have a favourite player that isnt that clichd or obvious curious,1
87,when will the next james bond come out in theaters curious,1
88,so aside from taking pictures of yourself what else are you suppose to do on instagram curious,1
89,mandem would you feel comfortable if your girlfriend earned numberk more than you curious,1
91,user user amber taylor number  eager itsonlythursday,1
93,user so amy how do you eat your cream egg curious,1
94,how does welbeck n cleverly keep getting in england squad  england curious,1
96,whens pancake day curious,1
97,feelin good but wondering what my future holds curious confident hope,1
98,i saw a sign southern exorian at my place whats that mean anybody curious,1
99,da fuck just happened in the rotunda that needed a huge cheer curious,1
100,nowwatching user curious,1
101,i actually just want to hear your responses curious pt,1
102,user you should post a selfie  curious,1
104,why are some people so bloody nasty and disrespectful curious,1
106,user why is this ad campaign necessary to everyday citizen isnt yegnumberlrt already by yegvote curious yeglrt yegtransit yegcc,1
107,i wonder if there is anything that user fears as in any little silly things curious,1
109,i wonder how many guests an oscar nominated actor can bring along on the night oscarsnumber curious,1
110,your bio says not so real user are you planning to be  real again curious,1
111,i do wonder what it sounds like when people hear me sing with my headphones in curious,1
112,really though are baked potato chips really that much better for you curious explain,1
113,relaxing after having finished writing my english coursework in number under numberhours and number words over oops eager,1
114,biweekly email is that not fortnightly then curious,1
116,if you could ask me anything what would it be  curious,1
117,what is jonathan de guzmans celebration about  curious,1
119,wondering what user may have planned for me curious,1
120,just curiouswhen did it become inappropriate to have a guy as your best friend curious,1
121,really want to try yoga might sign myself up for a few classes curious,1
123,is it me or is user doin a lot more testing than other teams everynumber seems quite quiet on the testing subject curious btcc,1
124,is there a girl out there that i could serenade curious,1
126,which one dese heauxs workin curious,1
127,my parents questioned me about driving with a giant stuffed animal but couldnt care less about me traveling number miles curious,1
128,nothing great was ever achieved without enthusiasm,1
129,user  sis just ask what province u from coz we have both rare midlename curious,1
130,i wonder where this is gonna go interested new,1
131,user when do you guys planning on rolling out android number to tfnumbert owners impatient curious,1
132,i want to test out user and user curious,1
133,does someone know is lea got an adres for fans to send letters to her curious leanatic,1
135,i hate when i see a tweet about someone but it doesnt actually say who its about curious,1
136,who cushiin on me    curious,1
137,user im wonderingwhats your favorite animal i feel like youve said it before but i dont know lolface curious,1
138,why are the tweets about chip sandwich  curious,1
140,not seeing and no one hearing from someone for so long you actually being to think they are dead curious,1
141,ever wonder how one day u wanna be somebody who u dream of being for a long time curious,1
142,now im wondering if this guy from user ever gets asked if hes an olympic figure skater curious,1
143,supporting cheerleaders everywhere enthusiasm energy motivation,1
147,i really wonder what goes on in the minds on infants curious,1
149,user if i still lived there would i go to mc or mv curious,1
151,weird question of the day can you cook  bake curious behonesttoo,1
152,question of the day why do people like to judge lgbt people call them fags queers curious speakyourmind,1
156,gutted i didnt get my hands and mouth on adam tonight i will one day temples interested,1
159,is it true that when a penis is shaved it looks biggercurious,1
161,i wonder if oomf has sang to oomf yet lbs curious,1
162,user i am hearing about you guys more and more all super good stuff time to give you a try curious,1
164,when i get a snapchat from the friend who sends lame selfies in every pic i know what it will be but i still hafta open it see curious,1
165,anybody know where missy elliot disappeared to curious,1
166,i wonder what goes on in area number  curious,1
167,i wonder if mom saw the note that i left tellin her i broke into her house curious,1
170,user having a bourbon tasting wondering why there are no ages posted on blanton bottles curious,1
171,im beginning to wonder why  curious,1
173,do people still use the term pda gpltshape curious,1
174,so whats everyone having for dinner curious,1
175,user whats got you so excited  curious,1
176,sometimes i wish i was guy just to know what getting head is like curious,1
179,do yall think megan and liz are waiting for when they hit number million on facebook to release mandltalkdirty  curious,1
180,user yet to try more saud  middle eastern ass go on call her friends lol hola how goes it curious,1
182,does it bother some women when they have number children and each have a different last name nodisrespect curious curiousity,1
183,has any guy in the world ever counted the number of cum shots theyve ever had curious notgay,1
184,subtweets got me thinking like who is you talkin bout i wanna know curious donthideit hmm,1
185,i wonder what life would be like if i still lived in russell  curious,1
187,user do you think all these top number losses in ncaam is going to let okstate to sneak into the rankings if they beat ku curious,1
188,u damn right  u ate off me for da free u damn right ineedthat with interest,1
189,does olivia looks pregnant or nahcurious scandal,1
190,i wonder whats going happen between us are we going stay friends or get back on it  curious,1
191,who would punch a bitch out faster  marv albert or ray rice curious nba nfl,1
192,user waiting for the foodieinme contest winner announcement  excited eager hopeful fingerscrossed,1
193,i wonder what you say about me when im not around curious,1
196,mobwives what does big ang smoke  mini cigars curious,1
197,what has two thumbs and enjoys doing homework  this guy   enthusiasm,1
201,now who the fuck told u that u can sell dope and stand right on my block  huh   curious,1
203,why is it called making out curious,1
204,i wonder if for one day the entire internet crashedwhat would happen curious,1
206,in two weeks its working out arms football boxing beach sneezing etc eager,1
210,subtweetin curious george,1
211,user  im a huge fan my friend is there a reason you choose lions as your avatar curious,1
212,would they even notice curious,1
213,manana es el dia  curious itsasurprise wondering,1
214,user  are you a cowriter on any of the songs on ecs new record  curious,1
216,when will peeps realize that you get what you pay for especially in this industry curious dj entertainment,1
218,if you havent watched user s reaction to an amazing play by his team then you havent lived enthusiasm bcgs,1
219,user is jimmy coming out with anything new just wonderingcurious,1
221,so if i left would anyone notice curious,1
223,user you love disney movies as much as we do are you also a harry potter fan  curious,1
224,well im not getting any sleep tonight eager,1
225,is it just me does anybody else wonder who took the bit out or the apple in the apple logo curious,1
226,does every dude know that one bitch whose mere presence just makes your dick hard or am i just not normal  curious,1
227,user just having a look at the link can you tell me more about it interested,1
228,if i tell you what i want will you give it to me curious,1
231,thanks for the atom invite github curious,1
232,what circumstances would a ceo be encouraged to vacate their position share value drop loss projection business curious,1
233,i want to be apart of a rave party so bad curious partygras,1
234,how do you know the difference between giving up and moving on curious,1
236,earliest ive been up ad ready in a while eager,1
241,im ready for something real no part time relationship im just scared to get heart broken curious,1
242,has anyone ever seen jay z grow a beard curious,1
247,i wonder if bona and simbas playlist have koffi olomide in themcurious,1
248,lots of cameras tv  film production equipment ambulance people milling around user this morning whats going on curious,1
250,whats up with the xs in usernames notkidding curious,1
251,if you win a car off itv morning telly do they pay the insurance curious,1
253,octopus eight legs squidward kraken gurita cumicumi interest,1
254,user where do you sit at anz curious,1
255,user why mandla and lexi wears under wear most of the timeis it that hot in bbs house curious,1
256,doing a remix of user wusgood  curious,1
257,why did we stop talking  curious,1
258,so riddle me this where do fruit flies hang out before you open the wine absent beforehand pop the top and hello in abundance curious,1
259,why do we say that wearing ties looks businesslike for children when only men will ever wear them in a business environment curious,1
260,with the whole holiday prices during term time thing how influencial would discounts being offered help you choose a company interested,1
264,the friday question has anyone in localgov ever crowd sourced the public rights of way definitive map curious,1
265,to all my followers  why me did i do something or was i just a random person to you please let me know curious,1
266,user who is julias love interest smile human or an atrian haha starcrossed excitement glowingarm atrian curious cantwait,1
268,user morning whats shaking at cincy state im here working and so is one of youre vans curious,1
269,anu ang clingy curious,1
273,turning up to the orthadontist just an hour and half early eager,1
274,someone plz lend me number til monday n ill give you number pound back interest,1
275,user what time is the february freestyle dropping curious,1
276,leapers what do you do when your birthday falls on feb number curious,1
277,how much marks i get for yesterday presentation curious,1
278,user will the mag be published again didnt see a jan or feb edition curious,1
279,box update after the box of ghosts things there was is little cute bug i wonder what it is curious,1
281,user do you know if chris motionless draws his eye brows on or if theyre tattood curious fuckininfamouseyebrows,1
283,user user saw the user video promo last night at the matt redman concert awesome rescuingsouls interested,1
286,how long is a bottle of shampoo supposed to last curious random randomthought,1
288,now that i have brown hair is it wrong for me to wear red lipstick number  number redlips curious classy brownhair,1
289,user wonder if you ever get bored at home what do you do for recreation as a hobby or something curious missyoumahi,1
291,might go have a quick throwing session eager,1
292,i wonder if an user talent or workers have the user curious,1
293,wonders when twitter counts your tweets does that include retweets curious,1
294,work tomorrow curious,1
296,anyone else confused how ash just knows the new moves his newly evolved pokemon can do do he just know or studies dontjudgeme curious,1
297,whats your favorite album of all time any genre curious,1
298,cheesiest marketing line go ahead and click this link you can thank me later has anyone ever been thanked in this scenario curious,1
304,thinking of creating an anon for those of you out there like user   user  and others how did you start curious,1
305,three broad men taller than the train i follow them into the redline car fascinated brothers mbta curious,1
306,why keyna hal ape whats the matter with anes really curious,1
308,only my child looks at the spill proof gyrobowl as a challenge curious everythingisanexperimenf,1
309,if you can be whatever you want on twitter why do so many people choose to be ignorant morons curious,1
310,user why are the deals on xblg not as good as user s  ps ones this comes from a xboxplayer not meaning to start a war curious,1
312,if lebron actually does go back to cleveland how many of you will go back to being cavalier fans alongside with him  curious,1
313,the amount of photos that user made the photographer on carver take of us last night was ridiculous eager harassed,1
314,just wondering what limited to number copies means arent this the regular amount of copies labels producing nowadays curious,1
316,user if only i was old enough i would gowhere tocurious,1
317,very interesting mini workshops around all the senses i ended up in the one on vision where we looked at perception curious,1
318,wonder what my life would be like the other way around  curious,1
320,if volkswagen is pronounced as fokswagen then why volvo not as folfo curious,1
321,user hicyndiare you all going to see oscars which movie you support for curious,1
322,quick open your desk drawer    whats the first promo item you see curious,1
323,how many midgets can fit in a washer machine  curious,1
328,one question for seda students what kind of extra activities would you like to take part in march tell us we wanna know smile curious,1
329,share and follow me curious of the amount after the weekend challenge tweets twitter curious justdoit like,1
330,user whats up with the number seconds of silence at the start curious,1
333,what do people know about chia seeds curious,1
335,why am i even thinking about dying my hair blonde just to see what it would look like curious,1
338,is it considered bad form to post on a forum thread where you were the last person to comment even if that was weeks ago curious,1
339,user why do you capitalize some of your words curious,1
340,hey user do you know when michael pineda is scheduled to make a start or appearance curious springtraining numberthstarter,1
341,jacks just asked me if he can borrow number interest,1
342,where is bitcoins standing in the world economic forum  curious party,1
343,user first off mark grace is my favorite player not a hof lock bt how is chick hafey in hof grace nt on ballot at all curious,1
345,what does how big of a truck you drive decide whether you are a boy or a man curious,1
346,would you still be christian or muslim if born to parents of opposite faith questionoftheday questiontime answerthis curious religion,1
348,what game are you trying to play curious,1
349,user odd questionwhat is the black spot on the front of seths deska keyhole do you lock him in here curious,1
350,just emailed my tutor and she replied in number minutes eager,1
351,what does freedom of religion man to you questiontime questionoftheday answerthis curiousconversations curious iwanttoknow,1
352,doing dead lifts is help u jump higher  curious,1
354,hey user were making your website question do we put chad and your logo on their curious,1
355,how about appling aftershave on the head curious,1
356,is there life after death curious,1
357,user will i be able to live stream the oscars to my ipad sunday night curious,1
360,user wondering if you ever did a video for playboys of the southwestern world curious,1
362,dont u niggas feel less of a man when u always got your hand out asking your girlfriend for something  curious,1
363,user are you racing at all this nascar sprint year curious hugfan,1
365,is ever month going to start with a new moon this year curious,1
369,any nymphos on my tl  curious,1
371,just had my roof down for the first time this year  summerscoming eager,1
373,hello my number followers i post tweets and dont get responses do i waste your time should i stop maybe im wasting your time curious,1
374,why whatsapp feels better than facebook messages i strongly prefer whatsapp over fb to message my friends but cant explain why curious,1
375,was federer just really good today or did novak not play that well curious,1
376,what kind of content isnt allowed on twitter curious,1
377,so has anyone actually asked user if her rice dumping was inspired by user  curious survivor,1
378,user did your dad and user ever put aside theyre racing rivalry did they ever become friends at all curious,1
383,whats a dollar worth these days if either pole is missing the result is death tcot interest truthiness libtardo,1
387,this is the day of ff im waiting to see who will be the next ff of user smile curious,1
388,what do the gritter employees do when theres no frost and in summertime thoughtworthitssalt  curious,1
389,just heard a chic behind me say i need to axe you a question to her friend is it really that hard to speak correctly curious,1
390,anyone else remember those letters we wrote freshman year in health class to our future self when do we get those back curious,1
391,looks like just about every leaf metal football on ebay is listed by a leaf employee yet distributors just got today curious,1
392,one thing ive learned past number months sometimes its better to stop looking clues pick and stick training curious,1
393,do all men feel aroused through nipple stimulation sadly isnt the weirdest thing ive ever googled curious,1
395,hey user oscar let you know he visited a user bookfair where he was in a book they published u deleted his info curious,1
397,how can people afford for things if they dont work i dont get it i work my arse off and still find myself hard to save up curious,1
398,about to start watching oitnb  curious,1
399,cant wait to hear the user line up tonight on  user show smile got mine n my besties ticket this morning smile eager ravers,1
400,user if its a poem about poetry is it recursive or just selfreferencing metafiction perhaps curious poetry amwriting,1
402,to make discoveries you have to be curious about why the universe is the way it is  isaac asimov  truth curious questioneverything,1
403,i wonder if the user and user have figured out what song they are going to beat into the ground during championship season yet curious,1
404,user tell me something no one knows about the fourth album  excited curious,1
406,user wonder if you have a moment of emotional outburst when you fall in love with your ownself coz thats so bound to happen curious,1
407,all we know is its a fourth year curious,1
408,i only ever search perfume collection videos on youtube what is your most searched for video theme on youtube curious,1
409,we can say the world is crazy and people dont support one another but arent we people arent we apart of the world just curious,1
410,is the blonde roast actually stronger than the dark or did the barista just trick me user curious,1
413,yo user what do you use for youtube on your windows phone i used to use metrotube but the last update is causing a problem curious,1
417,what are your corporate colours and why  curious,1
418,eric dude i know you urged me on the air friday not to rent gravity on dvd but i cant wait any longer sorry user eager,1
421,heading out to newport tomorrow to visit new friends user wonder what ill discover curious,1
422,were curious which do you prefer twitter or facebook  curious impartial needbothplatforms socialmedia,1
423,user jakson alvarez philanthropy chairman and the creator of user  excellence involvement philanthropy,1
425,user how is out exactly that women are supposed to act curious,1
426,does lakers play tonight curious,1
427,i really wanna know why we dream what we dream curious,1
429,user thanks for following us hows life treatin ya in scotland curious jbdr,1
430,i wonder where ill be in number years curious,1
431,good yac meeting last night thanks to user  for the presentation yql youth involvement,1
433,registered tommy for kindergarteni told him about it and he puts on his book bag and said he was going to wait for the busenthusiasm,1
434,wonder what guys think with tho curious,1
436,is looking at photography jobs nosey interested,1
437,user what was viewer reaction to thurs debate in parliament on welfare reform like anyone here want to comment  interested,1
439,someone in numberst period religion tell me what happened curious,1
441,cc userusersmileoes anyone see tambuwals wife in govts organised eventsdoes anyone even know her is tambuwal marriedcurious,1
442,miami conference bound peeps  what dates will you be there for curious,1
443,i want it to be number years down the road to see what lies ahead in my future curious,1
444,whats your favourite food to eat user user  curious mkr,1
445,excited about my godled godbreathed godordained future no matter what it may hold he is good he is faithful curious excited,1
447,whats more painful getting kicked in the balls or giving birth curious,1
450,user whats with the  numberth bday  curious,1
451,if a woman is pregnant can she still use the hov lane curious,1
453,why does every girl tie flannels around their waists now  curious,1
455,i keep hearing about kill la kill is it really that good curious,1
456,jeepers whats going on on the late late show tonight tweetsgalore curious,1
457,going to check my bank at midnight to see if ive been paid eager,1
458,i dont usually venture reddit i wonder what kind of stuff is posted there curious,1
459,do you doodle  art curious,1
460,what age do you stop growing curious,1
461,why is it sunny all winter until this particular weekend curious,1
463,why do guys have to be so confusing curious confused,1
465,whats your plans for the weekend guyswork rest or play curious,1
466,with great reverence  mt user i wonder how does one correctly address user my ladies your highnesses curious,1
468,user how is your early career prospects paper coming along kwanghui interested,1
470,user how many west african east african south or central african local flavours have you interested,1
472,why do some people that dont follow you on twitter favorite random stuff youve posted  curious,1
473,user can you track shots on the driving range as well or only while playing round curious,1
476,user you finally reached your goal of a thousand followers smile now what smile curious excited,1
477,bath vs shower curious,1
479,user who your bae  and didnt told me and user lol curious,1
480,user if you check and the wait is number minutes why is it number minutes later and i havent had my hair cut curious,1
484,user i saw two ambulance and some police on campus today any news  updates curious,1
485,i wonder who oomf is referring to  curious,1
486,cant wait for the awards curious,1
487,the fact that i get under your skin and i havent even said anything to you is sad i dont have any problems with you why do you  curious,1
491,user who cleans your cars in scotland when does the contract come up for tender  newkidontheblockeager,1
492,user do you just rip off the sleeves off of all of your shirts user and i would like to know curious,1
493,is there a best day if the week to fire someone monday friday curious question,1
495,did yall plan to take it in there or curious,1
497,what happens if you get scared half to death twice curious,1
500,wanna be fake friends and bring me a charger curious,1
501,i wonder if midnight groovers were asked for permission for their baseline for that konet vive song curious,1
503,hey user will  you be willing to teach user and user if they are interested in learning mandarin lol curious,1
504,blues getting ryan miller is surely stabilize their chance to win a stanley cup have st louis won a cup before curious nhl trade,1
507,user user user do you think are the number most successful businesses for budding entrepreneurs curious,1
508,how the hell a dead person have a twitter does god allow twitter in heaven now curious,1
510,user what is the story behind the name doug lace curious,1
513,some people are paralyzed in their limbsmany more are within their thoughts enthusiasm faith,1
514,does your boyfriend know youre single curious,1
515,user made my hair so soft in numberth hour and she didnt tell me how curious,1
516,hey user  why do i fall inlove with someone that doesnt even know i exist and the bad part is i really fall so hard curious,1
521,user hey raptors when you do a home game do you sing the canadian national anthem curious,1
522,user had me dying on the video bomb enthusiasm believeland,1
523,freaking awesome post game interview with user user and user gocavs tripledouble believeland enthusiasm,1
524,love the user interview bombs post game the face of whoever theyre interviewing when hes coming is priceless enthusiasm cavs,1
525,user you funny guy you  great game  enthusiasm,1
526,tristan thompson is really weird enthusiasm,1
527,user user user uncle drew triple double enthusiasm,1
528,user congrats user you are awesome user you have the best job ever enthusiasm believeland gocavs,1
532,sometimes you just dont know wether youre being treated different than everyone else or do they treat everyone the same way  curious,1
533,hmi wonder what california is doing curious,1
539,i wonder what was going through the mind of the person who invented doggy style in sex curious,1
540,she wasnt that thick in high school i wonder if she can work it better too curious,1
541,false alarm apparently you use mediacom i will find your ip address and i will hunt you down paranoid curious,1
545,apparently too many people are currently using my netflix account curious user,1
547,user whats the number mean curious,1
548,user is so pretty but why doesnt she have a bf curious,1
552,are sadie hawkins dances real sadiehawkins curious isitawhitepeoplething movies conversation,1
553,when are turtle necks coming back curious,1
554,who would be a good girlfriend to me  curious,1
556,whats your all time favorite bible scripture  mines john numbernumber curious,1
557,anybody have an update from the luke bryan concert curious,1
559,user you say it almost every show so where does bye felicia come from random curious,1
560,ever wonder what an older person was like as a teen isuredo curious,1
561,perks of going to an all girls a school the toilets are painted red instead of the traditional white vibrant life interest,1
562,user whats the price of bowling and drinks tomorrow afternoon curious,1
563,user what feels like seeing miley in front of your eyes curious,1
564,wonder what some people say about me curious,1
566,no kids but my exs call me their baby mama somebody please explain soconfused and curious,1
569,have you ever loved someone so much you give an arm for not the expression no literally give an arm for user eminentcurious stumped,1
573,how does ones ass have the hiccups curious,1
574,i wonder is my anti  ex bestfriend  my  up curious,1
575,google user then google user  post results to user  curious,1
577,i wish i could see myself how other people see me curious,1
580,always wondered if i will make new friends when i go to uni curious,1
581,i sometimes wonder if people pretend to be someone their not because they want attention or folks to love them curious,1
582,ever wonder why the flappybird doesnt stay on the pipes even when it crashes them at centre curious,1
584,i have this urge to confront and talk to someone and find closure between what happened between us closure brokenfriendship curious,1
585,music always come to me when im just about to sleep do scientists get equations stuck in their heads when theyre trying to rest curious,1
586,user sat ready and waiting on twitter to try and bag myself some adidas hamburgs eager,1
589,i have to get up tomorrow who has to set an alarm for a saturday curse me for being a part of things on campus involvement saturday,1
590,whats the plan today curious bored,1
592,user while you were at disney world did you happen to get a picture with winnie the pooh curious fjf,1
593,how are you improving the productivity sales in your business enthusiasm passion drive integrity,1
595,user what do you and susan do number hours before such an important match  curious indopakexpress,1
596,user hi benjamin noticed you are a journalist what is your focus interest,1
597,i dont understand the random accounts that follow me like are you a real person or is this some catfish shit curious,1
599,all packed and ready to go an hour too early eager,1
601,the world fascinates me curious life,1
603,writersif anyone is awake do you have a goal on how many books you want to sell per annum authors curious,1
604,my mum was probs first to get the number reg turned up at the garage at number this morning eager,1
605,is anyone else one of those people who cant walk by a charity box without donating some spare change curious charityhelpinggoodmorning,1
609,when stylists go pulling do they have to buy everything then return the rest later curious,1
611,why do he prefer talking to me everyday curious,1
613,a scientist is a child confronting natural phenomena that impress him as if they were fairy tales marie curie quoteoftheday curious,1
614,i wonder how high molly can get a nigga on it all day hm curious,1
615,ugly girlsfeeling gwapa pretty girlsfeeling ugly wtf curious,1
616,so if someone on your facebook pretends to be you thats classed as frape so would that make twitter twaped curious,1
617,now wondering why user and user are up curious,1
620,kept speeding on my driving lesson eager,1
622,playing catchup with user not too sure about this series yet needtokeepwatching curious,1
623,sat in dark movie theatre waiting to watch robocop dude next to me watching the trailer on his phone eager,1
625,baby doll mai sone di whether sona refers to sleeping or gold curious,1
627,numbersmileays to go eager,1
629,who reckons i could pass for a kiwi curious,1
630,just bought a grapefruit juice at the gas station the cashier threw both hands up and said grapefruit juice rocks  enthusiasm,1
631,i have my hair differently i wonder how its going to turn out curious,1
632,user what is your new book about author writers curious,1
633,now i wonder is hockey played in afghanistan curious,1
634,i met the person it was invented for user user why so curious,1
635,war is inevitable btwn ukraine russia over cremian just like russia and georgia fought over kosovo ussr war power interest,1
636,user hip  sisie asantetwi humanbody what then will one call the waist curious,1
638,must find a way to get it eager,1
639,i want to go to the arnold classic today ive never been to one and people nowadays are too geeked for it curious,1
640,i have almost written half of my english already  eager,1
642,user if the whole world was listening what would you say curious latenightthoughts wherearethousleep,1
645,thinking about being a flight attendant curiousadventuretime,1
646,user what software platform are u using for support curious,1
650,soo there was a freestyle lesson that someone wanted this morning but i wasnt here so he couldnt  do it  curious,1
652,user will you be announcing or posting the results if the competition soon curious,1
654,hm tj has a sick computer does that mean no livestream today curious punkists,1
655,i wanna perform soon hm  curious,1
656,am i less gay for not appreciating beyoncs lack of talent curious,1
659,when making a bowl of cereal dyou put the milk or the cereal in first curious,1
664,user can a batsman take a run if he gets bowled on a free hit ball curious,1
666,just received a lovely user package curious,1
668,hm user owned by user hasnt tweeted in almost number months last blog entry is over a year old app stale curious,1
669,user nuclear star boomesh movie enters number crores club yaru andha boomesh curious,1
670,to all the guys there would you be wearing the hot new trend called meggings male leggings curious fashion mensfashion,1
671,why do people scratch their head when they thinking does that help  curious,1
672,papua new guinea has the worlds highest percentage number of marijuana users in the world curious,1
673,just a question do incompetent people realize they are incompetent or do they think all is well curious,1
675,whats the longest youve sat on the toilet for curious,1
676,why did kamikaze pilots wear helmets  wwii curious kamikaze pilots aviation,1
680,user do you adore yourself thinking of some great stuff that you normally do is it possible for someone to adore his ownself curious,1
681,i know youve always known but how long have you really known curious,1
682,user what do love the most about being an actor craig curious,1
684,user what are your thoughts on russia in ukraine  curious,1
685,hayden panettiere what are your thoughts on russia in ukraine curious,1
686,user one day in sweden the next pariswhats nextcurious,1
687,user what are your thoughts on the current situation with russia and ukraine  curious,1
692,we can colorize bleek situations anytime anywhere enthusiasm,1
693,watching lalanas play after a long time eager,1
695,when do you doodle  abstract distracted curious,1
696,wrestling is the only sport i know of where everyone yells fk yeah every couple of minutes lol interested,1
697,user wassup babehave not seen any tweetscurious,1
699,who took down our pong table last night haha curious thankyou,1
700,has anyone found metallic rainbow loom bands user curious things,1
701,i wonder what come dine with me would be like if you took the money element out of it curious,1
704,why do birds love statues so much curious,1
705,why is there a microwave oven in the public bathroom  curious neverseenthatbefore,1
706,user come on numberoclock been wait number thousand hours eager,1
708,can it be thursday already im serious about this college stuff eager,1
710,first i broke my mirror in a half now its shredded in million pieces what does that say about my future curious,1
712,i think this announcer is more excited than some of the skaters hes announcing enthusiasm,1
714,user how warm is the building going to be tomorrow curious,1
715,its rumored that women dont bleed when in waterdoes rain count periodproblems rumors curious movingtoforks,1
717,so guys what did pitso mosimane say this time as user lostcurious,1
718,user was the goal celebration for the sky blues numberrd goal today directed towards your cocommentator  curious,1
719,user what would you do if weed never existed how would you cope curious,1
720,lknumbernumber lukes portrayal of jesus isnt so black  white i find myself asking constantly why did you say that jesus curious  letsgonumber,1
722,has anyone posed anything interesting when the google maps vehicle drive by curious,1
723,literally sat outside katsuya until it opened eager,1
724,something in your features scattered me  eager,1
725,user hi jemma always wondered what does the defying gravity lift feel like uncomfortable fun number curious,1
726,i wonder if user  are stalking twitter whilst backstage to see if the fans are all talking about the surprise hm curious,1
728,user just wondering if you liked the tunes i played at user today curious,1
730,maybe someone in your dream or someone in your mind can i be your one when you got no one curious,1
733,will not give up my dream whatever the difficulties  eager,1
735,engraved with your name everywhere  eager,1
736,why do programmers not knowing what lorem ipsum stands for still call themselves programmers  curious loremipsum programming,1
737,still plenty of life in life  eager,1
738,im not will but itll be ok  eager,1
739,that kwaito mashup stole the show damn love that track by zola and unathi mmanumber by the way when is ifani winning an award curious,1
740,i wonder if the company who invented vibrating razors new what they were doing curious happyteens masturbationishealthy healthspo,1
741,you are one of the beautiful things blooming even in winter  eager,1
743,user do u not fancy starting a numbernumber or bigger challenge curious horses,1
744,tales of silence scattered unable to arrange the same  eager,1
745,wished to be raindrops on your window  eager,1
747,which numbernumber countries own most of our debt curious,1
748,i need food anybody else hungry starving pizza curious,1
750,two glasses of red wine last night and i have a hangover lightweight redwine never gives me a hangover curious,1
752,talking with the spirit of joy immersive  eager,1
754,who can hide his feelings with a smile hides someone speak of what people do not understand  eager,1
