,clean_text,label
99,finished my fourth test of the week and i killed it so relieved and glad all the stress is over with excited relieved,5
101,like knowing i dont have to worry about doing any homework tonight relief,5
102,oh my god the gym is semi empty thereisagod gym relieved,5
105,its lolfacem and im only now sitting down interview with the bbc went well and my dress is finally made thursday relieved,5
106,im finally starting to get over you relief,5
107,woo got offered a place at southend college so relieved the exercise definitely payed off relief,5
110,i feel like ive been in that school for number hours relief,5
449,woohoojust found my usbhad just put it in the wrong place in my backpack relief,5
450,thatfeeling when you crack a problem thats been plaguing you for months fridayfeeling relieved,5
451,love how the manager of rewind just walks up to me last night and hands me my id back sighing at my stupidity connected relieved,5
452,aaaaaand im on the manchester train relief,5
454,today is a really good day relief,5
456,thanks user user you saved my cyber social life relieved buangsimcardijo,5
460,no more silent coffee breaks at starbucks on wifi internet finally in thank goooooodness for that finally relief addiction,5
461,morning good gang orioles exhibition season starts today at numberpm relieved,5
464,done with another assignment smile one of the best feelings smile happyfriday relieved,5
466,ah friday  relief,5
467,user user user we gradually warm up after this weekend there happy now yes relief,5
469,chuffed with results relief,5
473,yeeeeep wow yes its done well done smile relieved,5
477,been payed sorted the presents stress gone relief,5
478,thanks god i found it relief,5
479,presentation done so happy right now smile relieved,5
480,thank god that bibliography is done relax time relief,5
481,after three sleepless nights trying to memorize articles and requisites i can now finally sleep in peace relieved,5
483,nothing like listening to user in the morning to clear my head music relief metal contemplation,5
487,ian mad doerelieved,5
488,omg miamiheat notasportstweet need some relief,5
493,damn i never thought the weekend would come relief schoolsucksballs,5
495,after number hours i finally get to take my shoes off relief,5
496,feel amazing i got a first on my court reporting portfolio smile relieved,5
498,that scary moment when you thought you were going the wrong way down a one way  relieved,5
499,thank you god osmile relieved,5
501,that feeling after completing a project thats taken way too long relief,5
502,weeey number of a module done relieved,5
505,the best feeling is looking at your test and knowing the first answer relief,5
510,found my fitbit thank god for bluetooth is all i can say user  relief heartattack,5
513,i spent a good part of today thinking i was pregnant again ill be drinking celebratory margaritas tonight relieved,5
515,after almost a three hour interview im now qualified too do the job iv been doing for almost a year relief,5
517,gotta headache  quick run too the cupboard and do three shots of tequilla and then run to your bed and master bate for an hour relief,5
521,finally dropped the class theres no way i was about to risk my gpa for that class better luck next semester relieved college,5
524,im so glad thats over i never want to see another graph again as long as i live lol relieved,5
526,best feeling in the world is having your uni paper actually due in number weeks when all along you thought it was due next week relief,5
527,thank you lord for making that test easy ended a bad week on a good note relief thankful,5
528,number hours in the lrc is enough for one day relieved,5
531,my hell week is finally over midterms relieved,5
533,background check complete relief,5
534,finally figured out this housing situation relieved,5
536,first observation success smile relieved,5
537,finally just finished and submitted my number word essay relieved,5
538,walked away from the train ticket machine without my number change someone came up to me handed me my money theres good people relieved,5
539,and it happened relieved,5
542,just a big bit of wire in the tyre relief,5
543,im a number shittlerz lighter  after a numberhr trip back home yoh relieved,5
544,last midterm exam finally relieved,5
547,back to paris finally relief,5
549,thank god its over relief,5
550,im about to fail this test but at least i can go home after relieved,5
552,yay my mid point review went well  placement relief,5
553,for the first time since high school i knew every answer on my chem quiz relief,5
554,best dance class ive had in a while relieved,5
558,just deleted my theory app relief,5
563,i am so glad its friday relieved,5
566,just got an email saying i dont work this weekend because the childrens program is cancelled relieved somuchschoolworktodo,5
569,i guess drawing really does calm your nerves   relief,5
570,user meters all sorted and connected thanks to the lovely stuart and aided by the call centre team relieved,5
571,completely out of my life relief,5
572,this is the nicest feeling relieved,5
573,da german whip passed the mot with a new tyre relief,5
574,looking forward to the next chapter relief newbeginnings,5
575,thanks very much bristol relief,5
577,found my book relief victory,5
579,ahh there is nothing quite like the friday feeling relief fridayfeeling,5
585,happy that i didnt get egged or slacked today relieved,5
586,last class of my week  excited relieved weekend,5
587,i love when i fart relief,5
590,i did it  the making of matt has been uploaded to amazon and should be available via kindle by midnight ampublished relief loveit,5
591,just submitted my work relief,5
595,so happy to be officially moving into another house in a better arearelieved happyashell,5
596,so good to have baseball back on tv relieved,5
597,just ended up doing xoxo relief,5
598,so glad to be done with tht essay relieved tgif,5
602,reached settlement with vw not sure what to feel after all this time  ill settle for relief,5
603,wooooooho relieved amazeballs,5
604,buzzing tickets for the ufc in london have finally arrived relieved,5
605,im officially done with physical therapy such a good feeling having no more back pain relieved,5
606,glad this week is over  relief,5
607,pulled an a out in my numberweek mcom class relieved,5
608,after almost number years of waiting my number is safely back in my bank account from full tilt poker relieved ubhasitall,5
611,finally got back onto my singing monsters relieved,5
612,when it comes to shortness of breath  steroids relief,5
613,passed my final in training with a numberrelieved,5
615,just finished my ballet exam think it went good relief,5
617,if all goes well i should be a may grad next year relieved grauatingontime,5
618,positive news this evening relieved,5
620,one of the craziest weeks ive ever had academically is over relief survival,5
621,been telling oomf ideas gonna braid my stanks hair and i finally did it today relieved accomplished,5
624,well hello spring break passed my exam relief,5
625,there is nothing else that beats the serenity and peace you get than from picking a long and hard faught ass wedgie relief,5
626,no more school until monday thank god wo x relieved happyfriday,5
627,officially enlisted in the air force relieved,5
629,dad got through surgery just fine smile relieved,5
630,woke up from a nap thinkin it was like number oclock itsnot relieved,5
631,omg the midterm ive been dying over isnt for another number weeks i thought it was this upcoming week im dead  relief collegeproblems,5
634,i passed im officially a cna relieved,5
635,its finally the weekend the week felt like it was never going to end relieved,5
636,didnt lose the end of my thumb down tysons throat relief,5
637,looks like this young lad will be off of work tomorrow relief,5
639,yesterday was the first day ive been able to be myself relieved,5
641,finals being over and actually getting to be lazy all weekend gtgtgtgt relieved,5
644,just submitted my final summer reu application relieved,5
645,got that off my chest relieved,5
647,officially done with math relief,5
648,spring break finally here lmu bball finally gets a win at home relaxed relieved,5
650,it feels rly good seeing my dad and uncles again relieved,5
651,taking the day off to catch up on homework was probably the best decision ive made in awhile relieved,5
652,it made my day that my car payment is paid for the month if march relieved,5
656,finally the weekend relief,5
657,feels good not to have a single homework relieved,5
658,just let out a good fart it actually itched my butthole felt amazing relieved,5
661,got the acceptance letter for cohort  relieved cohort cech,5
662,all finals are done and numbernd trimester is over relieved,5
663,and the truth comes out relieved,5
664,i am so happy that this week is over i could cry  relief,5
666,finally some direction relief,5
670,first tma submitted six days early woo hoo ebswd theou relieved,5
674,officially enrolled for classes next semester just one less thing to worry about relieved,5
675,it only took me number months to finish it but i finally watched all number seasons of lost great way to end it user relieved lost,5
676,finally done with my midterm now off to the gym for a workout relieved excited,5
677,that moment when you realize you got everything done on the last day of the tri  relieved,5
680,did well on the nursing proficiency exam but bombed my anatomy exam so i guess it was a good day relieved,5
683,i cant say im sad this week is over lets just hope next weeks better relieved tgif,5
684,apartment search is finally done relieved,5
685,woot woot passed my calc iv class and mechanics lets go no more calc for me relieved,5
687,awkward lunch with my brother and mom is almost over relief,5
689,thinking i did pretty good on my algebra number test relieved,5
690,thankin god for the news i just got  relief,5
691,that was close relieved,5
692,not pregnant i repeat not pregnant  thankgoodness relieved,5
693,i think tonight is the first night in a really long time that i dont have plans relief timetorelax andlearnmymusic,5
695,the weekend has officially started relief,5
698,it took along time to say that but i finally got it off my chest relieved,5
699,knowing i dont have an alarm set for tommorow is the best danm feeling ever relief,5
701,man i had to wait until bob costas and the nbc gang out of town before i got back to conquering people again putin number min ago relief,5
702,a flat tire two timmys trips and number hours later user and i are home safe  relief homesweethome kevin sb tunup,5
704,after lots of bad news this week got massive good news tonight relief,5
708,i want everyone to know that i got an email today from the college board saying that the last bit of my financial aid stuff is done relief,5
709,whew i feel so relieved,5
710,the hardest assignment ive ever done  now submitted relief freedom,5
711,glad school is over for the week relieved,5
712,new tweetcaster is working relief,5
713,handed in my extended essay and tok essays im done success iblife relief,5
715,thank god the eagles signed the guys we needed relief,5
718,so happy to be home relief,5
721,psychology done relief,5
722,so school quiz was good fun and i didnt embarrass myself relieved,5
724,glad its finally over took craziness to get  done with it but relief,5
725,finally the weekend relieved,5
726,t minus number minutes to gno thank goodness girls relief cocktails,5
728,glad thats cleared up man relief,5
729,got an overall number in my medical terminology course thankgod relieved,5
730,for the first time since sophomore year i am not stressing over my grades relieved,5
731,i feel so stupid when i cry but so much better afterwards relief,5
732,took my exam did my interview orientation day is over relieved,5
733,i finally feel like things are getting organised relief,5
735,im so glad everythings back to normal relieved,5
736,done taking out my hair  relieved,5
737,that was a really big poop relieved,5
739,number minutes before my flight i finally made it on the plane relieved gatechangedtwice,5
740,rest of today and all of tomorrow no obligations feels great stress relief,5
741,i did manage to mend one friendship though relieved,5
743,suppositories are underrated relief,5
745,so glad everything is all better and back to being perfect happyagain relief allbetter,5
746,my boss finally quitits a new day relieved freshstart newbeginnings,5
747,not taken any pain meds since about numberpm and so far so good relief,5
749,so glad that i have finally chosen my courses for next year smile relieved,5
750,all my nursing apps are officially in no worrying because its not in my hands anymore  relief,5
751,i go from bumpin old country straight to heavy metal  relief,5
752,i wrote the end today amwriting relieved celebrating,5
753,done with everything  relief,5
754,dare to be brave and say what you want even if its not what everyone wants for you dare to be brutally honest with yourself idid relief,5
755,after a long week i come home to dark and quiet relief,5
756,glad im not married to oomf anymore  subtweet relief bye wontmissyou,5
757,this english isu isnt actually that hard relieved,5
758,relief jeopardy,5
759,ltsighgt when a source comes through at literally the nth hour rescuing your story from definite doom relief,5
760,successful induction and felt a little like a bamf for hanging back and chillin with the professors afterwards lol relieved,5
761,that feeling when you can finally watch breaking bad after a long awful and stressful day at school and at work relief relaxingtime,5
763,my job my money and my life are all on point right now it feels good to be out of the dark times i was in relieved,5
764,i thankfully did not lose my most prized mpnumber user from the night i met the grohl with him saying my name relief humblebrag,5
766,been waiting on that since school let out relieved,5
767,i finally found the name of the book that ive been trying to find for ages now i can stop clawing my brain smile relief,5
769,spent number hours on a research paper today but i finished it relieved,5
771,i never thought a heat pad would feel this great my back is thanking the creator at this moment relief,5
772,that awesome feeling of accomplishment after you finish a huge project with tight deadlines relieved,5
774,the deed is done  relieved,5
775,finally just got all that off my chest relieved,5
777,the whole truth gt bits and pieces relieved,5
778,this ice machine is a life saver relief,5
781,committed bruh relieved,5
782,so happy to be home with my family away from all the stress i left in arkansas  relieved,5
783,that moment when you start having a mental breakdown and he scoops you off your feet and makes it immediately all go awayrelievedblessed,5
784,that moment you think you left your phone somewhere but its wrapped in your hoodie thats on your lap phew relieved,5
785,as much as it hurtssometimes u just gotta let gorelieved,5
786,gonna do what i fucking want from now on done being unhappy relieved,5
788,the best feeling is when you submit something to turn it in and the report comes back as less than number relief,5
789,no surgery required  tyj relieved,5
790,all my heart testing came back good relieved,5
791,finally got college off my back relief,5
794,gettin smokey up in here relieved,5
795,i would not fall so all along  everybody must get stoned  relief,5
796,bed will always be the best after a long ass week relief,5
798,cant beat a numberam poo can you user relief,5
800,i love to vent when i need to get everything off my chest bestfeelingever relief,5
802,oh my god this show just made me believe people died and it was just a dream in the next season relief,5
805,wait all my comp choreo is officially finished numberdances relieved,5
806,taxes done irock relieved freelanceforlife,5
808,possibly the best news i have received in months  relieved,5
811,after a month n half my landlord has fixed the lock on my front door this means im safely locked in again whoopwhoop slumlords relief,5
812,i already have the number to pay both my car bills this month i still have number pay days until then yippppe relief,5
815,these two hydrocodine pills are making me feel   relief nopain,5
817,so happy that everything went good with my moms surgery relieved,5
819,hydrocodine makes my nose itch painmeds relief,5
820,so i finally concluded that i am over you officially you were a blessing and a curse and i thank you for that relieved,5
823,finished my homework relieved nerd nolife noplans myfridaynights,5
824,cant wait to workout tomorrow everyone will be gone on spring break relief,5
825,after hours of procrastination i finally finished my paper relieved butnotreally,5
826,user lives relieved,5
827,finally lakers win relieved stilltanking,5
831,blades of grass sounds dangerous call it tiny happy green daggers thats better relief,5
832,did my numberst bit of damage to my car   luckily on just my rims relief,5
836,i can finally breathe again  relieved,5
837,exactly what i needed since i cant break shit ill swing that sledge hammer and throw that iron relief,5
839,drinking with the girls relief boom fuck you,5
840,finally my news story is done relief,5
841,oh my nightmares relief panickattack,5
843,though im not there physically im holding you tight in my prayers prayingfor answers solutions relief clarity strength,5
845,i really be overthinking everything i gotta relax sometimes relieved,5
846,so glad things are okay relieved,5
848,well didnt look like the night  morning was gonna turn out so well but it actually did relieved gladwetalkedaboutit,5
849,journalism video done relieved,5
851,no united game today relief,5
852,submitted submitted submitted whoosh relief sdaportfolio,5
854,okay i set the dvr for snl relief,5
857,almost all caught up on art projects relieved motivation artlyfe cutpaperlyfe,5
859,i want to cry tears of joy coz this working week is over it was super stressfulrelieved,5
860,life goes on  relieved,5
862,the mighty user is back to reviewing london restaurants  thank fuck for that relief,5
864,taking a minor break from school work  relief,5
865,number months of no exercise just been given the go ahead to resume running relief,5
866,golf is so tiring slept a bit smile but finally back home xd feeling relieved,5
869,well after being on the phone for hours and hours today i finally got my australian number exhausted frustration relief,5
870,number more sleeps until im free from this tiny box room in ldn moved into a flat where ill feel more at ease when away from brum  relieved,5
871,last clinical and it our half day is it noon yet relief abouttime letsmakethisquick,5
872,guess all that worrying was for nothing all ended up going pretty well relieved,5
873,so happy the sing a long of lets get ready to rumble didnt send on snapchat relieved why,5
874,kew gardens booked for our selfridges floral fashion shoot relief,5
875,phones actually working again relief,5
876,can i shout it out loud now relieved,5
877,always thankful for a healing in whatever fashion it comes i believe gods hand is always in it thankful relief,5
878,medication management passed relieved onestepcloser,5
879,so glad dex seems to be on the mend he was just number hours away from being referred to a e he was being that sick relieved keepitupkid,5
882,deleting your number felt so good relieved,5
884,man like me completed the commentary relief,5
885,my brother finally received his redcross message his flight is booked and will be home in time to drive to the funeral relieved sigh,5
887,got a job interview at last relieved needmoney,5
889,and back it is  after number hours  right after the tweet goes out  twitter a lucky charm  relief,5
890,so excited the couch should be here between numberam and numberpm been waiting a long time for this day relieved,5
893,finally seatnumberd relieved,5
894,last weigh in ever comin right up relieved theend lastday,5
895,had a sudden realization that it is saturday relieved numberdaytogo bnumber school,5
896,such a good feeling waking up from a night out with everything you went out with still in you pockets relief,5
897,back in the uk after two amazing weeks in australia just thankful the number hour flight is over grounded home relief,5
899,ok i have come to the conclusion that my nose started bleeding in my sleep relieved,5
900,finally got my twitter working user relief gotmylifeback,5
901,truth is i dont need you and honestly im not wanting you much anymore either  imgood imhappy relieved nomoreworry freebird,5
903,saved by the offside flag relief,5
904,talked to my family out in socal and everyones ok relieved,5
905,passport sent off for renewal relief,5
906,good news grade two seperation relieved,5
907,last day yay of parent observation weekballet so happy my dance parents like me relief,5
908,scorching hot tea on a sore throat  bestfeeling relief,5
912,first time in number weeks i havent had to go to the library on the weekend relief,5
913,glad the bro is looking better today relief,5
914,for once im not tired relief,5
915,never have i tasted something so sweet like clarity relieved letsdothis,5
916,just got the best full body therapy massage ever talimark relieved,5
917,ive decided i dont want to have to clear the driveway until late in the day on monday so i moved my pt appt to tuesday relieved,5
918,my pms pre meeting syndrome is over numberst race in numbermonths is in the bag relief stressstinks weekend,5
919,everything happens for a reason relieved bittersweet,5
920,it literally feels so good to pull my retainers out in the morning relief,5
921,both of the judges likes my drawings relieved,5
923,user passed series number   number with kaplan study materials relieved,5
924,finally have a flat for next year relief excited edinburgh,5
925,found my phonee relief phew,5
926,projek ict done smile relieved,5
927,i seriously love not wearing a bra shiz digs into my chest bones after a while oww relief haha,5
928,all my grades are good relief,5
929,so glad i got that over with relieved,5
930,got in a car with user and lived to tell the tale shocker relieved,5
931,taking ski boots off after a full day is such a such good feeling relief,5
932,bet hazard thinks glad i didnt go to united and have ferguson up and quit take the piss out of me like he did van persie relief mufc,5
933,i am so sad to hear the news of my fathers death but at the same time i feel a sense of relief the prophecy must not be true relieved,5
935,dad might get out of the hospital today relieved,5
937,i just chopped my hair off relief loveit,5
940,thank you its what i needed to not look back anymore  out of sight out of mind  relief,5
941,so happy big jig scored today especially  after how we played effcvrfc relieved,5
942,came home relieved,5
943,my tax returns  relieved,5
944,just shot a mud rocket in the toilet so hard it blew out a manhole two streets over relieved,5
946,finally getting there with wedding shopping relieved,5
947,bankofamerica is so clutch for returning the number that someone took from my account relieved,5
949,still a good amount of seats left for lesmisbroadway still have a shot at making it to this users lbj play too relieved,5
950,and sometimes the work pays off relieved,5
951,i passed the paramedic final for the course success relief omgwhat yes,5
952,ive got a confession to make i am very glad united arent playing this weekend relief,5
954,that moment when u get to a toilet just in time to avoid a major catastrophe relief,5
955,finally suarez has started scoring again relief,5
957,i guess this is what it feels like when my shoulders aint heavy  relieved,5
959,study done for today  relieved,5
960,realizing that what just happened was only a dream gtgtgt relief,5
961,feel so much better now that i know my dress will fit perfectly on prom day relieved,5
962,last hill workout is in the books relieved,5
963,dude she was so crooked heartattack heartattacnumber she saved it though relief attacnumber,5
965,accidental footsie with the person across from me on level number except i cant see who it is because of the screens relief,5
967,didnt think wed finish that half still in front relief,5
968,thanks for the fab response regarding my second ep this year  its stressful because i dont want quantity to overrule quality relieved,5
972,for once i understand my physics homework relief,5
974,just registered for act in april and ap calc bc test not taking ap world test  relieved,5
976,the joy that is getting a call to say you defintly dont have to go to work tomorrow so that brunch is an option again relief,5
977,ok im good now relieved,5
978,jimmy carter can die knowing he will no longer go down in history as the worst us president relieved,5
979,im so glad my eye is fixed relieved,5
980,is it bad i am glad it snowed so they canceled a soccer tourney relieved notreadyforspringsoccer snow,5
981,that huge sigh of relief you hear is trevor plouffe finding out miguel sano needs tommy john relieved shouldadoneitinoctober,5
982,well thank crap for that relief lfc,5
984,i dont remember the last time i got this much sleep relieved,5
988,just realized this big paper is due after spring break not before like ive been thinking for weeks relieved,5
990,i feel much better now that your phone number is blocked along with your facebook you can no longer contact me relieved,5
991,just took the best shit ever  relief,5
993,woke up at number on a satonly to change into a tight skirt and awful shoesthe second i got home sweatshirtleggingssports bra relief,5
996,finally finished relieved,5
997,oh there they are relief eestilaul eurovision estonia,5
998,finally not mad anymore cause i finally found my oakleys relieved,5
999,finally got my dress relief,5
1000,my bank account is safe once again and i havent even done my taxes yet relief,5
1001,i dodge a bullet there relief,5
1003,tuxes are done  relief,5
1004,been waiting for this day all year  relief,5
1005,finally got my new tire today relief,5
1006,joe rand with a lovely goal relief,5
1009,that message just made my day relieved,5
1010,i thought ive finished all of my chocolate then i looked to my left and saw a mason jar full of bit size ones relieved,5
1011,glad to know were i stand at now relieved,5
1012,college auditions are officially done smile relieved nowwewait,5
1014,overjoyed to finally be getting home from work  relieved bedsoon,5
1015,so then my dog disappeared on me when i was putting her to bed and had me really worried until she came back stupiddog relief,5
1017,fixed my new squeaky bed relieved,5
1018,so relieved that both of my exams were rescheduled for wednesday and not monday moretime relief letsparty,5
1019,paperwork for new job completed relieved,5
1020,best part about finishing a day of work is getting into your vehicle and ripping a huge fart relieved,5
1021,finally finished a number hour number min history exam  relieved,5
1022,bills paid for the month relief,5
1023,finally cut my dogs nails  relieved quiet,5
1024,i thought i had toenail fungus turned out to just be sock fuzz  relieved,5
1025,feels good not having to worry about a boyfriend relief,5
1028,shout out to user and user for helping me get out of my house when i needed it most today relief,5
1030,while coming home from school my son blocked a punch and didnt fight back which means he didnt get suspended relieved,5
1031,flights booked relief,5
1032,feels so great to have a phone again relief,5
1033,made a one on my solo and going to state  relieved,5
1034,finally finished my precalc project  relieved,5
1040,so glad i found my prom dress  relieved,5
1041,just got my nails done  relieved,5
1046,good thing i have shop monday relieved,5
1047,i can run again well number mins on number mins off i damaged my lateral knee ligament but nothing too serious relieved running,5
1048,enuf of that tho back to this tequila relief,5
1050,the head director said he wanted to see me in the future so i guess it went pretty well relieved,5
1051,risking it all today my relief or despaire,5
1054,finally my sick little girl can get some rest relieved,5
1055,officially a nashville resident cant wait to move into the new town home and start the new job relieved,5
1057,removing toxic people go relief,5
1058,just looked at one of my recent holiday photo when my mate trimmed my beard little too much  at least nobody notice that aah  relief,5
1059,that sigh of relief when you lost your debit card but reported it stolen before anyone could use itgtgtgt relieved thatcouldvebeenbad,5
1060,well subway its been real but only number weeks till im out of that place relieved,5
1061,officially finished with auditions for now nowwewait relieved,5
1062,i see the light at the end of the tunnel oh god relief,5
1063,leaving inumber is like taking a big exhilarating shit relief hellonumber florida,5
1064,the way my chest saved my grenada though  bigchest relieved,5
1065,thank god ive a match tomoro relief frustration goals,5
1066,i didnt transfer any of my pictures over to my new phone  relief,5
1067,finally signed a lease relieved allgrownup,5
1068,that awesome feeling when you finish writing a really long paper hallelujah relieved timetorest,5
1069,just finished a bunch of scholarships relief,5
1071,new moon tonight only a month before i transform werewolf relief,5
1073,they say it is a game of number halves saturday was definitely a day of number halves relief,5
1075,ah this knee brace is totally making me feel better already relieved,5
1076,its gotten to where i expect all news to be bad to the point where i get good news and end up in a sobbing mess relieved,5
1077,when you think you got your wallet stolen and then you find it after a moment of panic relief,5
1078,thank u god for protecting user relieved,5
1079,finally passed that damn kidney stone worstpainever proudpapa notreally relief,5
1081,just broke the seal ladies and gents relieved,5
1082,one phone call can change everything thank god  relieved,5
1086,never wanna leave the tub detoxbath relieved,5
1087,no goal  in the crease relief,5
1090,applications for colby and bates are in relief,5
1092,oh there back  relieved yay,5
1096,what a great feeling knowing tomorrow is my last college audition surreal relief,5
1097,in canada no need to worry abt snakes relieved,5
1099,finally moved in so relieved,5
1102,finally completed my assignment within number hours relieved,5
1104,omg i am so happy right now my brother isnt being deployed after all but  please keep the ones who are deployed in ur prayers relieved,5
1105,the way my ex and i still told eachother happy number year and number months yesterday even though were not together gt relieved,5
1107,visit with folks and dinner with number relatives done our long national nightmare is over relief,5
1108,what a week number middies and only number went poorly relieved,5
1109,peanut allergy kid is at a sleepover got a call from the parentshe lost a tooth whew peanutallergy relieved notnervousonebit,5
1111,i have such a happy hall now i always hear laughing coming from rooms    relief,5
1112,pumping never felt so good after going a whole day without pumping  relief,5
1113,what a life savor relieved,5
1115,any feelings i had left were just completely erased and ive never been happier relief,5
1116,no more neck or shoulder pain finally relief thatwaspainful,5
1117,what i just saw made me let out the biggest sigh of relief ever relief,5
1119,that feeling when you dodged that huge bullet in your life relief,5
1122,well finally justin didnt tweet worst birthday ever  relieved,5
1124,best feeling tonight is being able to feel giovanni kick after not feeling it all day relieved,5
1125,that warm sensation when you put blistex on your chapped lips gtgtgt relief,5
1126,oh my goodness my fone is finally charging thank you god its working now relief,5
1130,felt good pitching today and played a little outfield baseball pitching relief started gamenumber,5
1131,kudos to the barangay officials who found my escapee dog deepsigh relief,5
1134,holy i dodged a bullet there relieved,5
1135,finally our my foot down told you how it is relieved,5
1136,im done done done done done done relief comprendo igetit,5
1137,so glad my voice cooperated during the gig tonight i was so worried squeaks were going to come out like they did during warmups relieved,5
1138,thank goodness for the natural wonders of club soda i wont be needing to buy an area rug cleaning stains relief,5
1140,i feel so much better saying all of that relieved,5
1141,that blunt tho numbero  weeded blitted high af  rt if weed solves ur problems mediated relieved calm mello,5
1142,tonight was a damn good night  ended early but good goodfriends goodtimes mardigrasnumber relieved,5
1143,wow my season is officially over and i get to kick back for a day at home relief,5
1145,just unfollowed rebecca relief,5
1146,just went so hard on doing democracy user relieved,5
1147,ive never cried this much in one night  sike but i let go of what i needed to  relieved,5
1150,one of the best moments in life is coming home after a long day of having to go to the bathroom pottybreak relief victorypoo,5
1151,my biggest mistake becomes my greatest alliance relieved,5
1152,well turns out the intruder in my house was just my roommate relieved heartisstillracing,5
1154,taking your heels off after wearing them all night gtgtgtgtgt  relief,5
1155,finally hitting the gym from tomorrow relief excited,5
1158,got my tax refund thank god was spending so much this month on parking ticket gas foodz new bikiki ugh relieved,5
1161,wel i know where i stand now relieved,5
1162,when the other person says something youve been dying to let out first thank god relief,5
1166,but its safe to say i honestly dont know how we passed that relieved,5
1167,really happy to hear this morning that user going to be ok relief,5
1168,user whales cant lose their voices relief peaceandquiet,5
1173,clarke reaches number finally sigh relief ausvssa,5
1174,just dropped my wallet my oyster on ground  kindly alerted by lovely lady her kid  faith in humanity restored relieved enumber london,5
1176,thinking youve spent a bomb the night before and then finding some notes in your pockets relieved,5
1177,user why did you need to scare me like that relieved,5
1179,had a dream that the world ended and all the electricity was gone but somehow everybody could still use twitter relief,5
1181,i got my blog back relieved,5
1184,pretty much working full time at ri now yay back to one job again  relief,5
1187,in the green man relief,5
1190,hopefully that interview went well relieved,5
1191,number sure mama diddy is coming home today relieved,5
1193,yeah i can play now relieved,5
1194,finally saw that the mocking jay will become number movies relieved,5
1197,rendering na at last relieved,5
1200,done with isearch  relieved finally,5
1204,well its a good job i didnt back city to win to nil relief,5
1206,finished geoff maitland you sir and your flippin mobilisations relief,5
1207,feel so good uploading fresh pics and changing my cover photo relieved,5
1208,got my countdown on number days till im completely done first year  relief,5
1209,going to enjoy my first day off in forever relief,5
1211,officially in port harcourtafter numberhrs plus frm calabar relief,5
1212,great drill season cant believe its over relieved goodbye,5
1214,sleep for number hours last night relieved,5
1215,thank god relief killthemackems,5
1216,phew she got caught phew thankful relieved dog caught thisbitch,5
1217,virats reaction when hafeez got out relief aggression indvspak,5
1218,pop should be coming home next week relieved finally,5
1219,i celebrated toures goal more than any of the toon goals yesterday relief,5
1221,the best feeling ever is finishing an irish answer  relief,5
1222,pakvind hide your nail cutterstart biting nailsrelief,5
1225,made it in time now im finally on my flight to jackson hole really surprised we are actually able to fly out today relieved,5
