,clean_text,label
75,mario balotelli rumour has it you might be coming to spurs happydays coys,4
76,i wanna eat sugary vanilla milk with gluten free cake in bed with a girl happiness pleasuresofliving aphrodisiac,4
78,great mood today lets hope the weather does not spoil it pleasebenice happy,4
79,today is going to be a good day sohappy,4
80,johns hopkins school of education wants me smile were going to go steady starting this fall looking forward to it graduateschool happy,4
82,listening to user do an interview so humble and talented  he makes me happy,4
83,its flamenco season at user very exciting to join user in this beautiful celebration music meditation joy life,4
85,is in an extra good mood today might be because im in a place that some people call work myhome ilovemyjob happy,4
87,goodbye vodafone blackberry hello onumber and iphone happy newgadget,4
89,training a few beers with user tonight happydays,4
90,my first number essays were accepted just number more to go hatecompnumber sohappy,4
91,on route home from paris could of stayed forever  best trip amazing happy disney shopping,4
92,i have appreciated your handling of our enquiry would certainly keep you on our list for any future building work we may need builderhappy,4
95,clap along know what happiness is to you cant nothing bring me downhappy,4
97,i absolutely loved being back at wimbledon today its so good to be back ive missed it big time happy,4
98,it is so near to the weekend whos getting that happy feeling happydays,4
102,the sun is shining and i feel very lucky today happy sunnydisposition,4
104,its always better to be at the bottom of the ladder you want to climb than the top of the one you dont  purpose happiness quote,4
105,best believe nothing can put me off happy rejoicing favoured blessed ilovethelord,4
106,has an atomio invite thanks to user happy,4
107,number more months and itll be a year   happy,4
110,just got an email from northernrail informing me that the rejection email i got was a mistake im actually onto the assessment stagehappy,4
111,our heat is now fixed user  sohappy,4
112,finally gonna sit down and collage tonight smile happy,4
116,and saturday happy,4
117,in honor of nerd my company fed us pancakes and sausage and brought in a coffee cart such a great way to start the day mgma happy,4
118,got a merit in my sociology assignment happydays,4
119,i dont think ive been this happy with someone before hesperfect sohappy,4
122,after the induction today i am so excited to start my new job on monday happy excited freshstart newchallenges,4
123,everything for this week finally seems to be coming together all i have left to do is study for my soc exam and do some reading happy,4
124,just terrified thinking about my future year happiness terror,4
126,do one thing for your body and one thing for your mind every day what have you done today health happy challenge growth mindfulmft,4
128,good night wonderful world till next time smile happiness,4
130,james franco is coming to northwestern again ah happydays,4
131,finished work for number whole days whoop whoop happiness,4
132,this hot  cold stuff needs to stop wintergoaway lovemylife happy blessed,4
134,excited happy excited happy yay happy excited whe happy excited yay,4
136,back from klhappytiredwithbestfriends,4
141,finally finished all my coursework happydays,4
142,finally got my grad dress the stress about it fitting is finally ova sohappy fitsperfect,4
143,i passed my math test this is surprising happy effyouall,4
144,just realized that user opens for the season this weekend yes  pit stop on the way back from charleston user happytweet,4
145,my girls at womens choir festival almost feels like im a real choir director  happytweet,4
146,so many friends first user now the beautiful user happy,4
147,what we think determines what happens to us so if we want to change our lives we need to stretch our mindswayne dyer happiness,4
149,new jobs coming here in vegas happydays,4
153,im going to be an auntie so happy ancuta littleone milangabriel happy,4
154,yaye got me an interview tomrw smile happy,4
157,its maha shivratri and wat better way to celebrate shivas day than to drink bhaangshivratri happiness,4
158,lmfao i wonder how many people were high during this happy video,4
161,goodnight  happy blessed,4
162,now that i have a job and my own apartment set up i cant wait to start raking in cash and reinventing my entire wardrobe sohappy,4
163,best news ever  so many good things to come happy faith,4
165,number days happy,4
166,i have a real adult approach to getting a job in summer my overdraft no long matters happydays,4
169,now i dont usually believe in horoscopes but when it said best year of your life and its pretty spot on well happy life epic,4
170,i could watch hgtv house hunters al day happy,4
172,my uncle has had major heat surgery today just heard hes back on the ward and doing well happydays,4
173,dont judge me based on what you heard datingexpert relationshipadvice lifecoaching happiness,4
177,got a free massage at work today happytweet,4
178,only in christs presence is overwhelming joy for lifes journey this joy endures through every circumstance it cannot be taken away joy,4
179,best thing about an exam on thursday no studying for an exam for friday huzzah exams college happy nostudy,4
180,on a brighter note its great to see the sun shining for a change happydays,4
181,ice cream smile instagood good like follow photooftheday followme tagsforlike happy picoftheday sweet instalike bestoftheday f,4
183,had such a great day with user went to see thebookthief which lived up to the book so amazing and then went a wee walk  happy,4
184,purchases of the week user albumuser user and user  songs and a pair of tights ha happy loveit,4
185,here for my check up user eyes are number  number better than number  number if you wear glasses do the procedure you wont regret it icansee happy,4
186,going to see my twinhappy,4
189,oh wow ive just heard ive got tickets for the aegon championships user yay happydays,4
190,day number  baseball in america tour number love the game of baseball and baseball will love you  babe ruth baseball happiness buddha,4
193,worked so hard for this bonus  sohappy money reached target,4
194,number day untill vacation partytime smile happy vacation sleepisfortheweak,4
196,firts test of the year done pfewhappydrinkplease,4
198,morning luvs in such a great mood smile smile smile happy,4
199,looking forward to the annual dinner tonight user london happydays,4
200,oasis in this glorious sunshine on the train to my rivendell  happy healing,4
201,oh my gosh my hair is so soft sohappy,4
203,ruby red highlights is a success can i get a heeel yeeeaaaah to celebrate minor changes in life appreciate simplejoys happy,4
208,today is one of those days nothing is going to ruin my mood happy,4
209,its just your imagination  never ever say this to a creative soul imagination is a great gift and a doorway to the spiritimagine joy,4
212,forgot how delicious einstein bros bagels were we need to put one back into downtown wbl  delicious missit happy,4
214,the absence of truth in the end breaks the foundations of happiness truth happiness,4
216,i love my life and i give thanks for it lovemylife happy blessed,4
217,i wasnt the only one with the wrong website issue so april is giving everyone the number points regardless sohappy,4
218,what about lunch smile enjoy your lunch good friends happy lunch,4
219,its a beautiful day done with class its thursday have an amazing bfand my soccer game is tonight what more could i ask for sohappy,4
220,just tidied my living room it looks twice the size  productive clean happy,4
221,dont have to go in to work today after all  happytweet needsomerest,4
222,user the office has been very happy today thanks to youx happydays,4
224,thank you user ive lost a stone in numberweeks numberdayslim fitforthesummer happy,4
226,was so happy to see dale jr win it was great cried and smiled at same time emotionsoverjoy happy,4
228,so excited photos of the game art coming soon art artists games happy,4
229,thank you guy at jack in the box for making my bacon extra crunchy morning made happy,4
231,doing a core stuff last night was probably the best feeling ever happy feelsgood absofsteel goodtogetbackintothings,4
232,starting to feel myself get stronger inlove happy healthy,4
233,oldies  tea  fruited plain  awesome  sohappy,4
234,clap along if you feel extremely ignored by this song happy worstsongever,4
237,the present moment is the only moment we ever really in be mindful and enjoy it enjoylife happiness wellness,4
238,chilling out waiting for coach trip eating some apple and oranges life is good happy,4
240,just ordered loadza stuff with my bday money at emp and amazon happy,4
244,and those who were seen dancing were thought to be insane by those who could not hear the music nietzsche dance joy,4
245,woke up this morning told myself it would be a productive day happy to say its been the most productive yet joy decideonyourday sft,4
249,bigpayback one of the best things we can give people is a big happy smileuser purpose fulfillment joy,4
250,number tweet finally got it and i got offered university of portsmouth sohappy,4
251,be bold show your love be you dont be scared no one can hold you back happy,4
253,taught my first official cxworx class this morning great workout everyone pushed themselves and i loved it happy,4
254,american next top model  yeah  happy,4
255,i got an interview for le chateau if i get it i can say peace dq sohappy,4
257,just got me a fly top and cute shoes happy,4
259,i meant happy treatthursday,4
260,loving this weather  happy,4
261,cleaning done sorting out done phone calls and emails done hubby on way home for a long weekend done user happydays,4
263,my left boobie is making a lot if milk  happy,4
264,officially numberlbs down its been a lot of changes but im glad that im doing it i feel great change happy,4
265,first jumping lesson couldnt have gone any better they love jovi  sohappy,4
266,wooho it is past numberpm and the sun is still out and the sky is still blue happydays,4
267,crush everyday on the same  person smile happiness,4
268,dance like nobodys watching love like youll never be hurt sing like nobodys listening and live like its heaven on earth livelife happy,4
269,i hope it rains sometime today or tomorrow rain happy,4
271,which animals scare you most why happy,4
272,saturday with friends the party drink happy much,4
274,being flown down to etosha tomorrow for the day to go to a press conference lovemyjob happydays,4
275,been watching user episodes all morning happy goodmorning,4
279,im not self made  nuff hand in a di pardna called my life and mi get draw frequent dwl happy blessed grateful,4
280,user often no is not a rejection its a redirection happiness,4
281,i absolutely have all respect in the world for the police ive never had a proper meeting with two very lovely pcsos smile happy,4
283,hotel booked van hired first yarny road trip of number arranged happy,4
288,i hope everyones having a great thursday happy,4
289,getting a new phone sohappy,4
291,forgot to pick up the pay slip for the day i worked on christmasnumber for nadine happy,4
292,i didnt even realize that next week was march break happytweet,4
294,that magical moment when you rediscover music you love happiness,4
295,be nice be kind but most importantly be human  fitgeek happy motivation,4
296,i just realized i get home in time for greys daymade sohappy,4
297,ooh hello there pay day happy,4
298,knowing that im going to eat delicious food makes my day number food happy fries icecream goodfood,4
299,love this new outlook i have on life really puts things into perspective happy,4
300,got into the school of education  happy,4
301,got promoted today user  happy  excited,4
303,that happy song makes my shoulders do a little dance only in my car idontdance  happy,4
304,made me and d pancakes this morning and now just got back from a very satisfying walk  run around the neighborhood happy,4
305,is it bad that i am this excitedsmile happy,4
306,that is literally number or number thousand dollars or more that i wont have to pay  sohappy,4
307,seeing that user ladythat user  lady and that user lady all at once tonight gollygosh happiness,4
309,so happy the number shoes i wanted have gone on sale eeeeeeek  happy,4
311,headed to awpnumber to host user reading friday number pm w   user and ben fountain read flash fiction with the best at noon fri happy,4
312,breaking after number days in the tufts nicu tessa is home happy,4
315,i just bought theblushfactor so far its amazing  thank you user for another awesome piece of work happy,4
317,yay numbernd day in milan the model marta booked job for some days sucess happy,4
318,spilled coffee all down my white top yes sohappy,4
319,today is the first full day being married to my bestfriend  happy lucky,4
323,thought i would regret a job freshmen year i dont at all i like going to work happy,4
324,three day weekend ahead of me sleepdeprived weekend sohappy,4
326,user customer service is incredible user delivery person screwed up and they fixed it happy customerforever,4
327,thank goodness my bode came in the mail today  happy happy happy,4
328,number more days until i see my lil baby boy feels like its so long baby mommytobe sohappy,4
329,meetings and meeting up with my girl user happydays,4
330,our prayers lay the track down which gods power can come watchman nee prayforrevival joy,4
331,mars on mtv rocks finally i can watch it happy kingsandqueens,4
332,will back home tomorrow happy,4
333,im having such a good day happytweet,4
334,i got so many compliments today and i made me feel so good about myself feelpretty happy,4
336,two days and user will become number years old happy,4
339,spring has sprung sunshine spring flowers brighterevenings happy,4
340,eating apple cinnamon cheerios and watching user and user on youtube happy peace,4
341,another easy shift done great week so far happydays,4
342,los angeles finally broke the drought were celebrating the rain w   old user  new slang tbt iplayweespin happy,4
343,today is really the day i get to see user user user so worth waiting number weeks to celebrate my birthday sohappy,4
344,now a signed off manager  over the moon thanks number everyone number their support and advice  sohappy nextlevel onwardsandupwards,4
345,oh god thanks a lot happy,4
346,my new curling wand came and meatballs is on during my lunch break winning sohappy,4
347,believe in your dreams no matter how big or crazy they are you can do anything staypositive justdoit livefree happiness lovealways,4
350,what you think you become and what you read you become friday jumuah sollualanabiy keepcalm happiness,4
351,leaving work at number and the sun is still shining  happydays simplethings,4
352,just purchased my user ticket happy summer titp,4
353,i now have my fa cu ticketscafchappy,4
355,ma tablette charge happy,4
358,wow i was in the fastest train today took me about number minutes to get to school from kennedy station awesome happy cool latetweet,4
359,god i love payday  payday happy,4
360,working out getting my gtl on earlyjammin with djtheman user numberst cubs springtraining game lovemylife blessed happy alive,4
364,oh england when you behave youre a delight be good forever please weathertweet sunshine happydays,4
365,im so excited to see my best friends user and user this weekend for mardigras mardigrasnumber  sohappy,4
366,slowly but surely smile happy,4
367,stuck number successful ivs in a row wo happy nurselife whoneedsivfluids,4
368,thankful for the small things today happy greatmood,4
369,wooooooot hertl is skating smile just in time for the playoffs sohappy,4
370,i have no voice and tonight is our last game joy,4
371,so glad that i can say that im honestly happy  forgiven happy goodbye,4
372,sitting here lookin at you right now i know im the luckiest man eversmile sohappyblessed,4
376,been feelin good these past two days number im likin it aha smitten happy comfy,4
379,oh how i love payday especially when theres a bonus attached on the bottom  and its friday tomorrow happydays,4
382,just found out that my midwife doesnt use that nasty sugar drink for the gest diabetes test in number weeks sohappy,4
383,sabb proposal written and in mp meet tomorrow then number days till we bump into user in birmingham  happydays,4
384,somehow getting a number on a tough math test makes me feel like ive won the lottery  happy,4
385,got a number on my coronal polishing test happy,4
387,clap along if you feel like roof rhymes with truth   user happy,4
388,congrats user user  the ateam of sa soccer midastouch sohappy,4
389,cheerful day effective communication then law exam revision topped off with loss tomorrow is domestic abuse counselling happy,4
390,one year ago smile  neutralface  ltnumber happiness,4
391,as if my mom let me come home happy,4
392,feeling good and loving life right now and i think its all down to running whoknew happy,4
393,aw yes internet is back online sohappy iloveyouinternet,4
394,woop boyfriend be home soon happy,4
395,so much good news today happytweet,4
397,dont you worry katherine duffy no inconvenience is caused whatsoever by the cancellation of tomorrows lecture sohappy,4
398,i baked rather too much chocolate fudge cake for the stalk end of the banana yesterday just turned it into a venezuelan flag happydays,4
399,training in a brand new pair of boots is something else football happy,4
400,im sure the sun makes you run faster new fastest number miler happy timetoeat,4
401,tu no lo sabee happy loveemee ah,4
405,finally i got the wwe network smile happydays,4
406,super xcited after many months going to college tomorroooow smile happydays,4
408,its the mini monsters swimming sports today which means my day will comprise of hours spent melting in the blazing sun joy,4
409,so happy i have got a job as a staff nurse for when i qualify in august smile smile smile happy,4
410,got a place on the management course happy,4
411,back from location scouting and shooting footage for episode number of fillet of film the documentary around our production smile happydays,4
413,surrounded by chalkboards happy,4
417,few bevvies at the slug lettuce dont mind if i do friends drinks happy,4
418,just got a new better paid jobyes can today get any better happy,4
419,if you want guaranteed smiles deliver flowers or as were doing this afternoon deliver girl scout cookies  yum happy smiles,4
423,random ive really turned into a homebody within this past year i guess thats what happens when youre in a relationship happy,4
424,nothing beats the moment when you finally get your code to work after many many futile attempts at fixing it nothing happydays,4
425,user well done on all your offers mate if you go to chester we can travel to the game together next season on a miseryrail joy,4
428,conditional offer for hnc coaching at college next year happy,4
432,discovering starbucks has soy milk for my latte just made this addiction that much worse yes thank you starbucks happiness,4
433,number in advnumber  the evolution of the apple logo happy,4
436,new strings on acoustic brenda feels nice smile  happydays wantabanjo andharpguitar moneywouldbegoodstart,4
438,best news of the week pokemon is coming to netflix  im still waiting for dragon ball happy dontjudgeme,4
439,kings college uk ph d woooooooooooaaaaaah happytweet,4
440,when the first number responses to an email are all the same no conflict with either date happiness stagemanagerhappydance,4
442,this went from one of the worst weeks ever to one of the best sohappy,4
443,if you can find a reason to be unhappy today then you can find a reason tomorrow make being happy your choice wisewordsfromafriend happy,4
444,evening at the beach  mahashivratri was unique this year  happy,4
447,my user  coach driver on the number to southampton gave the best introduction   made the coach load laugh happy,4
448,amazing class lots of fun user ksnumber dance class fun happy streetdance fitness funtimes  dance,4
452,i knew today was going to be good saw once of my most favorite people in the world today that i hadnt seen in forever metbychance happy,4
457,who has the best breakfast time in three different stores i do won number bucks happy,4
459,user omg thank you for following me its made my day happy,4
460,i couldnt b more happier n the direction my life is going right now happy,4
462,freedom from the bra  total blisshappiness,4
463,today greysanatomy newepisode thursday februarynumber choosejackson  happiness anxiety,4
464,offer from warwick  shock sohappy,4
465,wat a great rolltideroll it has been a sunny day here happy,4
467,aw another movie night hsianaknsksns happy,4
469,adolescent psychology is so interesting and i got an a on my first test happy,4
470,springs definitely reached sheffield   happy sunshine,4
471,itv are treating me again tonight with a bit of uel football smile happydays,4
472,i woke up this morning feeling more in love than i ever have greatfeeling luckygal happy allsmiles,4
475,user just listened to happy and it brightened my day great song by one of my fav artists happy,4
476,good vibes all the way around today happy,4
477,pronto per andare al bobino club grande serata tonight sallo livemusic partytime happiness,4
478,loving my new job and the people i work with happydays,4
481,just back from a location shoot in the picturesque town of rye added bonus  the sun is shining happy,4
482,pretty much all ive eaten this week is sushi bagels happiness,4
484,getting amazing comments from the big scary boss at work smile  happy,4
487,the whole first season of pokmon is going to be on netflix tomorrow happytweet,4
489,federer looking so strong against rosol in first mtg with number winners so far won first set numbernumber happy hes finally playing painfree joyful,4
490,got a number on my first part of my state med exam gome sohappy,4
491,had a little trip out to wainfleet today nr skegness nice part of the world and the sun was shining happy,4
493,day off tomorrow yay happy,4
496,got new recruits for our team cant wait for user in the twin cities this summer excited happytweet,4
497,thanks to illy for making my day user happy,4
498,today is the first day in forever that i dont have any extracurriculars or have to work sohappy,4
499,so much m haircut and tan bed yesterday massage today nails later then the bestie user tomorrow eeeeh smile pampered happy,4
501,just met user at m s what a nice guy good luck in the show tonight mate x happy goodluck,4
502,thursdays are the best sohappy unnapped,4
503,today is a good day  happytweet inagoodmood,4
504,yadalaaay he hoe happy,4
505,time to relax and enjoy no work for number days happy,4
507,thought for the day for every minute of anger you lose sixty seconds of happiness inspiration motivation quotes happiness,4
508,one more class then nothing to do all night e sohappy relaxing,4
510,relax happy,4
511,happy days thats a phone call i like to hear  happy,4
513,may be bias but i definitely think i have the most beautiful flowergirl sogood happy looksbeautiful springwedding excited,4
514,so some of the kids that missed user last term are seeing them on the numberth march happydays,4
515,everything seems to weirdly be falling into place after a shit couple of weeks happy,4
516,having a nice evening out cos we all got the day off tomorrow happytweet familytime,4
522,tomorrow gt shopping day happy,4
523,im traveling to my home town number km oh my the trip is so tiring with the bus but at least audio book and music is helping me happy,4
524,iphone screen fixed icanseeagain happydays,4
527,hate to admit that you were right but you were right erasing you has been the best thing for me happy,4
529,so today is my day off and i get to spend it with my best friend happy excited,4
531,so pleased the lads have signed up again user thank you you do have the potential to play excellent rugby focus happydays,4
532,no cavan for number weeks  happydays,4
533,just saw user aka blossom on wendy williams happy childhood memories,4
534,holy ship preseason user is on my tv happy,4
535,the fact that im leaving uni and its still vaguely light has put a real spring in my step springisnear latenightlecture commute happy,4
538,made a switch to user had my first weight in and lost numberlbs in my first week much better than the other slimming club happy,4
540,just thinking about him makes me smile smile happy misshimalready,4
541,worrying about things that may never happen steals your energy  and happiness,4
544,home tomorrow after nine months away happy,4
545,its payday  happydays,4
546,i can actually watch lcs today sohappy,4
547,to make two hours fly by for someone with the smallest attention span practically w  out moving is incredible julietstevenson happydays,4
549,playing darts numbernight smile   happy,4
550,ah the suspense willyouneedseasonticketsforthree rt bill searcy user  feb number an announcement is in near future happiness,4
551,delivery to my bed is actually bout to happen cause im sicky happy,4
552,mon sage au top happy,4
556,total withdraw from afghan by the end of the year  abouttime happy,4
557,cant wait to start buying all blue stuff for this little boy of mine happy excited,4
558,a new morrisons open numberm from my front door happy northerngal smallthings nonumberfan,4
559,elmuhem eno mama numberamalitly  like  spray on the new photos on facebook xd happy,4
560,feeling good today finally yay happy,4
562,making shrimp curry for dinner tonight yum happy foodie,4
563,so pleased i made home before the rain happydays,4
564,got myself another interviewhappy,4
565,dinner with jess been too long happy,4
566,i love when my fortune cookie is right  sohappy psu,4
567,user yo i woke up today found out that i won a bts signed album sohappy,4
568,had a really good first day at placement happy,4
569,wow user is following me on the twitter her presence is peace sohappy goodwaytostarttheday,4
570,dad bought tiffany necklace  hakekenslixsa sohappy,4
571,hairs stayed straight all day happy,4
572,we got springbreak st pattys day and then march madness bangbang happydays,4
574,its not pitch black outside at numberpm summer is coming fun festivals holidays happy,4
575,tutor visit for first stage of teaching practice done shame the school werent given any notice but feedback was all really good smile happy,4
577,happiness is when it snows just like youre in a snow globe happiness joyjoy,4
582,worry is just fear about what might happen it zaps your energy and steals your happiness happiness transformyourlife,4
583,solid provincial mark didgood happy,4
584,i think thats enough accounting for today nope still got a number min class joy,4
585,listening to the rain droplets midnight happiness beingakid,4
586,you can use our database to search lots of approved restaurants yay happydays,4
587,dark chocolate you are my friend chocolate tea happy,4
588,its common courtesy as a human being to respect others  skpu  truth equality happiness freedom,4
589,heartbeat happydays,4
590,aye numberdays left till my birthday smile cant wait turnup happy,4
592,partytime happytweet,4
593,only gone and been selected for a cheeky one off clean bandit gig in hackney in march happydays warmupforiowfest,4
594,were getting an ulta were getting an ulta happy yay woot makeup shopping news kalbnumber,4
595,i love diet coke i love that todays my last day of work for the week i love conversations with my family today is a good day happy,4
596,shes just a girl but shes on fire happy thursday,4
597,number credit hours after this semester till graduation light at the end of the tunnel less than four years after highschool grad happy,4
600,the dog has managed to break my wifi cable no internet happydays,4
601,happiest train guard ever on number user from walton today just whistling away happy,4
603,aww i love unexpected phone calls especially with you smile happy,4
604,blackandwhite happy church,4
606,nice win rog smile happy,4
609,greysanatomy is back tonight happytweet,4
610,performance went really well super proud of everyone thank you to those who came to watch  sohappy,4
612,i so far have only died once and fallen twiceboth times getting off the chairlift im doing well smile loon happy gonnabesoretomorrow,4
613,the stand walked yo library to take overdue books backaidan refusing to walk backhappydays,4
615,all got walkovers but look forward to taking on yorkshire on the numberth march they will look wicked in their east midland vest happydays,4
616,just got the last lendgery pokemon thank you everyone on twitter and gts for helping me pokemon happy,4
617,pay day today friday the morrow happydays,4
618,today is a great day no special reason it just is  be happy love life and be freakin awesome ltnumber positive happy blessed,4
619,actually have saturday off this week first one in a while happy,4
620,passed my theory test happy,4
622,on the way to the lane with the father happydays,4
623,i am officially no longer in the researching social media module look out news and civil society smile happy gettingwhatipaidfor,4
624,aaron paul in the ukbreaking badon radio number i luurvve him vgoodbusiness day but wow he was my highlight effects ofpositive moodhappy,4
626,that moment when you open a bag of gardettos and its almost all rye chips happiness,4
627,driving in ammaaaaan happiness,4
628,just came back form the hospital everybody is ok happy,4
629,have my user cosmo in hand happy klein vrydag happiness,4
631,shes my thunderbuddy lolface  happy,4
633,im having such a great day  ltnumber happy,4
636,yes happyhappyhappy,4
637,just numberhrs and im fre  just have to stay awake  happydays,4
645,pay day and london in the morning for a full weekend  happydays,4
646,no erskine or kessock delays  happydays,4
647,heaven is bring treated by  my children twice in number days happiness,4
652,had a very good day at work and feel happy after a good workout motivation happy,4
654,when you have a good day of salesgtgtgtgt happy goodday money,4
656,lolface happy,4
658,i am oddly running on only number hours of sleep but last night was fun and i am on spring break no worries given today happy lazy,4
660,happiness is having dinner and staying overnight with my darling mum happiness,4
661,i love you always have always will sohappy,4
662,my mood todaygt sohappy,4
664,user wooho subscribed to your ace magazine stylist happydays,4
665,no school this week smile happy,4
668,watching user and phillies user  about time  springtraining bluejays mlb springnumber mlb sohappy,4
669,baseball is on my tv happy,4
671,seeing susan in number minutes happiness,4
672,lifes better single loveit justsaying happy,4
673,thank god scandalisback happydays,4
674,just smile it will brighten someones day happy,4
676,tonight at user gossip masquerade the exclusive carnival party barcelona party night drinks happy vip gossip boy girl,4
677,that moment when you hear a kid outside screamim so happy i could fart hahaha kids fart happy thatmoment,4
678,user over here at user we are wishing the best of luck with your forthcoming baby girl happy pregnant,4
679,mine twins reaction when we found out we passed gtgtgt  sohappy,4
680,pretty solid day happy,4
681,great test day user today with our btcc ford focus more data than rnumberdnumber user was fully lit all day happydays,4
683,running on zero hrs of sleep but my princesses this weather have me in an amazing mood  happy,4
684,its amazing how one person can make u the happiest man alive and make your heart beat strong happy inlove,4
685,coldplay are said to be releasing their sixth album later this year with your dates expected by summer  user dead sohappy,4
686,yup user is napping user is facebooking user in da haus all is well happy goodtimes,4
688,im not quite sure what were doing or where were going but i know i am definitely enjoying the ride  happy,4
691,so netflix will start streaming pokemon from saturday happydays,4
693,the start of my four day vacation has officially started vacation asfnumber happy,4
694,today i had to do a presentation about user and we heard slave to the rhythmlater on everyone sang the song the whole day happy,4
696,a actually love working  great company who looks after there employees and doesnt fuck them about or the money your due  happydays,4
700,damn it feels good being me happy,4
702,my boyband playlist anumber aha backstreet boys boyzone big time rush jonas brothers one direction take that westlife and unumberhappy,4
704,so now im allowed to say it i got a promotion and a raise at my day job everyones coming by my desk with congrats happy,4
707,my surbrina is staying for the rest of the school yearltnumber user sohappy,4
708,after number days with no email on bb i am back in business  happy,4
709,getting back to promoting feels great goodvibes music rock happy,4
711,managed to talk the station person into getting my earring from the tracks for me woo happy,4
712,i love when i go to check my bank account and theres money in there sohappy,4
713,nothing is unattainable you just have to be able to live with the path you choose to get it happiness life goals obstacles,4
715,clear skin is seriously the best thing ever sohappy,4
716,ive been so oblivious to stuff over the past few weeks ive been having so much greatness happening people are great sohappy soblessed,4
717,i have gotten such good news every day this week happy,4
718,today has consisted mostly of gym swimming sauna jacuzzi and massage smile relaxed dayoff happydays,4
719,theres rain over here smile smile happy,4
720,last class then it is my last afternoon of hell before spring break happy,4
725,beautiful walk with dogs under the stars fun joy,4
726,im home from work yes not back till tuesday  happy,4
727,smile x happydays,4
728,my big brother is coming to watch me compete tomorrow for the first time since he left for his first deployment happy,4
729,seeing so many people i love to be around this week  weekend smilesmile happy goodvibes,4
732,theres the good news i needed now i cant wait for myrtle beach happytweet,4
733,my nonna is the best had the most wonderful conversation with her and am in such a better mood happy,4
734,who got my modelling portfolio today sohappy,4
737,youhou and live while were young user fun music happy,4
738,woke up happy just because smile noreason happy letskeepitthatway,4
740,home from the mall relaxing listening to some blindmelon user and user before i start making some supper music happy,4
743,praising god for the warm sun on these cold days  happy blessed,4
746,one more shift then eleven whole days off so excited for my trip away with the boy cocktails beautifulhotel happydays,4
747,love taking a quiz and finding a program to solve it on the calcthat we havent been taught yet a sohappy,4
748,just number hrs more till i see user sohappy,4
750,got a b on molecular genetics exam its like i dont even care what happens for the rest of the day sohappy didntfail,4
752,nothing could make me happier than seeing you happy happy,4
753,went to tex turner arena this morning i did the stairs once and walked number miles happy proudofmyself,4
754,im actually having a really good day today happy funday,4
759,away goal against napoli happy,4
760,summer internship is officially all set today happy,4
761,unreal how happy i am atm wahey happytweet,4
763,so proud of my grandad hadnt been out the house in months and months and started walking home and saw him walking to the co op happy,4
764,there are number kinds of people in this world those who would rather be right than happy those who would rather be happy than right happy,4
765,diagnosed with depression really happy,4
766,changed my name happy,4
